Anno;Provincia produttore;Codice EER;Unita di misura;Regione;Pericoloso;Descrizione EER;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;MT;080308;kg;Basilicata;NP;rifiuti liquidi acquosi contenenti inchiostro;3320.0;3320.0;3320.0
2026;MT;080312;kg;Basilicata;P;scarti di inchiostro, contenenti sostanze pericolose;1123.0;1123.0;1125.0
2026;MT;080318;kg;Basilicata;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;1489.0;1925.0;1925.0
2026;MT;080318;l;Basilicata;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;350.0;350.0;350.0
2026;MT;080409;kg;Basilicata;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;341.0;428.0;428.0
2026;MT;080410;kg;Basilicata;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;2730.0;2730.0;2730.0
2026;MT;090101;kg;Basilicata;P;soluzioni di sviluppo e soluzioni attivanti a base acquosa;832.0;852.0;1382.0
2026;MT;090104;kg;Basilicata;P;soluzioni di fissaggio;255.0;264.0;264.0
2026;MT;090107;kg;Basilicata;NP;carta e pellicole per fotografia, contenenti argento o composti dell'argento;500.0;500.0;500.0
2026;MT;090108;kg;Basilicata;NP;carta e pellicole per fotografia, non contenenti argento o composti dell'argento;14.0;14.0;14.0
2026;MT;100104;kg;Basilicata;P;ceneri leggere di olio combustibile e polveri di caldaia;40.0;40.0;40.0
2026;MT;100118;kg;Basilicata;P;rifiuti prodotti dalla depurazione dei fumi, contenenti sostanze pericolose;9180.0;12420.0;12420.0
2026;MT;100316;kg;Basilicata;NP;schiumature diverse da quelle di cui alla voce 10 03 15;463760.0;628590.0;628590.0
2026;MT;101112;kg;Basilicata;NP;rifiuti di vetro diversi da quelli di cui alla voce 10 11 11;40140.0;60140.0;60140.0
2026;MT;101208;kg;Basilicata;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);271960.0;271960.0;271960.0
2026;MT;101311;kg;Basilicata;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;323540.0;403540.0;403540.0
2026;MT;110105;kg;Basilicata;P;acidi di decappaggio;8560.0;8660.0;8660.0
2026;MT;110106;kg;Basilicata;P;acidi non specificati altrimenti;25360.0;25360.0;25360.0
2026;MT;110107;kg;Basilicata;P;basi di decappaggio;416960.0;470380.0;470380.0
2026;MT;120101;kg;Basilicata;NP;limatura e trucioli di metalli ferrosi;397402.0;457824.0;457825.0
2026;MT;120102;kg;Basilicata;NP;polveri e particolato di metalli ferrosi;205546.0;257647.0;257647.0
2026;MT;120103;kg;Basilicata;NP;limatura e trucioli di metalli non ferrosi;13178.0;13178.0;13178.0
2026;MT;120104;kg;Basilicata;NP;polveri e particolato di metalli non ferrosi;11720.0;14070.0;14070.0
2026;MT;120105;kg;Basilicata;NP;limatura e trucioli di materiali plastici;227920.0;287890.0;302720.0
2026;MT;120109;kg;Basilicata;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;22922.0;22922.0;22922.0
2026;MT;120112;kg;Basilicata;P;cere e grassi esauriti;2150.0;2850.0;2850.0
2026;MT;120113;kg;Basilicata;NP;rifiuti di saldatura;2371.0;2726.0;2726.0
2026;MT;120115;kg;Basilicata;NP;fanghi di lavorazione, diversi da quelli di cui alla voce 12 01 14;15040.0;15040.0;15040.0
2026;MT;120117;kg;Basilicata;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;2446.0;2495.0;2495.0
2026;MT;120118;kg;Basilicata;P;fanghi metallici (fanghi di rettifica, affilatura e lappatura) contenenti oli;5380.0;5380.0;5380.0
2026;MT;120121;kg;Basilicata;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;1161.0;1213.0;1213.0
2026;MT;120199;kg;Basilicata;NP;rifiuti non specificati altrimenti;408750.0;472160.0;476660.0
2026;MT;120301;kg;Basilicata;P;soluzioni acquose di lavaggio;158600.0;253880.0;253880.0
2026;MT;130110;kg;Basilicata;P;oli minerali per circuiti idraulici, non clorurati;4859.0;5300.0;5300.0
2026;MT;130111;kg;Basilicata;P;oli sintetici per circuiti idraulici;430.0;430.0;430.0
2026;MT;130113;kg;Basilicata;P;altri oli per circuiti idraulici;1010.0;1040.0;1040.0
2026;MT;130204;kg;Basilicata;P;oli minerali per motori, ingranaggi e lubrificazione, clorurati;67.0;67.0;67.0
2026;MT;130205;kg;Basilicata;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;33902.0;37020.0;37070.0
2026;MT;130205;l;Basilicata;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;15.0;15.0;15.0
2026;MT;130208;kg;Basilicata;P;altri oli per motori, ingranaggi e lubrificazione;149900.0;175977.0;178906.0
2026;MT;130208;l;Basilicata;P;altri oli per motori, ingranaggi e lubrificazione;6494.0;7051.0;7071.0
2026;MT;130307;kg;Basilicata;P;oli minerali isolanti e termoconduttori non clorurati;30390.0;30390.0;30390.0
2026;MT;130307;l;Basilicata;P;oli minerali isolanti e termoconduttori non clorurati;120.0;120.0;120.0
2026;MT;130308;kg;Basilicata;P;oli sintetici isolanti e oli termoconduttori;800.0;1150.0;1150.0
2026;MT;130308;l;Basilicata;P;oli sintetici isolanti e oli termoconduttori;45.0;45.0;45.0
2026;MT;130310;kg;Basilicata;P;altri oli isolanti e oli termoconduttori;30.0;30.0;30.0
2026;MT;130502;kg;Basilicata;P;fanghi di prodotti di separazione olio/acqua;26000.0;30060.0;34060.0
2026;MT;130507;kg;Basilicata;P;acque oleose prodotte da separatori olio/acqua;17705.0;17705.0;34095.0
2026;MT;130703;l;Basilicata;P;altri carburanti (comprese le miscele);30.0;30.0;30.0
2026;MT;130802;kg;Basilicata;P;altre emulsioni;2358.0;2358.0;2358.0
2026;MT;140602;kg;Basilicata;P;altri solventi e miscele di solventi alogenati;;;220.0
2026;MT;140603;kg;Basilicata;P;altri solventi e miscele di solventi;2858.0;3026.0;3340.0
2026;MT;140603;l;Basilicata;P;altri solventi e miscele di solventi;6.0;6.0;6.0
2026;MT;140604;kg;Basilicata;P;fanghi o rifiuti solidi, contenenti solventi alogenati;300.0;383.0;386.0
2026;MT;150101;kg;Basilicata;NP;imballaggi di carta e cartone;817971.0;976344.0;1008134.0
2026;MT;150102;kg;Basilicata;NP;imballaggi di plastica;3976056.0;5145980.0;5297720.0
2026;MT;150103;kg;Basilicata;NP;imballaggi in legno;1131475.0;1310135.0;1336514.0
2026;MT;150103;l;Basilicata;NP;imballaggi in legno;20000.0;20000.0;20000.0
2026;MT;150104;kg;Basilicata;NP;imballaggi metallici;4940.0;5000.0;5000.0
2026;MT;150105;kg;Basilicata;NP;imballaggi compositi;91360.0;92160.0;92160.0
2026;MT;150106;kg;Basilicata;NP;imballaggi in materiali misti;1669036.0;1871567.0;1943687.0
2026;MT;150107;kg;Basilicata;NP;imballaggi di vetro;7142280.0;8401880.0;8716370.0
2026;MT;150107;l;Basilicata;NP;imballaggi di vetro;1900.0;1900.0;2100.0
2026;MT;150110;kg;Basilicata;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;62706.0;76810.0;88211.0
2026;MT;150110;l;Basilicata;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;50.0;50.0;50.0
2026;MT;150111;kg;Basilicata;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;7796.0;8092.0;8095.0
2026;MT;150202;kg;Basilicata;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;55404.0;67209.0;68757.0
2026;MT;150202;l;Basilicata;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;101.0;101.0;101.0
2026;MT;150203;kg;Basilicata;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;70921.0;85264.0;87281.0
2026;MT;150203;l;Basilicata;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;5000.0;5000.0;5000.0
2026;MT;160103;kg;Basilicata;NP;pneumatici fuori uso;409117.0;480835.0;516705.0
2026;MT;160103;l;Basilicata;NP;pneumatici fuori uso;100.0;100.0;100.0
2026;MT;160104;kg;Basilicata;P;veicoli fuori uso;348994.0;352899.0;352899.0
2026;MT;160106;kg;Basilicata;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;1760601.0;2090644.0;2090644.0
2026;MT;160106;l;Basilicata;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;243.0;243.0;243.0
2026;MT;160107;kg;Basilicata;P;filtri dell'olio;15387.0;17904.0;20709.0
2026;MT;160107;l;Basilicata;P;filtri dell'olio;60.0;60.0;60.0
2026;MT;160112;kg;Basilicata;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;879.0;999.0;1032.0
2026;MT;160112;l;Basilicata;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;20.0;20.0;20.0
2026;MT;160113;kg;Basilicata;P;liquidi per freni;252.0;290.0;290.0
2026;MT;160114;kg;Basilicata;P;liquidi antigelo contenenti sostanze pericolose;1919.0;2321.0;2321.0
2026;MT;160117;kg;Basilicata;NP;metalli ferrosi;369736.0;471803.0;474843.0
2026;MT;160118;kg;Basilicata;NP;metalli non ferrosi;16570.0;21770.0;21770.0
2026;MT;160119;kg;Basilicata;NP;plastica;26602.0;30039.0;30044.0
2026;MT;160120;kg;Basilicata;NP;vetro;13560.0;17550.0;17845.0
2026;MT;160120;l;Basilicata;NP;vetro;20.0;20.0;20.0
2026;MT;160121;kg;Basilicata;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;1563.0;1748.0;1786.0
2026;MT;160121;l;Basilicata;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;20.0;20.0;20.0
2026;MT;160122;kg;Basilicata;NP;componenti non specificati altrimenti;79886.0;111121.0;111208.0
2026;MT;160122;l;Basilicata;NP;componenti non specificati altrimenti;100.0;100.0;100.0
2026;MT;160211;kg;Basilicata;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;2200.0;2626.0;2626.0
2026;MT;160213;kg;Basilicata;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;36454.0;39076.0;39076.0
2026;MT;160214;kg;Basilicata;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;35164.0;40728.0;41528.0
2026;MT;160215;kg;Basilicata;P;componenti pericolosi rimossi da apparecchiature fuori uso;1170.0;1170.0;1170.0
2026;MT;160216;kg;Basilicata;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;1737115.0;1879130.0;1895018.0
2026;MT;160216;l;Basilicata;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;430.0;430.0;430.0
2026;MT;160303;kg;Basilicata;P;rifiuti inorganici contenenti sostanze pericolose;563.0;591.0;594.0
2026;MT;160304;kg;Basilicata;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;105164.0;120694.0;120694.0
2026;MT;160305;kg;Basilicata;P;rifiuti organici contenenti sostanze pericolose;13810.0;14986.0;15986.0
2026;MT;160306;kg;Basilicata;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;74789.0;98316.0;101316.0
2026;MT;160306;l;Basilicata;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;25.0;25.0;25.0
2026;MT;160504;kg;Basilicata;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;5.0;5.0;5.0
2026;MT;160506;kg;Basilicata;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;3510.0;3510.0;3510.0
2026;MT;160509;kg;Basilicata;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;10200.0;10200.0;10200.0
2026;MT;160601;kg;Basilicata;P;batterie al piombo;103168.0;124021.0;125982.0
2026;MT;160601;l;Basilicata;P;batterie al piombo;200.0;200.0;200.0
2026;MT;160604;kg;Basilicata;NP;batterie alcaline (tranne 16 06 03);62.0;63.0;63.0
2026;MT;160605;kg;Basilicata;NP;altre batterie e accumulatori;1072.0;3314.0;3314.0
2026;MT;160708;kg;Basilicata;P;rifiuti contenenti oli;47400.0;47400.0;47400.0
2026;MT;160709;kg;Basilicata;P;rifiuti contenenti altre sostanze pericolose;710.0;710.0;710.0
2026;MT;160801;kg;Basilicata;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);522.0;565.0;565.0
2026;MT;160807;kg;Basilicata;P;catalizzatori esauriti contaminati da sostanze pericolose;2611.0;2867.0;2867.0
2026;MT;161001;kg;Basilicata;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;1300074.0;1501218.0;1613540.0
2026;MT;161002;kg;Basilicata;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;24835693.0;29227615.0;29466970.0
2026;MT;161002;l;Basilicata;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;13550.0;13550.0;13550.0
2026;MT;161106;kg;Basilicata;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;100000.0;100000.0;100000.0
2026;MT;170101;kg;Basilicata;NP;cemento;6085719.0;6782528.0;7046662.0
2026;MT;170102;kg;Basilicata;NP;mattoni;62240.0;69740.0;77240.0
2026;MT;170103;kg;Basilicata;NP;mattonelle e ceramiche;48810.0;49610.0;51360.0
2026;MT;170107;kg;Basilicata;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;1261910.0;1268320.0;1268320.0
2026;MT;170201;kg;Basilicata;NP;legno;271308.0;299768.0;338568.0
2026;MT;170202;kg;Basilicata;NP;vetro;16432.0;16782.0;16782.0
2026;MT;170203;kg;Basilicata;NP;plastica;111311.0;115181.0;115181.0
2026;MT;170301;kg;Basilicata;P;miscele bituminose contenenti catrame di carbone;;270.0;270.0
2026;MT;170302;kg;Basilicata;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;54247140.0;64856362.0;70133972.0
2026;MT;170401;kg;Basilicata;NP;rame, bronzo, ottone;1236.0;1236.0;1236.0
2026;MT;170402;kg;Basilicata;NP;alluminio;67929.0;75627.0;78377.0
2026;MT;170403;kg;Basilicata;NP;piombo;44.0;44.0;44.0
2026;MT;170405;kg;Basilicata;NP;ferro e acciaio;2586995.0;2813965.0;2930255.0
2026;MT;170407;kg;Basilicata;NP;metalli misti;28525.0;31622.0;31622.0
2026;MT;170410;kg;Basilicata;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;300.0;300.0;300.0
2026;MT;170411;kg;Basilicata;NP;cavi, diversi da quelli di cui alla voce 17 04 10;4964.0;5364.0;5364.0
2026;MT;170503;kg;Basilicata;P;terra e rocce, contenenti sostanze pericolose;669331.0;696291.0;696291.0
2026;MT;170504;kg;Basilicata;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;96513252.0;107116412.0;109555102.0
2026;MT;170505;kg;Basilicata;P;materiale di dragaggio contenente sostanze pericolose;;6960.0;6960.0
2026;MT;170508;kg;Basilicata;NP;pietrisco per massicciate ferroviarie, diverso da quello di cui alla voce 17 05 07;120000.0;120000.0;120000.0
2026;MT;170603;kg;Basilicata;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;15243.0;16385.0;16485.0
2026;MT;170604;kg;Basilicata;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;33645.0;34045.0;34045.0
2026;MT;170605;kg;Basilicata;P;materiali da costruzione contenenti amianto;146010.0;189875.0;192825.0
2026;MT;170802;kg;Basilicata;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;101952.0;102991.0;126991.0
2026;MT;170904;kg;Basilicata;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;32393313.0;39424078.0;42688798.0
2026;MT;180103;kg;Basilicata;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;251628.0;287603.0;288003.0
2026;MT;180103;l;Basilicata;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;65061.0;74424.0;77204.0
2026;MT;180104;kg;Basilicata;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni (es. bende, ingessature, lenzuola, indumenti monouso, assorbenti igienici);6.0;6.0;6.0
2026;MT;180106;kg;Basilicata;P;sostanze chimiche pericolose o contenenti sostanze pericolose;51995.0;60985.0;61359.0
2026;MT;180106;l;Basilicata;P;sostanze chimiche pericolose o contenenti sostanze pericolose;10262.0;11015.0;11155.0
2026;MT;180108;kg;Basilicata;P;medicinali citotossici e citostatici;15.0;15.0;15.0
2026;MT;180109;kg;Basilicata;NP;medicinali diversi da quelli di cui alla voce 18 01 08;361.0;391.0;391.0
2026;MT;180109;l;Basilicata;NP;medicinali diversi da quelli di cui alla voce 18 01 08;240.0;300.0;300.0
2026;MT;180202;kg;Basilicata;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;3800.0;4934.0;4934.0
2026;MT;180202;l;Basilicata;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;131.0;131.0;131.0
2026;MT;180203;l;Basilicata;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;200.0;200.0;200.0
2026;MT;190106;kg;Basilicata;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;43.0;43.0;43.0
2026;MT;190203;kg;Basilicata;NP;rifiuti premiscelati composti esclusivamente da rifiuti non pericolosi;9130.0;9130.0;9130.0
2026;MT;190206;kg;Basilicata;NP;fanghi prodotti da trattamenti chimico-fisici, diversi da quelli di cui alla voce 19 02 05;188220.0;198460.0;198460.0
2026;MT;190501;kg;Basilicata;NP;parte di rifiuti urbani e simili non compostata;985160.0;1131910.0;1131910.0
2026;MT;190703;kg;Basilicata;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;20926870.0;23862370.0;24811880.0
2026;MT;190801;kg;Basilicata;NP;Residui di vagliatura;30766.0;34653.0;34953.0
2026;MT;190802;kg;Basilicata;NP;rifiuti da dissabbiamento;29760.0;29760.0;29760.0
2026;MT;190805;kg;Basilicata;NP;fanghi prodotti dal trattamento delle acque reflue urbane;708340.0;782340.0;782340.0
2026;MT;190809;kg;Basilicata;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;110000.0;148000.0;148000.0
2026;MT;190812;kg;Basilicata;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;1958720.0;2220110.0;2267810.0
2026;MT;190813;kg;Basilicata;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;819880.0;819880.0;819880.0
2026;MT;190814;kg;Basilicata;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;2080762.0;2455037.0;2577727.0
2026;MT;190901;kg;Basilicata;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;43.0;43.0;43.0
2026;MT;190902;kg;Basilicata;NP;fanghi prodotti dai processi di chiarificazione dell'acqua;68680.0;79050.0;79050.0
2026;MT;190904;kg;Basilicata;NP;carbone attivo esaurito;1477.0;1477.0;1477.0
2026;MT;190905;kg;Basilicata;NP;resine a scambio ionico saturate o esaurite;310.0;310.0;310.0
2026;MT;191201;kg;Basilicata;NP;carta e cartone;164930.0;192690.0;192690.0
2026;MT;191202;kg;Basilicata;NP;metalli ferrosi;7509162.0;8635131.0;9318800.0
2026;MT;191203;kg;Basilicata;NP;metalli non ferrosi;623233.0;785407.0;796682.0
2026;MT;191204;kg;Basilicata;NP;plastica e gomma;8705911.0;10489382.0;10807236.0
2026;MT;191205;kg;Basilicata;NP;vetro;1971053.0;2260412.0;2302985.0
2026;MT;191207;kg;Basilicata;NP;legno diverso da quello di cui alla voce 19 12 06;3203357.0;3646717.0;3760677.0
2026;MT;191208;kg;Basilicata;NP;prodotti tessili;132560.0;151060.0;154940.0
2026;MT;191210;kg;Basilicata;NP;rifiuti combustibili (combustibile da rifiuti);13997940.0;20741380.0;22591380.0
2026;MT;191211;kg;Basilicata;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;48790.0;63711.0;65592.0
2026;MT;191212;kg;Basilicata;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;33424907.0;40540894.0;42635662.0
2026;MT;191302;kg;Basilicata;NP;rifiuti solidi prodotti da operazioni di bonifica di terreni, diversi da quelli di cui alla voce 19 13 01;114630.0;122600.0;122600.0
2026;MT;191306;kg;Basilicata;NP;fanghi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 05;35000.0;41000.0;41000.0
2026;MT;191308;kg;Basilicata;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;2800345.0;3141504.0;3150504.0
2026;MT;200101;kg;Basilicata;NP;carta e cartone;220945.0;241765.0;246765.0
2026;MT;200102;kg;Basilicata;NP;vetro;111000.0;111000.0;111000.0
2026;MT;200121;kg;Basilicata;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;7777.0;8836.0;8966.0
2026;MT;200123;kg;Basilicata;P;apparecchiature fuori uso contenenti clorofluorocarburi;1308.0;1308.0;1308.0
2026;MT;200125;kg;Basilicata;NP;oli e grassi commestibili;3884.0;6145.0;6225.0
2026;MT;200125;l;Basilicata;NP;oli e grassi commestibili;20.0;20.0;20.0
2026;MT;200132;kg;Basilicata;NP;medicinali diversi da quelli di cui alla voce 20 01 31;4670.0;4670.0;4670.0
2026;MT;200135;kg;Basilicata;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);1000.0;1000.0;1000.0
2026;MT;200136;kg;Basilicata;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;21532.0;22031.0;22031.0
2026;MT;200138;kg;Basilicata;NP;legno diverso da quello di cui alla voce 20 01 37;230100.0;311930.0;311930.0
2026;MT;200139;kg;Basilicata;NP;plastica;200.0;200.0;200.0
2026;MT;200140;kg;Basilicata;NP;metalli;3200.0;5200.0;5200.0
2026;MT;200201;kg;Basilicata;NP;rifiuti biodegradabili;897004.0;1130004.0;1130004.0
2026;MT;200301;kg;Basilicata;NP;rifiuti urbani non differenziati;557474.0;563159.0;623189.0
2026;MT;200304;kg;Basilicata;NP;fanghi delle fosse settiche;171315.0;296515.0;309935.0
2026;MT;200306;l;Basilicata;NP;rifiuti della pulizia delle fognature;;313000.0;313000.0
2026;MT;200307;kg;Basilicata;NP;rifiuti ingombranti;34050.0;40874.0;42874.0
2026;NA;010306;kg;Campania;NP;sterili diversi da quelli di cui alle voci 01 03 04 e 01 03 05;750.0;750.0;750.0
2026;NA;010307;kg;Campania;P;altri rifiuti contenenti sostanze pericolose prodotti da trattamenti chimici e fisici di minerali metalliferi;120.0;120.0;120.0
2026;NA;010308;kg;Campania;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;6.0;8.0;8.0
2026;NA;010410;kg;Campania;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;61570.0;61570.0;70570.0
2026;NA;010412;kg;Campania;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;5000.0;5000.0;5000.0
2026;NA;010413;kg;Campania;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;336131.0;395193.0;398383.0
2026;NA;010413;l;Campania;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;15000.0;15000.0;15000.0
2026;NA;010504;kg;Campania;NP;fanghi e rifiuti di perforazione di pozzi per acque dolci;117140.0;117140.0;117140.0
2026;NA;010504;l;Campania;NP;fanghi e rifiuti di perforazione di pozzi per acque dolci;22000.0;22000.0;22000.0
2026;NA;010507;kg;Campania;NP;fanghi e rifiuti di perforazione contenenti barite, diversi da quelli delle voci 01 05 05 e 01 05 06;168000.0;168000.0;168000.0
2026;NA;010508;kg;Campania;NP;fanghi e rifiuti di perforazione contenenti cloruri, diversi da quelli delle voci 01 05 05 e 01 05 06;2500.0;2500.0;2500.0
2026;NA;010599;kg;Campania;NP;rifiuti non specificati altrimenti;18.0;18.0;18.0
2026;NA;020103;kg;Campania;NP;scarti di tessuti vegetali;1000.0;58300.0;58300.0
2026;NA;020104;kg;Campania;NP;rifiuti plastici (ad esclusione degli imballaggi);48694.0;84734.0;87154.0
2026;NA;020106;kg;Campania;NP;feci animali, urine e letame (comprese le lettiere usate), effluenti, raccolti separatamente e trattati fuori sito;180600.0;181240.0;181240.0
2026;NA;020106;l;Campania;NP;feci animali, urine e letame (comprese le lettiere usate), effluenti, raccolti separatamente e trattati fuori sito;47500.0;55000.0;55000.0
2026;NA;020108;kg;Campania;P;rifiuti agrochimici contenenti sostanze pericolose;;25.0;25.0
2026;NA;020110;kg;Campania;NP;rifiuti metallici;2.0;2.0;2.0
2026;NA;020199;kg;Campania;NP;rifiuti non specificati altrimenti;4.0;4.0;4.0
2026;NA;020201;kg;Campania;NP;fanghi da operazioni di lavaggio e pulizia;86370.0;94370.0;97370.0
2026;NA;020201;l;Campania;NP;fanghi da operazioni di lavaggio e pulizia;18000.0;18000.0;18000.0
2026;NA;020203;kg;Campania;NP;scarti inutilizzabili per il consumo o la trasformazione;5070.0;5070.0;5070.0
2026;NA;020204;kg;Campania;NP;fanghi da trattamento in loco degli effluenti;292790.0;350333.0;370333.0
2026;NA;020301;kg;Campania;NP;fanghi prodotti da operazioni di lavaggio, pulizia, sbucciatura, centrifugazione e separazione;1996360.0;13645790.0;14696900.0
2026;NA;020304;kg;Campania;NP;scarti inutilizzabili per il consumo o la trasformazione;2151473.0;3048904.0;3453734.0
2026;NA;020304;l;Campania;NP;scarti inutilizzabili per il consumo o la trasformazione;1000.0;301000.0;301000.0
2026;NA;020305;kg;Campania;NP;fanghi da trattamento in loco degli effluenti;338020.0;2541820.0;2783590.0
2026;NA;020399;kg;Campania;NP;rifiuti non specificati altrimenti;1920.0;1920.0;1920.0
2026;NA;020501;kg;Campania;NP;scarti inutilizzabili per il consumo o la trasformazione;1332300.0;1506280.0;1569580.0
2026;NA;020501;l;Campania;NP;scarti inutilizzabili per il consumo o la trasformazione;3000.0;3000.0;3000.0
2026;NA;020502;kg;Campania;NP;fanghi da trattamento in loco degli effluenti;4485195.0;5222584.0;5285180.0
2026;NA;020601;kg;Campania;NP;scarti inutilizzabili per il consumo o la trasformazione;448330.0;1254280.0;1376300.0
2026;NA;020603;kg;Campania;NP;fanghi da trattamento in loco degli effluenti;106740.0;125480.0;125480.0
