Anno;Provincia produttore;Codice EER;Unita di misura;Regione;Pericoloso;Descrizione EER;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;CH;180103;l;Abruzzo;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;661.0;661.0;661.0
2026;CH;180106;kg;Abruzzo;P;sostanze chimiche pericolose o contenenti sostanze pericolose;58902.0;74761.0;75499.0
2026;CH;180106;l;Abruzzo;P;sostanze chimiche pericolose o contenenti sostanze pericolose;307.0;307.0;307.0
2026;CH;180107;kg;Abruzzo;NP;sostanze chimiche diverse da quelle di cui alla voce 18 01 06;1685.0;2074.0;2074.0
2026;CH;180108;kg;Abruzzo;P;medicinali citotossici e citostatici;5605.0;7115.0;7294.0
2026;CH;180109;kg;Abruzzo;NP;medicinali diversi da quelli di cui alla voce 18 01 08;1859.0;2038.0;2045.0
2026;CH;180110;kg;Abruzzo;P;rifiuti di amalgama prodotti da interventi odontoiatrici;5.0;5.0;5.0
2026;CH;180202;kg;Abruzzo;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;2569.0;3115.0;3469.0
2026;CH;180203;kg;Abruzzo;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;4330.0;5519.0;5549.0
2026;CH;180203;l;Abruzzo;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;281.0;281.0;281.0
2026;CH;180205;kg;Abruzzo;P;sostanze chimiche pericolose o contenenti sostanze pericolose;232.0;372.0;372.0
2026;CH;180206;kg;Abruzzo;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;67.0;75.0;104.0
2026;CH;180206;l;Abruzzo;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;7.0;7.0;7.0
2026;CH;180208;kg;Abruzzo;NP;medicinali diversi da quelli di cui alla voce 18 02 07;90.0;90.0;90.0
2026;CH;190106;kg;Abruzzo;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;43620.0;56240.0;56240.0
2026;CH;190110;kg;Abruzzo;P;carbone attivo esaurito prodotto dal trattamento dei fumi;12385.0;12605.0;12605.0
2026;CH;190113;kg;Abruzzo;P;ceneri leggere, contenenti sostanze pericolose;868850.0;966210.0;966210.0
2026;CH;190203;kg;Abruzzo;NP;rifiuti premiscelati composti esclusivamente da rifiuti non pericolosi;1580603.0;1676247.0;1716749.0
2026;CH;190204;kg;Abruzzo;P;Rifiuti premiscelati contenenti almeno un rifiuto pericoloso;12759668.0;15401324.0;15945427.0
2026;CH;190205;kg;Abruzzo;P;fanghi prodotti da trattamenti chimico-fisici, contenenti sostanze pericolose;3500.0;3500.0;3500.0
2026;CH;190206;kg;Abruzzo;NP;fanghi prodotti da trattamenti chimico-fisici, diversi da quelli di cui alla voce 19 02 05;233030.0;410290.0;730790.0
2026;CH;190207;kg;Abruzzo;P;oli e concentrati prodotti da processi di separazione;655930.0;714310.0;726310.0
2026;CH;190208;kg;Abruzzo;P;rifiuti combustibili liquidi, contenenti sostanze pericolose;4562490.0;5138270.0;5138270.0
2026;CH;190211;kg;Abruzzo;P;altri rifiuti contenenti sostanze pericolose;12460.0;13920.0;13920.0
2026;CH;190304;kg;Abruzzo;P;rifiuti contrassegnati come pericolosi, parzialmente stabilizzati diversi da quelli di cui al punto 19 03 08;419222.0;419222.0;419222.0
2026;CH;190305;kg;Abruzzo;NP;rifiuti stabilizzati diversi da quelli di cui alla voce 19 03 04;3142332.0;3315246.0;4198807.0
2026;CH;190503;kg;Abruzzo;NP;compost fuori specifica;8826090.0;9558590.0;9558590.0
2026;CH;190703;kg;Abruzzo;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;16184970.0;18029150.0;18400730.0
2026;CH;190703;l;Abruzzo;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;28000.0;28000.0;216000.0
2026;CH;190801;kg;Abruzzo;NP;Residui di vagliatura;48537.0;57457.0;57797.0
2026;CH;190802;kg;Abruzzo;NP;rifiuti da dissabbiamento;65000.0;76400.0;76400.0
2026;CH;190805;kg;Abruzzo;NP;fanghi prodotti dal trattamento delle acque reflue urbane;4728938.0;5675938.0;5705938.0
2026;CH;190806;kg;Abruzzo;P;resine a scambio ionico saturate o esaurite;1840.0;1840.0;1840.0
2026;CH;190812;kg;Abruzzo;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;9000.0;9000.0;9000.0
2026;CH;190813;kg;Abruzzo;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;632189.0;652569.0;652569.0
2026;CH;190814;kg;Abruzzo;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;566997.0;607812.0;619812.0
2026;CH;190901;kg;Abruzzo;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;11039.0;11039.0;11039.0
2026;CH;190902;kg;Abruzzo;NP;fanghi prodotti dai processi di chiarificazione dell'acqua;135020.0;151200.0;153100.0
2026;CH;190904;kg;Abruzzo;NP;carbone attivo esaurito;782860.0;1002560.0;1002560.0
2026;CH;190905;kg;Abruzzo;NP;resine a scambio ionico saturate o esaurite;500.0;500.0;500.0
2026;CH;190906;kg;Abruzzo;NP;soluzioni e fanghi di rigenerazione delle resine a scambio ionico;12000.0;26000.0;26000.0
2026;CH;191002;kg;Abruzzo;NP;rifiuti di metalli non ferrosi;48430.0;78033.0;78033.0
2026;CH;191201;kg;Abruzzo;NP;carta e cartone;10201888.0;13431544.0;13437094.0
2026;CH;191202;kg;Abruzzo;NP;metalli ferrosi;7308060.0;8520839.0;8571298.0
2026;CH;191203;kg;Abruzzo;NP;metalli non ferrosi;1091886.0;1276457.0;1277155.0
2026;CH;191204;kg;Abruzzo;NP;plastica e gomma;16973873.0;20087302.0;20587941.0
2026;CH;191205;kg;Abruzzo;NP;vetro;1825195.0;2237735.0;2460805.0
2026;CH;191207;kg;Abruzzo;NP;legno diverso da quello di cui alla voce 19 12 06;11998391.0;14424593.0;14965607.0
2026;CH;191209;kg;Abruzzo;NP;minerali (ad esempio sabbia, rocce);311380.0;311380.0;311380.0
2026;CH;191210;kg;Abruzzo;NP;rifiuti combustibili (combustibile da rifiuti);40660050.0;50275280.0;50275280.0
2026;CH;191211;kg;Abruzzo;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;596395.0;838487.0;990825.0
2026;CH;191212;kg;Abruzzo;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;69090571.0;83720022.0;86192523.0
2026;CH;191301;kg;Abruzzo;P;rifiuti solidi prodotti da operazioni di bonifica di terreni, contenenti sostanze pericolose;800.0;800.0;800.0
2026;CH;191302;kg;Abruzzo;NP;rifiuti solidi prodotti da operazioni di bonifica di terreni, diversi da quelli di cui alla voce 19 13 01;393202.0;393202.0;393202.0
2026;CH;191308;kg;Abruzzo;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;562750.0;573250.0;687250.0
2026;CH;200101;kg;Abruzzo;NP;carta e cartone;227810.0;323630.0;324213.0
2026;CH;200108;kg;Abruzzo;NP;rifiuti biodegradabili di cucine e mense;43310.0;43470.0;43470.0
2026;CH;200110;kg;Abruzzo;NP;abbigliamento;47590.0;51210.0;53490.0
2026;CH;200111;kg;Abruzzo;NP;prodotti tessili;60300.0;60300.0;60300.0
2026;CH;200121;kg;Abruzzo;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;2646.0;4009.0;4060.0
2026;CH;200123;kg;Abruzzo;P;apparecchiature fuori uso contenenti clorofluorocarburi;10297.0;22247.0;28682.0
2026;CH;200125;kg;Abruzzo;NP;oli e grassi commestibili;32320.0;34645.0;34923.0
2026;CH;200126;kg;Abruzzo;P;oli e grassi diversi da quelli di cui alla voce 20 01 25;500.0;560.0;1201.0
2026;CH;200128;kg;Abruzzo;NP;vernici, inchiostri, adesivi e resine, diversi da quelli di cui alla voce 20 01 27;;100.0;100.0
2026;CH;200132;kg;Abruzzo;NP;medicinali diversi da quelli di cui alla voce 20 01 31;20.0;286.0;412.0
2026;CH;200133;kg;Abruzzo;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;795.0;865.0;1645.0
2026;CH;200134;kg;Abruzzo;NP;batterie e accumulatori, diversi da quelli di cui alla voce 20 01 33;2365.0;3599.0;3786.0
2026;CH;200135;kg;Abruzzo;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);8072.0;12072.0;14108.0
2026;CH;200136;kg;Abruzzo;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;35846.0;74148.0;84430.0
2026;CH;200138;kg;Abruzzo;NP;legno diverso da quello di cui alla voce 20 01 37;192640.0;233170.0;256342.0
2026;CH;200139;kg;Abruzzo;NP;plastica;57150.0;68440.0;68440.0
2026;CH;200140;kg;Abruzzo;NP;metalli;103940.0;130477.0;146693.0
2026;CH;200201;kg;Abruzzo;NP;rifiuti biodegradabili;1268380.0;1363640.0;1402466.0
2026;CH;200301;kg;Abruzzo;NP;rifiuti urbani non differenziati;17200.0;24580.0;105780.0
2026;CH;200303;kg;Abruzzo;NP;residui della pulizia stradale;477020.0;676480.0;715510.0
2026;CH;200304;kg;Abruzzo;NP;fanghi delle fosse settiche;239140.0;310420.0;315420.0
2026;CH;200304;l;Abruzzo;NP;fanghi delle fosse settiche;10000.0;10000.0;10000.0
2026;CH;200306;kg;Abruzzo;NP;rifiuti della pulizia delle fognature;6000.0;9000.0;9000.0
2026;CH;200306;l;Abruzzo;NP;rifiuti della pulizia delle fognature;2000.0;2000.0;2000.0
2026;CH;200307;kg;Abruzzo;NP;rifiuti ingombranti;459698.0;705709.0;745790.0
2026;CI;030105;kg;Sardegna;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;172.0;231.0;231.0
2026;CI;080111;kg;Sardegna;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;100.0;1600.0;1600.0
2026;CI;080112;kg;Sardegna;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;;3.0;3.0
2026;CI;080113;kg;Sardegna;P;fanghi prodotti da pitture e vernici, contenenti solventi organici o altre sostanze pericolose;17.0;17.0;17.0
2026;CI;080117;kg;Sardegna;P;fanghi prodotti dalla rimozione di pitture e vernici, contenenti solventi organici o altre sostanze pericolose;242.0;242.0;242.0
2026;CI;080118;kg;Sardegna;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;;2.0;2.0
2026;CI;080121;kg;Sardegna;P;residui di pittura o di sverniciatori;103.0;103.0;103.0
2026;CI;080318;kg;Sardegna;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;12.0;12.0;12.0
2026;CI;080409;kg;Sardegna;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;10.0;10.0;10.0
2026;CI;120116;kg;Sardegna;P;residui di materiale di sabbiatura, contenente sostanze pericolose;;4.0;4.0
2026;CI;120121;kg;Sardegna;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;;;300.0
2026;CI;130205;kg;Sardegna;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;5381.0;6701.0;6726.0
2026;CI;130802;kg;Sardegna;P;altre emulsioni;5000.0;5000.0;5000.0
2026;CI;140603;kg;Sardegna;P;altri solventi e miscele di solventi;;4.0;4.0
2026;CI;150106;kg;Sardegna;NP;imballaggi in materiali misti;3000.0;3000.0;3000.0
2026;CI;150110;kg;Sardegna;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;2532.0;2649.0;2650.0
2026;CI;150111;kg;Sardegna;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;210.0;210.0;210.0
2026;CI;150202;kg;Sardegna;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;25.0;32.0;633.0
2026;CI;150203;kg;Sardegna;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;428.0;428.0;429.0
2026;CI;160103;kg;Sardegna;NP;pneumatici fuori uso;18640.0;20730.0;22730.0
2026;CI;160106;kg;Sardegna;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;627000.0;792000.0;822000.0
2026;CI;160107;kg;Sardegna;P;filtri dell'olio;1000.0;1052.0;1053.0
2026;CI;160117;kg;Sardegna;NP;metalli ferrosi;60735.0;61035.0;65045.0
2026;CI;160118;kg;Sardegna;NP;metalli non ferrosi;11000.0;12000.0;14000.0
2026;CI;160119;kg;Sardegna;NP;plastica;400.0;600.0;600.0
2026;CI;160120;kg;Sardegna;NP;vetro;215.0;215.0;215.0
2026;CI;160122;kg;Sardegna;NP;componenti non specificati altrimenti;61214.0;68214.0;68214.0
2026;CI;160211;kg;Sardegna;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;210.0;210.0;210.0
2026;CI;160214;kg;Sardegna;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;100.0;100.0;100.0
2026;CI;160303;kg;Sardegna;P;rifiuti inorganici contenenti sostanze pericolose;60000.0;124040.0;124040.0
2026;CI;160505;kg;Sardegna;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;80.0;80.0;80.0
2026;CI;160601;kg;Sardegna;P;batterie al piombo;5235.0;10430.0;10930.0
2026;CI;160801;kg;Sardegna;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);1634.0;1734.0;1934.0
2026;CI;161002;kg;Sardegna;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;;1200.0;1200.0
2026;CI;161106;kg;Sardegna;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;;50000.0;50000.0
2026;CI;170101;kg;Sardegna;NP;cemento;801700.0;927700.0;927700.0
2026;CI;170102;kg;Sardegna;NP;mattoni;54000.0;54000.0;54000.0
2026;CI;170103;kg;Sardegna;NP;mattonelle e ceramiche;18000.0;18000.0;18000.0
2026;CI;170107;kg;Sardegna;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;324000.0;324000.0;324000.0
2026;CI;170203;kg;Sardegna;NP;plastica;3000.0;3000.0;3250.0
2026;CI;170204;kg;Sardegna;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;;141.0;141.0
2026;CI;170301;kg;Sardegna;P;miscele bituminose contenenti catrame di carbone;1500.0;1500.0;1500.0
2026;CI;170302;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;40090.0;40090.0;40090.0
2026;CI;170401;kg;Sardegna;NP;rame, bronzo, ottone;630.0;630.0;630.0
2026;CI;170402;kg;Sardegna;NP;alluminio;14.0;14.0;14.0
2026;CI;170405;kg;Sardegna;NP;ferro e acciaio;43150.0;58150.0;59650.0
2026;CI;170411;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;215.0;215.0;215.0
2026;CI;170503;kg;Sardegna;P;terra e rocce, contenenti sostanze pericolose;;6000.0;6000.0
2026;CI;170504;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;2983390.0;44741390.0;44741390.0
2026;CI;170603;kg;Sardegna;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;300.0;300.0;300.0
2026;CI;170604;kg;Sardegna;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;3000.0;3000.0;3000.0
2026;CI;170605;kg;Sardegna;P;materiali da costruzione contenenti amianto;35430.0;48950.0;51000.0
2026;CI;170801;kg;Sardegna;P;materiali da costruzione a base di gesso contaminati da sostanze pericolose;200.0;200.0;200.0
2026;CI;170904;kg;Sardegna;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;100.0;334140.0;638320.0
2026;CI;180103;kg;Sardegna;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;60.0;120.0;120.0
2026;CI;190801;kg;Sardegna;NP;Residui di vagliatura;;5420.0;5420.0
2026;CI;190802;kg;Sardegna;NP;rifiuti da dissabbiamento;;15380.0;15380.0
2026;CI;190805;kg;Sardegna;NP;fanghi prodotti dal trattamento delle acque reflue urbane;;234530.0;246340.0
2026;CI;200101;kg;Sardegna;NP;carta e cartone;6500.0;6500.0;6500.0
2026;CI;200108;kg;Sardegna;NP;rifiuti biodegradabili di cucine e mense;15000.0;15000.0;15000.0
2026;CI;200202;kg;Sardegna;NP;terra e roccia;;19000.0;19000.0
2026;CI;200301;kg;Sardegna;NP;rifiuti urbani non differenziati;7500.0;7500.0;7500.0
2026;CL;010413;kg;Sicilia;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;14300.0;14300.0;21300.0
2026;CL;010507;kg;Sicilia;NP;fanghi e rifiuti di perforazione contenenti barite, diversi da quelli delle voci 01 05 05 e 01 05 06;2136560.0;2136560.0;2136560.0
2026;CL;010508;kg;Sicilia;NP;fanghi e rifiuti di perforazione contenenti cloruri, diversi da quelli delle voci 01 05 05 e 01 05 06;7000.0;7000.0;7000.0
2026;CL;020103;kg;Sicilia;NP;scarti di tessuti vegetali;;2420.0;2420.0
2026;CL;020104;kg;Sicilia;NP;rifiuti plastici (ad esclusione degli imballaggi);28340.0;28340.0;28340.0
2026;CL;020106;kg;Sicilia;NP;feci animali, urine e letame (comprese le lettiere usate), effluenti, raccolti separatamente e trattati fuori sito;178420.0;199540.0;199540.0
2026;CL;020107;l;Sicilia;NP;rifiuti derivanti dalla silvicoltura;15000.0;15000.0;15000.0
2026;CL;020304;kg;Sicilia;NP;scarti inutilizzabili per il consumo o la trasformazione;15571720.0;19772720.0;20836740.0
2026;CL;020305;kg;Sicilia;NP;fanghi da trattamento in loco degli effluenti;100.0;100.0;100.0
2026;CL;020704;kg;Sicilia;NP;scarti inutilizzabili per il consumo o la trasformazione;5100.0;5100.0;5100.0
2026;CL;030105;kg;Sicilia;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;9088.0;17818.0;17818.0
2026;CL;040222;kg;Sicilia;NP;rifiuti da fibre tessili lavorate;;30.0;30.0
2026;CL;050102;kg;Sicilia;P;fanghi da processi di dissalazione;72920.0;72920.0;72920.0
2026;CL;050103;kg;Sicilia;P;morchie da fondi di serbatoi;779940.0;922510.0;940230.0
2026;CL;050105;kg;Sicilia;P;perdite di olio;18040.0;20825.0;22006.0
2026;CL;050106;kg;Sicilia;P;fanghi oleosi prodotti dalla manutenzione di impianti e apparecchiature;69290.0;79480.0;79480.0
2026;CL;060101;kg;Sicilia;P;acido solforico e acido solforoso;3460.0;3260.0;3260.0
2026;CL;060204;kg;Sicilia;P;idrossido di sodio e di potassio;800.0;;
2026;CL;060314;kg;Sicilia;NP;sali e loro soluzioni, diversi da quelli di cui alle voci 06 03 11 e 06 03 13;400.0;400.0;400.0
2026;CL;061302;kg;Sicilia;P;carbone attivo esaurito (tranne 06 07 02);4426.0;4586.0;4586.0
2026;CL;070213;kg;Sicilia;NP;rifiuti plastici;14105.0;15000.0;15300.0
2026;CL;070612;kg;Sicilia;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;30.0;30.0;30.0
2026;CL;070703;kg;Sicilia;P;solventi organici alogenati, soluzioni di lavaggio e acque madri;67.0;67.0;67.0
2026;CL;080111;kg;Sicilia;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;9804.0;10756.0;8546.0
2026;CL;080111;l;Sicilia;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;84.0;109.0;109.0
2026;CL;080112;kg;Sicilia;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;6294.0;6964.0;6964.0
2026;CL;080113;kg;Sicilia;P;fanghi prodotti da pitture e vernici, contenenti solventi organici o altre sostanze pericolose;1000.0;1000.0;1000.0
2026;CL;080121;kg;Sicilia;P;residui di pittura o di sverniciatori;180.0;202.0;202.0
2026;CL;080312;kg;Sicilia;P;scarti di inchiostro, contenenti sostanze pericolose;47.0;169.0;239.0
2026;CL;080317;kg;Sicilia;P;toner per stampa esauriti, contenenti sostanze pericolose;527.0;553.0;553.0
2026;CL;080318;kg;Sicilia;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;666.0;745.0;805.0
2026;CL;080409;kg;Sicilia;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;30.0;30.0;30.0
2026;CL;080410;kg;Sicilia;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;17.0;17.0;17.0
2026;CL;090104;l;Sicilia;P;soluzioni di fissaggio;230.0;230.0;970.0
2026;CL;090108;kg;Sicilia;NP;carta e pellicole per fotografia, non contenenti argento o composti dell'argento;2660.0;2660.0;2660.0
2026;CL;100104;kg;Sicilia;P;ceneri leggere di olio combustibile e polveri di caldaia;406280.0;421040.0;423260.0
2026;CL;100906;kg;Sicilia;NP;forme e anime da fonderia inutilizzate, diverse da quelle di cui alla voce 10 09 05;800.0;800.0;800.0
2026;CL;101007;kg;Sicilia;P;forme e anime da fonderia utilizzate, contenenti sostanze pericolose;5949.0;5949.0;6962.0
2026;CL;101103;kg;Sicilia;NP;scarti di materiali in fibra a base di vetro;13270.0;15160.0;15460.0
2026;CL;101401;kg;Sicilia;P;rifiuti prodotti dalla depurazione dei fumi, contenenti mercurio;350.0;2700.0;2700.0
2026;CL;110113;kg;Sicilia;P;rifiuti di sgrassaggio contenenti sostanze pericolose;7060.0;7060.0;7060.0
2026;CL;120101;kg;Sicilia;NP;limatura e trucioli di metalli ferrosi;12872.0;18037.0;18137.0
2026;CL;120102;kg;Sicilia;NP;polveri e particolato di metalli ferrosi;210.0;210.0;210.0
2026;CL;120103;kg;Sicilia;NP;limatura e trucioli di metalli non ferrosi;20.0;88.0;88.0
2026;CL;120105;kg;Sicilia;NP;limatura e trucioli di materiali plastici;38560.0;38560.0;38560.0
2026;CL;120106;kg;Sicilia;P;oli minerali per macchinari, contenenti alogeni (eccetto emulsioni e soluzioni);6.0;6.0;6.0
2026;CL;120112;kg;Sicilia;P;cere e grassi esauriti;180.0;230.0;100.0
2026;CL;120113;kg;Sicilia;NP;rifiuti di saldatura;5049.0;5054.0;5054.0
2026;CL;120116;kg;Sicilia;P;residui di materiale di sabbiatura, contenente sostanze pericolose;194134.0;197800.0;202863.0
2026;CL;120117;kg;Sicilia;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;7762.0;11782.0;11782.0
2026;CL;120120;kg;Sicilia;P;corpi d'utensile e materiali di rettifica esauriti, contenenti sostanze pericolose;2.0;2.0;2.0
2026;CL;120121;kg;Sicilia;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;80.0;80.0;80.0
2026;CL;130104;kg;Sicilia;P;emulsioni clorurate;1750.0;1750.0;1750.0
2026;CL;130205;kg;Sicilia;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;33274.0;45390.0;45940.0
2026;CL;130205;l;Sicilia;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;;;241.0
2026;CL;130208;kg;Sicilia;P;altri oli per motori, ingranaggi e lubrificazione;94708.0;114437.0;119950.0
2026;CL;130208;l;Sicilia;P;altri oli per motori, ingranaggi e lubrificazione;6813.0;7260.0;7610.0
2026;CL;130310;kg;Sicilia;P;altri oli isolanti e oli termoconduttori;5.0;5.0;5.0
2026;CL;130403;kg;Sicilia;P;oli di sentina da un altro tipo di navigazione;14965.0;15445.0;15445.0
2026;CL;130506;kg;Sicilia;P;oli prodotti da separatori olio/acqua;113.0;115.0;115.0
2026;CL;130507;kg;Sicilia;P;acque oleose prodotte da separatori olio/acqua;80540.0;88841.0;90081.0
2026;CL;130701;kg;Sicilia;P;olio combustibile e carburante diesel;150.0;60.0;60.0
2026;CL;130701;l;Sicilia;P;olio combustibile e carburante diesel;10.0;10.0;10.0
2026;CL;130702;kg;Sicilia;P;Benzina;80.0;7120.0;7120.0
2026;CL;130703;kg;Sicilia;P;altri carburanti (comprese le miscele);820223.0;1296044.0;1492284.0
2026;CL;130802;kg;Sicilia;P;altre emulsioni;3304.0;4354.0;4354.0
2026;CL;140601;kg;Sicilia;P;clorofluorocarburi, HCFC, HFC;57.0;61.0;62.0
2026;CL;140602;kg;Sicilia;P;altri solventi e miscele di solventi alogenati;200.0;200.0;200.0
2026;CL;140603;kg;Sicilia;P;altri solventi e miscele di solventi;448.0;448.0;448.0
2026;CL;140603;l;Sicilia;P;altri solventi e miscele di solventi;10.0;10.0;10.0
2026;CL;140604;kg;Sicilia;P;fanghi o rifiuti solidi, contenenti solventi alogenati;135.0;139.0;139.0
2026;CL;150101;kg;Sicilia;NP;imballaggi di carta e cartone;127748.0;150413.0;152683.0
2026;CL;150102;kg;Sicilia;NP;imballaggi di plastica;119973.0;149736.0;150026.0
2026;CL;150103;kg;Sicilia;NP;imballaggi in legno;201385.0;222715.0;236353.0
2026;CL;150104;kg;Sicilia;NP;imballaggi metallici;98404.0;99324.0;99304.0
2026;CL;150105;kg;Sicilia;NP;imballaggi compositi;1000.0;1000.0;1000.0
2026;CL;150106;kg;Sicilia;NP;imballaggi in materiali misti;93045.0;107429.0;117329.0
2026;CL;150107;kg;Sicilia;NP;imballaggi di vetro;3140.0;3645.0;3645.0
2026;CL;150109;kg;Sicilia;NP;imballaggi in materia tessile;10.0;10.0;20.0
2026;CL;150110;kg;Sicilia;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;37347.0;42849.0;45366.0
2026;CL;150111;kg;Sicilia;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;587.0;623.0;623.0
2026;CL;150202;kg;Sicilia;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;138236.0;143995.0;144692.0
2026;CL;150203;kg;Sicilia;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;51302.0;68989.0;69497.0
2026;CL;160103;kg;Sicilia;NP;pneumatici fuori uso;263650.0;310713.0;321556.0
2026;CL;160104;kg;Sicilia;P;veicoli fuori uso;147950.0;161150.0;173150.0
2026;CL;160106;kg;Sicilia;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;1913703.0;2265168.0;2374435.0
2026;CL;160107;kg;Sicilia;P;filtri dell'olio;10615.0;13308.0;13836.0
2026;CL;160110;kg;Sicilia;P;componenti esplosivi (ad esempio «air bag»);129.0;132.0;134.0
2026;CL;160112;kg;Sicilia;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;474.0;502.0;510.0
2026;CL;160113;kg;Sicilia;P;liquidi per freni;410.0;468.0;485.0
