Anno;Provincia produttore;Codice EER;Unita di misura;Regione;Pericoloso;Descrizione EER;Var_2026-09-07;Var_2026-09-15
2026;AN;190801;kg;Marche;NP;Residui di vagliatura;20112.0;0.0
2026;AN;190802;kg;Marche;NP;rifiuti da dissabbiamento;5989.0;0.0
2026;AN;190805;kg;Marche;NP;fanghi prodotti dal trattamento delle acque reflue urbane;2333290.0;0.0
2026;AN;190806;kg;Marche;P;resine a scambio ionico saturate o esaurite;0.0;0.0
2026;AN;190809;kg;Marche;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;0.0;0.0
2026;AN;190812;kg;Marche;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;75850.0;4960.0
2026;AN;190813;kg;Marche;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;85500.0;0.0
2026;AN;190814;kg;Marche;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;411402.0;25676.0
2026;AN;190899;kg;Marche;NP;rifiuti non specificati altrimenti;68500.0;0.0
2026;AN;190901;kg;Marche;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;0.0;0.0
2026;AN;190904;kg;Marche;NP;carbone attivo esaurito;400.0;0.0
2026;AN;190905;kg;Marche;NP;resine a scambio ionico saturate o esaurite;270.0;0.0
2026;AN;190906;kg;Marche;NP;soluzioni e fanghi di rigenerazione delle resine a scambio ionico;0.0;0.0
2026;AN;191001;kg;Marche;NP;rifiuti di ferro e acciaio;1670.0;0.0
2026;AN;191201;kg;Marche;NP;carta e cartone;117250.0;9720.0
2026;AN;191202;kg;Marche;NP;metalli ferrosi;936240.0;153100.0
2026;AN;191203;kg;Marche;NP;metalli non ferrosi;252240.0;57022.0
2026;AN;191204;kg;Marche;NP;plastica e gomma;8048735.0;161180.0
2026;AN;191205;kg;Marche;NP;vetro;353498.0;137030.0
2026;AN;191207;kg;Marche;NP;legno diverso da quello di cui alla voce 19 12 06;4369805.0;207010.0
2026;AN;191208;kg;Marche;NP;prodotti tessili;0.0;0.0
2026;AN;191209;kg;Marche;NP;minerali (ad esempio sabbia, rocce);620300.0;21700.0
2026;AN;191210;kg;Marche;NP;rifiuti combustibili (combustibile da rifiuti);2848280.0;0.0
2026;AN;191211;kg;Marche;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;84346.0;7280.0
2026;AN;191212;kg;Marche;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;10705491.0;386889.0
2026;AN;191302;kg;Marche;NP;rifiuti solidi prodotti da operazioni di bonifica di terreni, diversi da quelli di cui alla voce 19 13 01;750.0;0.0
2026;AN;191308;kg;Marche;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;84300.0;0.0
2026;AN;200101;kg;Marche;NP;carta e cartone;1082390.0;447081.0
2026;AN;200102;kg;Marche;NP;vetro;451620.0;412940.0
2026;AN;200108;kg;Marche;NP;rifiuti biodegradabili di cucine e mense;1410424.0;0.0
2026;AN;200110;kg;Marche;NP;abbigliamento;26590.0;23600.0
2026;AN;200111;kg;Marche;NP;prodotti tessili;1640.0;1420.0
2026;AN;200121;kg;Marche;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;1177.0;31.0
2026;AN;200121;l;Marche;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;0.0;0.0
2026;AN;200123;kg;Marche;P;apparecchiature fuori uso contenenti clorofluorocarburi;45150.0;0.0
2026;AN;200125;kg;Marche;NP;oli e grassi commestibili;74294.0;1760.0
2026;AN;200126;kg;Marche;P;oli e grassi diversi da quelli di cui alla voce 20 01 25;570.0;0.0
2026;AN;200127;kg;Marche;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;1557.0;0.0
2026;AN;200132;kg;Marche;NP;medicinali diversi da quelli di cui alla voce 20 01 31;100.0;0.0
2026;AN;200133;kg;Marche;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;1848.0;0.0
2026;AN;200134;kg;Marche;NP;batterie e accumulatori, diversi da quelli di cui alla voce 20 01 33;30.0;0.0
2026;AN;200135;kg;Marche;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);5900.0;0.0
2026;AN;200136;kg;Marche;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;52600.0;0.0
2026;AN;200138;kg;Marche;NP;legno diverso da quello di cui alla voce 20 01 37;57050.0;-400.0
2026;AN;200139;kg;Marche;NP;plastica;3750.0;0.0
2026;AN;200140;kg;Marche;NP;metalli;18630.0;-480.0
2026;AN;200201;kg;Marche;NP;rifiuti biodegradabili;251420.0;13860.0
2026;AN;200301;kg;Marche;NP;rifiuti urbani non differenziati;2572296.0;103590.0
2026;AN;200303;kg;Marche;NP;residui della pulizia stradale;293680.0;1150.0
2026;AN;200304;kg;Marche;NP;fanghi delle fosse settiche;1202810.0;1050.0
2026;AN;200306;kg;Marche;NP;rifiuti della pulizia delle fognature;200835.0;0.0
2026;AN;200307;kg;Marche;NP;rifiuti ingombranti;48640.0;0.0
2026;AN;200399;kg;Marche;NP;rifiuti urbani non specificati altrimenti;0.0;0.0
2026;AO;010413;kg;Valle d`Aosta;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;32000.0;0.0
2026;AO;020107;kg;Valle d`Aosta;NP;rifiuti derivanti dalla silvicoltura;80980.0;19300.0
2026;AO;020108;kg;Valle d`Aosta;P;rifiuti agrochimici contenenti sostanze pericolose;35.0;0.0
2026;AO;020201;kg;Valle d`Aosta;NP;fanghi da operazioni di lavaggio e pulizia;5800.0;0.0
2026;AO;020299;kg;Valle d`Aosta;NP;rifiuti non specificati altrimenti;0.0;0.0
2026;AO;020299;l;Valle d`Aosta;NP;rifiuti non specificati altrimenti;0.0;0.0
2026;AO;020304;kg;Valle d`Aosta;NP;scarti inutilizzabili per il consumo o la trasformazione;0.0;0.0
2026;AO;020501;kg;Valle d`Aosta;NP;scarti inutilizzabili per il consumo o la trasformazione;18440.0;0.0
2026;AO;020599;kg;Valle d`Aosta;NP;rifiuti non specificati altrimenti;34040.0;0.0
2026;AO;020704;kg;Valle d`Aosta;NP;scarti inutilizzabili per il consumo o la trasformazione;17910.0;0.0
2026;AO;020705;kg;Valle d`Aosta;NP;fanghi da trattamento in loco degli effluenti;105440.0;0.0
2026;AO;030105;kg;Valle d`Aosta;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;4120.0;0.0
2026;AO;060101;kg;Valle d`Aosta;P;acido solforico e acido solforoso;0.0;0.0
2026;AO;060106;kg;Valle d`Aosta;P;altri acidi;0.0;0.0
2026;AO;060204;kg;Valle d`Aosta;P;idrossido di sodio e di potassio;0.0;0.0
2026;AO;060314;kg;Valle d`Aosta;NP;sali e loro soluzioni, diversi da quelli di cui alle voci 06 03 11 e 06 03 13;15.0;0.0
2026;AO;060404;kg;Valle d`Aosta;P;rifiuti contenenti mercurio;0.0;0.0
2026;AO;060502;kg;Valle d`Aosta;P;fanghi prodotti dal trattamento in loco di effluenti, contenenti sostanze pericolose;111680.0;56060.0
2026;AO;061302;kg;Valle d`Aosta;P;carbone attivo esaurito (tranne 06 07 02);34.0;0.0
2026;AO;070210;kg;Valle d`Aosta;P;altri residui di filtrazione e assorbenti esauriti;0.0;0.0
2026;AO;070213;kg;Valle d`Aosta;NP;rifiuti plastici;14680.0;0.0
2026;AO;070310;kg;Valle d`Aosta;P;altri residui di filtrazione e assorbenti esauriti;0.0;0.0
2026;AO;070601;kg;Valle d`Aosta;P;soluzioni acquose di lavaggio e acque madri;109.0;0.0
2026;AO;070611;kg;Valle d`Aosta;P;fanghi prodotti dal trattamento in loco di effluenti contenenti sostanze pericolose;269.0;0.0
2026;AO;070612;kg;Valle d`Aosta;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;2400.0;0.0
2026;AO;080111;kg;Valle d`Aosta;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;433.0;11.0
2026;AO;080111;l;Valle d`Aosta;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;3.0;0.0
2026;AO;080112;kg;Valle d`Aosta;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;2.0;0.0
2026;AO;080112;l;Valle d`Aosta;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;0.0;0.0
2026;AO;080117;kg;Valle d`Aosta;P;fanghi prodotti dalla rimozione di pitture e vernici, contenenti solventi organici o altre sostanze pericolose;0.0;0.0
2026;AO;080119;kg;Valle d`Aosta;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;233.0;0.0
2026;AO;080120;kg;Valle d`Aosta;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;125.0;0.0
2026;AO;080201;kg;Valle d`Aosta;NP;polveri di scarti di rivestimenti;2.0;0.0
2026;AO;080308;kg;Valle d`Aosta;NP;rifiuti liquidi acquosi contenenti inchiostro;2107.0;0.0
2026;AO;080308;l;Valle d`Aosta;NP;rifiuti liquidi acquosi contenenti inchiostro;170.0;0.0
2026;AO;080312;kg;Valle d`Aosta;P;scarti di inchiostro, contenenti sostanze pericolose;420.0;0.0
2026;AO;080317;kg;Valle d`Aosta;P;toner per stampa esauriti, contenenti sostanze pericolose;7.0;1.0
2026;AO;080318;kg;Valle d`Aosta;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;14.0;2.0
2026;AO;080409;kg;Valle d`Aosta;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;51.0;0.0
2026;AO;080410;kg;Valle d`Aosta;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;998.0;0.0
2026;AO;090101;kg;Valle d`Aosta;P;soluzioni di sviluppo e soluzioni attivanti a base acquosa;3.0;0.0
2026;AO;090102;kg;Valle d`Aosta;P;soluzioni di sviluppo per lastre offset a base acquosa;1.0;0.0
2026;AO;090102;l;Valle d`Aosta;P;soluzioni di sviluppo per lastre offset a base acquosa;440.0;0.0
2026;AO;090105;kg;Valle d`Aosta;P;soluzioni di lavaggio e soluzioni di arresto-fissaggio;0.0;0.0
2026;AO;100101;kg;Valle d`Aosta;NP;ceneri pesanti, scorie e polveri di caldaia (tranne le polveri di caldaia di cui alla voce 10 01 04);0.0;0.0
2026;AO;100103;kg;Valle d`Aosta;NP;ceneri leggere di torba e di legno non trattato;30.0;0.0
2026;AO;100202;kg;Valle d`Aosta;NP;scorie non trattate;2564620.0;1344560.0
2026;AO;100207;kg;Valle d`Aosta;P;rifiuti solidi prodotti dal trattamento dei fumi, contenenti sostanze pericolose;212980.0;100000.0
2026;AO;100210;kg;Valle d`Aosta;NP;scaglie di laminazione;229280.0;28060.0
2026;AO;100316;kg;Valle d`Aosta;NP;schiumature diverse da quelle di cui alla voce 10 03 15;30160.0;0.0
2026;AO;100811;kg;Valle d`Aosta;NP;scorie e schiumature diverse da quelle di cui alla voce 10 08 10;0.0;0.0
2026;AO;100911;kg;Valle d`Aosta;P;altri particolati contenenti sostanze pericolose;8000.0;0.0
2026;AO;110109;kg;Valle d`Aosta;P;fanghi e residui di filtrazione, contenenti sostanze pericolose;1000.0;0.0
2026;AO;110111;kg;Valle d`Aosta;P;soluzioni acquose di lavaggio, contenenti sostanze pericolose;0.0;0.0
2026;AO;110112;kg;Valle d`Aosta;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;950.0;0.0
2026;AO;110113;kg;Valle d`Aosta;P;rifiuti di sgrassaggio contenenti sostanze pericolose;0.0;1780.0
2026;AO;120101;kg;Valle d`Aosta;NP;limatura e trucioli di metalli ferrosi;1500.0;5000.0
2026;AO;120102;kg;Valle d`Aosta;NP;polveri e particolato di metalli ferrosi;22394.0;0.0
2026;AO;120103;kg;Valle d`Aosta;NP;limatura e trucioli di metalli non ferrosi;0.0;0.0
2026;AO;120104;kg;Valle d`Aosta;NP;polveri e particolato di metalli non ferrosi;2021.0;0.0
2026;AO;120105;kg;Valle d`Aosta;NP;limatura e trucioli di materiali plastici;36678.0;0.0
2026;AO;120107;kg;Valle d`Aosta;P;oli minerali per macchinari, non contenenti alogeni (eccetto emulsioni e soluzioni);6400.0;0.0
2026;AO;120109;kg;Valle d`Aosta;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;158530.0;48392.0
2026;AO;120112;kg;Valle d`Aosta;P;cere e grassi esauriti;0.0;0.0
2026;AO;120114;kg;Valle d`Aosta;P;fanghi di lavorazione, contenenti sostanze pericolose;0.0;0.0
2026;AO;120115;kg;Valle d`Aosta;NP;fanghi di lavorazione, diversi da quelli di cui alla voce 12 01 14;26000.0;0.0
2026;AO;120116;kg;Valle d`Aosta;P;residui di materiale di sabbiatura, contenente sostanze pericolose;400.0;2.0
2026;AO;120117;kg;Valle d`Aosta;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;2.0;0.0
2026;AO;120118;kg;Valle d`Aosta;P;fanghi metallici (fanghi di rettifica, affilatura e lappatura) contenenti oli;22287.0;0.0
2026;AO;120120;kg;Valle d`Aosta;P;corpi d'utensile e materiali di rettifica esauriti, contenenti sostanze pericolose;0.0;0.0
2026;AO;120121;kg;Valle d`Aosta;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;0.0;0.0
2026;AO;120199;kg;Valle d`Aosta;NP;rifiuti non specificati altrimenti;119640.0;20000.0
2026;AO;120301;kg;Valle d`Aosta;P;soluzioni acquose di lavaggio;1170.0;2760.0
2026;AO;120301;l;Valle d`Aosta;P;soluzioni acquose di lavaggio;0.0;0.0
2026;AO;130105;kg;Valle d`Aosta;P;emulsioni non clorurate;0.0;0.0
2026;AO;130110;kg;Valle d`Aosta;P;oli minerali per circuiti idraulici, non clorurati;50.0;30.0
2026;AO;130111;kg;Valle d`Aosta;P;oli sintetici per circuiti idraulici;0.0;0.0
2026;AO;130205;kg;Valle d`Aosta;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;22241.0;6450.0
2026;AO;130205;l;Valle d`Aosta;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;1876.0;126.0
2026;AO;130206;kg;Valle d`Aosta;P;oli sintetici per motori, ingranaggi e lubrificazione;76.0;0.0
2026;AO;130208;kg;Valle d`Aosta;P;altri oli per motori, ingranaggi e lubrificazione;100.0;0.0
2026;AO;130307;kg;Valle d`Aosta;P;oli minerali isolanti e termoconduttori non clorurati;20.0;0.0
2026;AO;130502;kg;Valle d`Aosta;P;fanghi di prodotti di separazione olio/acqua;0.0;0.0
2026;AO;130703;kg;Valle d`Aosta;P;altri carburanti (comprese le miscele);97.0;0.0
2026;AO;130703;l;Valle d`Aosta;P;altri carburanti (comprese le miscele);0.0;0.0
2026;AO;130802;kg;Valle d`Aosta;P;altre emulsioni;18700.0;0.0
2026;AO;140601;kg;Valle d`Aosta;P;clorofluorocarburi, HCFC, HFC;0.0;0.0
2026;AO;140602;kg;Valle d`Aosta;P;altri solventi e miscele di solventi alogenati;0.0;0.0
2026;AO;140603;kg;Valle d`Aosta;P;altri solventi e miscele di solventi;769.0;836.0
2026;AO;140603;l;Valle d`Aosta;P;altri solventi e miscele di solventi;3.0;0.0
2026;AO;140604;kg;Valle d`Aosta;P;fanghi o rifiuti solidi, contenenti solventi alogenati;100.0;0.0
2026;AO;140605;kg;Valle d`Aosta;P;fanghi o rifiuti solidi, contenenti altri solventi;0.0;0.0
2026;AO;150101;kg;Valle d`Aosta;NP;imballaggi di carta e cartone;44195.0;80.0
2026;AO;150102;kg;Valle d`Aosta;NP;imballaggi di plastica;389344.0;105327.0
2026;AO;150103;kg;Valle d`Aosta;NP;imballaggi in legno;23480.0;2700.0
2026;AO;150104;kg;Valle d`Aosta;NP;imballaggi metallici;0.0;0.0
2026;AO;150106;kg;Valle d`Aosta;NP;imballaggi in materiali misti;70002.0;4410.0
2026;AO;150107;kg;Valle d`Aosta;NP;imballaggi di vetro;360.0;150.0
2026;AO;150110;kg;Valle d`Aosta;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;7276.0;374.0
2026;AO;150111;kg;Valle d`Aosta;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;45.0;205.0
2026;AO;150202;kg;Valle d`Aosta;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;13208.0;901.0
2026;AO;150203;kg;Valle d`Aosta;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;10339.0;493.0
2026;AO;160103;kg;Valle d`Aosta;NP;pneumatici fuori uso;43956.0;17883.0
2026;AO;160104;kg;Valle d`Aosta;P;veicoli fuori uso;62954.0;2205.0
2026;AO;160106;kg;Valle d`Aosta;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;182739.0;16890.0
2026;AO;160107;kg;Valle d`Aosta;P;filtri dell'olio;2348.0;1132.0
2026;AO;160107;l;Valle d`Aosta;P;filtri dell'olio;0.0;0.0
2026;AO;160112;kg;Valle d`Aosta;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;956.0;188.0
2026;AO;160113;kg;Valle d`Aosta;P;liquidi per freni;16.0;0.0
2026;AO;160113;l;Valle d`Aosta;P;liquidi per freni;0.0;0.0
2026;AO;160114;kg;Valle d`Aosta;P;liquidi antigelo contenenti sostanze pericolose;1015.0;210.0
2026;AO;160114;l;Valle d`Aosta;P;liquidi antigelo contenenti sostanze pericolose;0.0;0.0
2026;AO;160117;kg;Valle d`Aosta;NP;metalli ferrosi;56919.0;3670.0
2026;AO;160118;kg;Valle d`Aosta;NP;metalli non ferrosi;326.0;0.0
2026;AO;160119;kg;Valle d`Aosta;NP;plastica;1111.0;57.0
2026;AO;160120;kg;Valle d`Aosta;NP;vetro;892.0;226.0
2026;AO;160121;kg;Valle d`Aosta;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;593.0;500.0
2026;AO;160122;kg;Valle d`Aosta;NP;componenti non specificati altrimenti;49356.0;3000.0
2026;AO;160211;kg;Valle d`Aosta;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;0.0;0.0
2026;AO;160213;kg;Valle d`Aosta;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;6348.0;0.0
2026;AO;160214;kg;Valle d`Aosta;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;34389.0;5.0
2026;AO;160215;kg;Valle d`Aosta;P;componenti pericolosi rimossi da apparecchiature fuori uso;0.0;0.0
2026;AO;160216;kg;Valle d`Aosta;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;751.0;65.0
2026;AO;160303;kg;Valle d`Aosta;P;rifiuti inorganici contenenti sostanze pericolose;0.0;0.0
2026;AO;160305;kg;Valle d`Aosta;P;rifiuti organici contenenti sostanze pericolose;0.0;0.0
2026;AO;160306;kg;Valle d`Aosta;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;0.0;0.0
2026;AO;160504;kg;Valle d`Aosta;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;17.0;1.0
2026;AO;160505;kg;Valle d`Aosta;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;8000.0;0.0
2026;AO;160506;kg;Valle d`Aosta;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;131.0;0.0
2026;AO;160506;l;Valle d`Aosta;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;1600.0;0.0
2026;AO;160507;kg;Valle d`Aosta;P;sostanze chimiche inorganiche di scarto contenenti o costituite da sostanze pericolose;236.0;0.0
2026;AO;160508;kg;Valle d`Aosta;P;sostanze chimiche organiche di scarto contenenti o costituite da sostanze pericolose;0.0;0.0
2026;AO;160509;kg;Valle d`Aosta;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;5000.0;0.0
2026;AO;160601;kg;Valle d`Aosta;P;batterie al piombo;34383.0;6834.0
2026;AO;160602;kg;Valle d`Aosta;P;batterie al nichel-cadmio;100.0;0.0
2026;AO;160604;kg;Valle d`Aosta;NP;batterie alcaline (tranne 16 06 03);0.0;0.0
2026;AO;160605;kg;Valle d`Aosta;NP;altre batterie e accumulatori;100.0;103.0
2026;AO;160708;kg;Valle d`Aosta;P;rifiuti contenenti oli;0.0;0.0
2026;AO;160801;kg;Valle d`Aosta;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);294.0;0.0
2026;AO;161001;kg;Valle d`Aosta;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;6000.0;0.0
2026;AO;161002;kg;Valle d`Aosta;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;70680.0;10000.0
2026;AO;161002;l;Valle d`Aosta;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;0.0;0.0
2026;AO;161003;kg;Valle d`Aosta;P;concentrati acquosi, contenenti sostanze pericolose;75.0;0.0
2026;AO;161103;kg;Valle d`Aosta;P;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, contenenti sostanze pericolose;100.0;0.0
2026;AO;161104;kg;Valle d`Aosta;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;0.0;28160.0
2026;AO;170101;kg;Valle d`Aosta;NP;cemento;220830.0;300.0
2026;AO;170102;kg;Valle d`Aosta;NP;mattoni;0.0;0.0
2026;AO;170103;kg;Valle d`Aosta;NP;mattonelle e ceramiche;5360.0;0.0
2026;AO;170201;kg;Valle d`Aosta;NP;legno;29130.0;14200.0
2026;AO;170202;kg;Valle d`Aosta;NP;vetro;1035.0;0.0
2026;AO;170203;kg;Valle d`Aosta;NP;plastica;105346.0;0.0
2026;AO;170204;kg;Valle d`Aosta;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;0.0;0.0
2026;AO;170301;kg;Valle d`Aosta;P;miscele bituminose contenenti catrame di carbone;10360.0;0.0
2026;AO;170302;kg;Valle d`Aosta;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;115360.0;46440.0
2026;AO;170401;kg;Valle d`Aosta;NP;rame, bronzo, ottone;0.0;1000.0
2026;AO;170402;kg;Valle d`Aosta;NP;alluminio;15040.0;490.0
2026;AO;170403;kg;Valle d`Aosta;NP;piombo;0.0;0.0
2026;AO;170404;kg;Valle d`Aosta;NP;zinco;260.0;0.0
2026;AO;170405;kg;Valle d`Aosta;NP;ferro e acciaio;334080.0;51380.0
2026;AO;170407;kg;Valle d`Aosta;NP;metalli misti;200.0;350.0
2026;AO;170410;kg;Valle d`Aosta;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;0.0;0.0
2026;AO;170411;kg;Valle d`Aosta;NP;cavi, diversi da quelli di cui alla voce 17 04 10;4013.0;0.0
2026;AO;170503;kg;Valle d`Aosta;P;terra e rocce, contenenti sostanze pericolose;0.0;0.0
2026;AO;170504;kg;Valle d`Aosta;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;6025440.0;236000.0
2026;AO;170508;kg;Valle d`Aosta;NP;pietrisco per massicciate ferroviarie, diverso da quello di cui alla voce 17 05 07;192120.0;0.0
2026;AO;170601;kg;Valle d`Aosta;P;materiali isolanti, contenenti amianto;3.0;0.0
2026;AO;170603;kg;Valle d`Aosta;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;960.0;40.0
2026;AO;170604;kg;Valle d`Aosta;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;661.0;0.0
2026;AO;170605;kg;Valle d`Aosta;P;materiali da costruzione contenenti amianto;1121.0;760.0
2026;AO;170802;kg;Valle d`Aosta;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;4670.0;0.0
2026;AO;170903;kg;Valle d`Aosta;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;0.0;0.0
2026;AO;170904;kg;Valle d`Aosta;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;4870840.0;97520.0
2026;AO;180103;kg;Valle d`Aosta;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;26136.0;0.0
2026;AO;180103;l;Valle d`Aosta;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;540.0;0.0
2026;AO;180104;kg;Valle d`Aosta;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni (es. bende, ingessature, lenzuola, indumenti monouso, assorbenti igienici);80.0;0.0
2026;AO;180106;kg;Valle d`Aosta;P;sostanze chimiche pericolose o contenenti sostanze pericolose;2090.0;0.0
2026;AO;180108;kg;Valle d`Aosta;P;medicinali citotossici e citostatici;18.0;0.0
2026;AO;180109;kg;Valle d`Aosta;NP;medicinali diversi da quelli di cui alla voce 18 01 08;4.0;0.0
2026;AO;180110;kg;Valle d`Aosta;P;rifiuti di amalgama prodotti da interventi odontoiatrici;0.0;0.0
2026;AO;180202;kg;Valle d`Aosta;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;121.0;86.0
2026;AO;180203;kg;Valle d`Aosta;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;141.0;0.0
2026;AO;180205;kg;Valle d`Aosta;P;sostanze chimiche pericolose o contenenti sostanze pericolose;0.0;0.0
2026;AO;180206;kg;Valle d`Aosta;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;5.0;0.0
2026;AO;190501;kg;Valle d`Aosta;NP;parte di rifiuti urbani e simili non compostata;2278835.0;663005.0
2026;AO;190503;kg;Valle d`Aosta;NP;compost fuori specifica;52371.0;15546.0
2026;AO;190703;kg;Valle d`Aosta;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;341740.0;174580.0
2026;AO;190801;kg;Valle d`Aosta;NP;Residui di vagliatura;11420.0;0.0
2026;AO;190802;kg;Valle d`Aosta;NP;rifiuti da dissabbiamento;2950.0;0.0
2026;AO;190805;kg;Valle d`Aosta;NP;fanghi prodotti dal trattamento delle acque reflue urbane;888150.0;0.0
2026;AO;190809;kg;Valle d`Aosta;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;0.0;0.0
2026;AO;190813;kg;Valle d`Aosta;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;11520.0;0.0
2026;AO;190814;kg;Valle d`Aosta;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;0.0;0.0
