Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Var_2026-09-07;Var_2026-09-15
2026;PT;020601;D10;kg;Toscana;NP;scarti inutilizzabili per il consumo o la trasformazione;D;0.0;0.0
2026;PT;020601;R12;kg;Toscana;NP;scarti inutilizzabili per il consumo o la trasformazione;R;9160.0;0.0
2026;PT;020701;D13;kg;Toscana;NP;rifiuti prodotti dalle operazioni di lavaggio, pulizia e macinazione della materia prima;D;0.0;0.0
2026;PT;020702;D13;kg;Toscana;NP;rifiuti prodotti dalla distillazione di bevande alcoliche;D;0.0;0.0
2026;PT;030101;R1;kg;Toscana;NP;scarti di corteccia e sughero;R;1240.0;0.0
2026;PT;030105;R12;kg;Toscana;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;81300.0;3490.0
2026;PT;030307;R12;kg;Toscana;NP;scarti della separazione meccanica nella produzione di polpa da rifiuti di carta e cartone;R;106280.0;0.0
2026;PT;030307;R13;kg;Toscana;NP;scarti della separazione meccanica nella produzione di polpa da rifiuti di carta e cartone;R;3000.0;0.0
2026;PT;030307;R4;kg;Toscana;NP;scarti della separazione meccanica nella produzione di polpa da rifiuti di carta e cartone;R;2284010.0;715160.0
2026;PT;030308;R12;kg;Toscana;NP;scarti della selezione di carta e cartone destinati ad essere riciclati;R;32560.0;0.0
2026;PT;030310;D13;kg;Toscana;NP;scarti di fibre e fanghi contenenti fibre, riempitivi e prodotti di rivestimento generati dai processi di separazione meccanica;D;22940.0;4210.0
2026;PT;030311;D13;kg;Toscana;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 03 03 10;D;142700.0;55990.0
2026;PT;030311;D9;kg;Toscana;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 03 03 10;D;0.0;0.0
2026;PT;040105;D13;kg;Toscana;NP;liquido di concia non contenente cromo;D;0.0;0.0
2026;PT;040106;D13;kg;Toscana;NP;fanghi, prodotti in particolare dal trattamento in loco degli effluenti, contenenti cromo;D;2990.0;0.0
2026;PT;040107;D13;kg;Toscana;NP;fanghi, prodotti in particolare dal trattamento in loco degli effluenti, non contenenti cromo;D;0.0;0.0
2026;PT;040108;R12;kg;Toscana;NP;rifiuti di cuoio conciato (scarti, cascami, ritagli, polveri di lucidatura) contenenti cromo;R;0.0;0.0
2026;PT;040109;R12;kg;Toscana;NP;rifiuti delle operazioni di confezionamento e finitura;R;472890.0;0.0
2026;PT;040209;R12;kg;Toscana;NP;rifiuti da materiali compositi (fibre impregnate, elastomeri, plastomeri);R;68000.0;0.0
2026;PT;040215;D13;kg;Toscana;NP;rifiuti da operazioni di finitura, diversi da quelli di cui alla voce 04 02 14;D;15300.0;17080.0
2026;PT;040215;R12;kg;Toscana;NP;rifiuti da operazioni di finitura, diversi da quelli di cui alla voce 04 02 14;R;0.0;0.0
2026;PT;040220;D13;kg;Toscana;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 04 02 19;D;19620.0;0.0
2026;PT;040221;R12;kg;Toscana;NP;rifiuti da fibre tessili grezze;R;0.0;0.0
2026;PT;040222;D13;kg;Toscana;NP;rifiuti da fibre tessili lavorate;D;0.0;0.0
2026;PT;040222;R12;kg;Toscana;NP;rifiuti da fibre tessili lavorate;R;264310.0;0.0
2026;PT;040222;R13;kg;Toscana;NP;rifiuti da fibre tessili lavorate;R;8210.0;0.0
2026;PT;040222;R3;kg;Toscana;NP;rifiuti da fibre tessili lavorate;R;389188.0;0.0
2026;PT;060314;D13;kg;Toscana;NP;sali e loro soluzioni, diversi da quelli di cui alle voci 06 03 11 e 06 03 13;D;2550.0;0.0
2026;PT;060503;D13;kg;Toscana;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 06 05 02;D;0.0;0.0
2026;PT;070213;R12;kg;Toscana;NP;rifiuti plastici;R;75100.0;0.0
2026;PT;070213;R3;kg;Toscana;NP;rifiuti plastici;R;27460.0;0.0
2026;PT;070612;D13;kg;Toscana;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D;45070.0;21120.0
2026;PT;070701;D13;kg;Toscana;P;soluzioni acquose di lavaggio e acque madri;D;0.0;0.0
2026;PT;070712;D13;kg;Toscana;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 07 11;D;0.0;0.0
2026;PT;080112;R12;kg;Toscana;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;R;340.0;0.0
2026;PT;080119;D13;kg;Toscana;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D;0.0;0.0
2026;PT;080119;D9;kg;Toscana;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D;0.0;0.0
2026;PT;080120;D13;kg;Toscana;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;D;22990.0;2310.0
2026;PT;080308;D13;kg;Toscana;NP;rifiuti liquidi acquosi contenenti inchiostro;D;156960.0;33420.0
2026;PT;080308;D9;kg;Toscana;NP;rifiuti liquidi acquosi contenenti inchiostro;D;11410.0;0.0
2026;PT;080318;R12;kg;Toscana;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;0.0;0.0
2026;PT;080318;R13;kg;Toscana;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;0.0;0.0
2026;PT;080318;R5;kg;Toscana;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;0.0;0.0
2026;PT;080410;R12;kg;Toscana;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;R;17800.0;0.0
2026;PT;080415;D13;kg;Toscana;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;D;0.0;2090.0
2026;PT;080415;D9;kg;Toscana;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;D;0.0;2090.0
2026;PT;080416;D13;kg;Toscana;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;D;63670.0;12090.0
2026;PT;080416;D9;kg;Toscana;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;D;0.0;0.0
2026;PT;090105;D13;kg;Toscana;P;soluzioni di lavaggio e soluzioni di arresto-fissaggio;D;0.0;0.0
2026;PT;090105;D9;kg;Toscana;P;soluzioni di lavaggio e soluzioni di arresto-fissaggio;D;0.0;0.0
2026;PT;100119;D13;kg;Toscana;NP;rifiuti prodotti dalla depurazione dei fumi, diversi da quelli di cui alle voci 10 01 05, 10 01 07 e 10 01 18;D;2890.0;0.0
2026;PT;100119;D9;kg;Toscana;NP;rifiuti prodotti dalla depurazione dei fumi, diversi da quelli di cui alle voci 10 01 05, 10 01 07 e 10 01 18;D;2890.0;0.0
2026;PT;100908;D13;kg;Toscana;NP;forme e anime da fonderia utilizzate, diverse da quelle di cui alla voce 10 09 07;D;0.0;0.0
2026;PT;110105;D13;kg;Toscana;P;acidi di decappaggio;D;0.0;0.0
2026;PT;110105;D9;kg;Toscana;P;acidi di decappaggio;D;0.0;0.0
2026;PT;110108;D13;kg;Toscana;P;fanghi di fosfatazione;D;0.0;5400.0
2026;PT;110108;D9;kg;Toscana;P;fanghi di fosfatazione;D;0.0;5400.0
2026;PT;110112;D13;kg;Toscana;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;D;249220.0;22800.0
2026;PT;110112;D9;kg;Toscana;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;D;26510.0;22800.0
2026;PT;120101;R12;kg;Toscana;NP;limatura e trucioli di metalli ferrosi;R;85490.0;0.0
2026;PT;120101;R4;kg;Toscana;NP;limatura e trucioli di metalli ferrosi;R;141140.0;0.0
2026;PT;120103;R12;kg;Toscana;NP;limatura e trucioli di metalli non ferrosi;R;27170.0;0.0
2026;PT;120105;R12;kg;Toscana;NP;limatura e trucioli di materiali plastici;R;38248.0;5440.0
2026;PT;120105;R13;kg;Toscana;NP;limatura e trucioli di materiali plastici;R;0.0;0.0
2026;PT;120109;D13;kg;Toscana;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;D;280.0;0.0
2026;PT;120109;D9;kg;Toscana;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;D;280.0;0.0
2026;PT;120115;D13;kg;Toscana;NP;fanghi di lavorazione, diversi da quelli di cui alla voce 12 01 14;D;7280.0;0.0
2026;PT;120121;R12;kg;Toscana;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;R;60.0;0.0
2026;PT;130507;D13;kg;Toscana;P;acque oleose prodotte da separatori olio/acqua;D;0.0;70.0
2026;PT;130507;D9;kg;Toscana;P;acque oleose prodotte da separatori olio/acqua;D;0.0;70.0
2026;PT;130802;D13;kg;Toscana;P;altre emulsioni;D;0.0;0.0
2026;PT;130802;D9;kg;Toscana;P;altre emulsioni;D;0.0;0.0
2026;PT;150101;R12;kg;Toscana;NP;imballaggi di carta e cartone;R;7340.0;0.0
2026;PT;150101;R3;kg;Toscana;NP;imballaggi di carta e cartone;R;890972.0;0.0
2026;PT;150102;R12;kg;Toscana;NP;imballaggi di plastica;R;482701.0;179979.0
2026;PT;150102;R3;kg;Toscana;NP;imballaggi di plastica;R;55264.0;39117.0
2026;PT;150103;R12;kg;Toscana;NP;imballaggi in legno;R;230255.0;22685.0
2026;PT;150103;R13;kg;Toscana;NP;imballaggi in legno;R;0.0;0.0
2026;PT;150103;R3;kg;Toscana;NP;imballaggi in legno;R;112004.0;0.0
2026;PT;150104;R12;kg;Toscana;NP;imballaggi metallici;R;1720.0;0.0
2026;PT;150105;R12;kg;Toscana;NP;imballaggi compositi;R;4080.0;0.0
2026;PT;150105;R3;kg;Toscana;NP;imballaggi compositi;R;12420.0;0.0
2026;PT;150106;D10;kg;Toscana;NP;imballaggi in materiali misti;D;0.0;0.0
2026;PT;150106;D15;kg;Toscana;NP;imballaggi in materiali misti;D;0.0;0.0
2026;PT;150106;R12;kg;Toscana;NP;imballaggi in materiali misti;R;1061853.0;179220.0
2026;PT;150106;R13;kg;Toscana;NP;imballaggi in materiali misti;R;37500.0;0.0
2026;PT;150106;R3;kg;Toscana;NP;imballaggi in materiali misti;R;182520.0;0.0
2026;PT;150107;R12;kg;Toscana;NP;imballaggi di vetro;R;0.0;0.0
2026;PT;150107;R13;kg;Toscana;NP;imballaggi di vetro;R;0.0;0.0
2026;PT;150203;R12;kg;Toscana;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;11470.0;0.0
2026;PT;160103;R12;kg;Toscana;NP;pneumatici fuori uso;R;0.0;0.0
2026;PT;160103;R13;kg;Toscana;NP;pneumatici fuori uso;R;18200.0;0.0
2026;PT;160104;R12;kg;Toscana;P;veicoli fuori uso;R;481600.0;0.0
2026;PT;160104;R13;kg;Toscana;P;veicoli fuori uso;R;9315.0;0.0
2026;PT;160104;R4;kg;Toscana;P;veicoli fuori uso;R;200180.0;0.0
2026;PT;160106;R12;kg;Toscana;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;165525.0;0.0
2026;PT;160106;R4;kg;Toscana;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;102351.0;0.0
2026;PT;160117;R12;kg;Toscana;NP;metalli ferrosi;R;0.0;0.0
2026;PT;160117;R4;kg;Toscana;NP;metalli ferrosi;R;32040.0;0.0
2026;PT;160118;R12;kg;Toscana;NP;metalli non ferrosi;R;0.0;0.0
2026;PT;160119;R12;kg;Toscana;NP;plastica;R;2880.0;0.0
2026;PT;160120;R12;kg;Toscana;NP;vetro;R;9080.0;0.0
2026;PT;160120;R13;kg;Toscana;NP;vetro;R;9080.0;0.0
2026;PT;160122;R12;kg;Toscana;NP;componenti non specificati altrimenti;R;90.0;0.0
2026;PT;160211;R12;kg;Toscana;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;3870.0;0.0
2026;PT;160213;R12;kg;Toscana;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;7821.0;0.0
2026;PT;160214;R12;kg;Toscana;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;21620.0;0.0
2026;PT;160216;R12;kg;Toscana;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;200.0;0.0
2026;PT;160304;D10;kg;Toscana;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;2800.0;0.0
2026;PT;160304;R12;kg;Toscana;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;134394.0;0.0
2026;PT;160304;R13;kg;Toscana;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;0.0;0.0
2026;PT;160306;D13;kg;Toscana;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;0.0;0.0
2026;PT;160306;R12;kg;Toscana;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R;57120.0;0.0
2026;PT;160306;R13;kg;Toscana;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R;0.0;0.0
2026;PT;160708;D13;kg;Toscana;P;rifiuti contenenti oli;D;0.0;0.0
2026;PT;160708;D9;kg;Toscana;P;rifiuti contenenti oli;D;0.0;0.0
2026;PT;161001;D13;kg;Toscana;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;0.0;0.0
2026;PT;161001;D9;kg;Toscana;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;0.0;0.0
2026;PT;161001;R12;kg;Toscana;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;R;0.0;0.0
2026;PT;161002;D13;kg;Toscana;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;783660.0;544940.0
2026;PT;161002;D8;kg;Toscana;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;0.0;0.0
2026;PT;161002;D9;kg;Toscana;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;0.0;28380.0
2026;PT;161004;D13;kg;Toscana;NP;concentrati acquosi, diversi da quelli di cui alla voce 16 10 03;D;0.0;0.0
2026;PT;170101;R12;kg;Toscana;NP;cemento;R;3510.0;0.0
2026;PT;170101;R5;kg;Toscana;NP;cemento;R;514000.0;0.0
2026;PT;170102;R5;kg;Toscana;NP;mattoni;R;70570.0;0.0
2026;PT;170103;R12;kg;Toscana;NP;mattonelle e ceramiche;R;0.0;0.0
2026;PT;170103;R5;kg;Toscana;NP;mattonelle e ceramiche;R;33080.0;0.0
2026;PT;170107;R12;kg;Toscana;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;0.0;0.0
2026;PT;170107;R5;kg;Toscana;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;42770.0;0.0
2026;PT;170201;R12;kg;Toscana;NP;legno;R;116775.0;73535.0
2026;PT;170201;R13;kg;Toscana;NP;legno;R;3680.0;0.0
2026;PT;170202;R12;kg;Toscana;NP;vetro;R;1606.0;0.0
2026;PT;170202;R13;kg;Toscana;NP;vetro;R;1320.0;0.0
2026;PT;170203;R12;kg;Toscana;NP;plastica;R;80902.0;24700.0
2026;PT;170302;R12;kg;Toscana;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;5750.0;12320.0
2026;PT;170302;R5;kg;Toscana;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;8338610.0;0.0
2026;PT;170401;R12;kg;Toscana;NP;rame, bronzo, ottone;R;305.0;0.0
2026;PT;170402;R12;kg;Toscana;NP;alluminio;R;0.0;0.0
2026;PT;170402;R4;kg;Toscana;NP;alluminio;R;0.0;0.0
2026;PT;170405;R12;kg;Toscana;NP;ferro e acciaio;R;9031.0;1240.0
2026;PT;170405;R4;kg;Toscana;NP;ferro e acciaio;R;139640.0;0.0
2026;PT;170407;R12;kg;Toscana;NP;metalli misti;R;21680.0;0.0
2026;PT;170407;R13;kg;Toscana;NP;metalli misti;R;4000.0;0.0
2026;PT;170407;R4;kg;Toscana;NP;metalli misti;R;45477.0;0.0
2026;PT;170411;R12;kg;Toscana;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;3999.0;0.0
2026;PT;170504;R5;kg;Toscana;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;0.0;0.0
2026;PT;170604;D15;kg;Toscana;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;D;0.0;0.0
2026;PT;170604;R12;kg;Toscana;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;31930.0;48790.0
2026;PT;170802;R12;kg;Toscana;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;168426.0;141462.0
2026;PT;170802;R5;kg;Toscana;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;0.0;0.0
2026;PT;170904;R12;kg;Toscana;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;3096136.0;57580.0
2026;PT;170904;R13;kg;Toscana;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;0.0;0.0
2026;PT;170904;R5;kg;Toscana;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;29020270.0;0.0
2026;PT;180109;R12;kg;Toscana;NP;medicinali diversi da quelli di cui alla voce 18 01 08;R;0.0;0.0
2026;PT;190112;D10;kg;Toscana;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;D;0.0;15420.0
2026;PT;190199;;kg;Toscana;NP;rifiuti non specificati altrimenti;;0.0;0.0
2026;PT;190203;D13;kg;Toscana;NP;rifiuti premiscelati composti esclusivamente da rifiuti non pericolosi;D;0.0;0.0
2026;PT;190203;D8;kg;Toscana;NP;rifiuti premiscelati composti esclusivamente da rifiuti non pericolosi;D;826050.0;307900.0
2026;PT;190203;D9;kg;Toscana;NP;rifiuti premiscelati composti esclusivamente da rifiuti non pericolosi;D;4861600.0;2988230.0
2026;PT;190203;R12;kg;Toscana;NP;rifiuti premiscelati composti esclusivamente da rifiuti non pericolosi;R;0.0;0.0
2026;PT;190204;D9;kg;Toscana;P;Rifiuti premiscelati contenenti almeno un rifiuto pericoloso;D;0.0;0.0
2026;PT;190206;D13;kg;Toscana;NP;fanghi prodotti da trattamenti chimico-fisici, diversi da quelli di cui alla voce 19 02 05;D;219710.0;0.0
2026;PT;190206;D9;kg;Toscana;NP;fanghi prodotti da trattamenti chimico-fisici, diversi da quelli di cui alla voce 19 02 05;D;29170.0;0.0
2026;PT;190599;D13;kg;Toscana;NP;rifiuti non specificati altrimenti;D;0.0;0.0
2026;PT;190603;D13;kg;Toscana;NP;liquidi prodotti dal trattamento anaerobico di rifiuti urbani;D;1330650.0;944190.0
2026;PT;190603;D9;kg;Toscana;NP;liquidi prodotti dal trattamento anaerobico di rifiuti urbani;D;219350.0;59670.0
2026;PT;190699;R1;kg;Toscana;NP;rifiuti non specificati altrimenti;R;212948.0;72069.0
2026;PT;190703;D13;kg;Toscana;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;D;2025230.0;1354150.0
2026;PT;190703;D8;kg;Toscana;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;D;764180.0;0.0
2026;PT;190703;D9;kg;Toscana;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;D;2523710.0;996020.0
2026;PT;190801;D13;kg;Toscana;NP;Residui di vagliatura;D;0.0;0.0
2026;PT;190802;D9;kg;Toscana;NP;rifiuti da dissabbiamento;D;0.0;0.0
2026;PT;190805;D13;kg;Toscana;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D;0.0;0.0
2026;PT;190805;D8;kg;Toscana;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D;1611545.0;0.0
2026;PT;190805;D9;kg;Toscana;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D;240000.0;0.0
2026;PT;190809;D13;kg;Toscana;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;D;20710.0;0.0
2026;PT;190812;D13;kg;Toscana;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;D;0.0;5420.0
2026;PT;190814;D13;kg;Toscana;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;D;0.0;0.0
2026;PT;190901;R12;kg;Toscana;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;R;80.0;0.0
2026;PT;190902;D13;kg;Toscana;NP;fanghi prodotti dai processi di chiarificazione dell'acqua;D;0.0;0.0
2026;PT;190904;D13;kg;Toscana;NP;carbone attivo esaurito;D;0.0;0.0
2026;PT;190904;R12;kg;Toscana;NP;carbone attivo esaurito;R;160.0;0.0
2026;PT;190905;;kg;Toscana;NP;resine a scambio ionico saturate o esaurite;;0.0;0.0
2026;PT;190905;D13;kg;Toscana;NP;resine a scambio ionico saturate o esaurite;D;0.0;0.0
2026;PT;190905;R12;kg;Toscana;NP;resine a scambio ionico saturate o esaurite;R;0.0;0.0
2026;PT;191201;R12;kg;Toscana;NP;carta e cartone;R;0.0;0.0
2026;PT;191201;R3;kg;Toscana;NP;carta e cartone;R;34060.0;0.0
2026;PT;191202;R3;kg;Toscana;NP;metalli ferrosi;R;340.0;0.0
2026;PT;191204;;kg;Toscana;NP;plastica e gomma;;420.0;0.0
2026;PT;191204;R12;kg;Toscana;NP;plastica e gomma;R;37460.0;5460.0
2026;PT;191204;R3;kg;Toscana;NP;plastica e gomma;R;23130.0;10240.0
2026;PT;191205;R12;kg;Toscana;NP;vetro;R;0.0;0.0
2026;PT;191205;R13;kg;Toscana;NP;vetro;R;0.0;0.0
2026;PT;191207;R12;kg;Toscana;NP;legno diverso da quello di cui alla voce 19 12 06;R;45060.0;0.0
2026;PT;191207;R3;kg;Toscana;NP;legno diverso da quello di cui alla voce 19 12 06;R;480.0;0.0
2026;PT;191208;R12;kg;Toscana;NP;prodotti tessili;R;6320.0;0.0
2026;PT;191210;D10;kg;Toscana;NP;rifiuti combustibili (combustibile da rifiuti);D;1656180.0;378980.0
2026;PT;191212;D10;kg;Toscana;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D;223340.0;163420.0
2026;PT;191212;D13;kg;Toscana;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D;0.0;0.0
2026;PT;191212;R12;kg;Toscana;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;147666.0;5380.0
2026;PT;191212;R5;kg;Toscana;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;0.0;0.0
2026;PT;200101;D10;kg;Toscana;NP;carta e cartone;D;0.0;0.0
2026;PT;200101;R12;kg;Toscana;NP;carta e cartone;R;7630.0;0.0
2026;PT;200101;R13;kg;Toscana;NP;carta e cartone;R;0.0;0.0
2026;PT;200101;R3;kg;Toscana;NP;carta e cartone;R;337479.0;0.0
2026;PT;200110;R12;kg;Toscana;NP;abbigliamento;R;0.0;0.0
2026;PT;200110;R13;kg;Toscana;NP;abbigliamento;R;0.0;0.0
2026;PT;200110;R3;kg;Toscana;NP;abbigliamento;R;0.0;0.0
2026;PT;200125;D13;kg;Toscana;NP;oli e grassi commestibili;D;5860.0;17800.0
2026;PT;200132;D10;kg;Toscana;NP;medicinali diversi da quelli di cui alla voce 20 01 31;D;7440.0;8360.0
2026;PT;200132;R12;kg;Toscana;NP;medicinali diversi da quelli di cui alla voce 20 01 31;R;0.0;0.0
2026;PT;200301;D10;kg;Toscana;NP;rifiuti urbani non differenziati;D;1348140.0;734161.0
2026;PT;200301;R12;kg;Toscana;NP;rifiuti urbani non differenziati;R;117720.0;0.0
2026;PT;200301;R5;kg;Toscana;NP;rifiuti urbani non differenziati;R;0.0;0.0
2026;PT;200304;D13;kg;Toscana;NP;fanghi delle fosse settiche;D;1000420.0;364600.0
2026;PT;200304;D8;kg;Toscana;NP;fanghi delle fosse settiche;D;309680.0;42690.0
2026;PT;200306;D13;kg;Toscana;NP;rifiuti della pulizia delle fognature;D;32410.0;16610.0
2026;PT;200306;D8;kg;Toscana;NP;rifiuti della pulizia delle fognature;D;255160.0;0.0
2026;PT;200306;D9;kg;Toscana;NP;rifiuti della pulizia delle fognature;D;0.0;0.0
2026;PT;200307;R12;kg;Toscana;NP;rifiuti ingombranti;R;80500.0;0.0
2026;PT;200307;R13;kg;Toscana;NP;rifiuti ingombranti;R;0.0;0.0
2026;PT;200399;D10;kg;Toscana;NP;rifiuti urbani non specificati altrimenti;D;1980.0;21980.0
2026;PU;010410;R5;kg;Marche;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;R;0.0;0.0
2026;PU;010413;D9;kg;Marche;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;D;7300.0;0.0
2026;PU;010413;R13;kg;Marche;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R;0.0;0.0
2026;PU;010413;R5;kg;Marche;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R;636920.0;0.0
2026;PU;020104;R13;kg;Marche;NP;rifiuti plastici (ad esclusione degli imballaggi);R;0.0;0.0
2026;PU;020305;D9;kg;Marche;NP;fanghi da trattamento in loco degli effluenti;D;2380.0;0.0
2026;PU;030101;R3;kg;Marche;NP;scarti di corteccia e sughero;R;0.0;0.0
2026;PU;030105;R1;kg;Marche;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;0.0;0.0
2026;PU;030105;R13;kg;Marche;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;656450.0;1880.0
2026;PU;030105;R3;kg;Marche;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;2270790.0;134660.0
2026;PU;030199;D9;kg;Marche;NP;rifiuti non specificati altrimenti;D;0.0;0.0
2026;PU;030199;R13;kg;Marche;NP;rifiuti non specificati altrimenti;R;0.0;0.0
2026;PU;060101;D9;kg;Marche;P;acido solforico e acido solforoso;D;0.0;0.0
2026;PU;060102;D9;kg;Marche;P;acido cloridrico;D;0.0;0.0
2026;PU;060105;D9;kg;Marche;P;acido nitrico e acido nitroso;D;0.0;0.0
2026;PU;060106;D9;kg;Marche;P;altri acidi;D;10730.0;0.0
2026;PU;060204;D9;kg;Marche;P;idrossido di sodio e di potassio;D;0.0;0.0
2026;PU;060205;D9;kg;Marche;P;altre basi;D;0.0;0.0
