Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;AL;100701;R4;kg;Piemonte;NP;scorie della produzione primaria e secondaria;R;251.0;251.0;251.0
2026;AL;100704;R4;kg;Piemonte;NP;altre polveri e particolato;R;5720.0;5720.0;5720.0
2026;AL;101201;R5;kg;Piemonte;NP;residui di miscela non sottoposti a trattamento termico;R;8610.0;8610.0;8610.0
2026;AL;101208;R5;kg;Piemonte;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R;395390.0;395390.0;470490.0
2026;AL;101311;R5;kg;Piemonte;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;R;953470.0;2820460.0;2820460.0
2026;AL;110105;R6;kg;Piemonte;P;acidi di decappaggio;R;190500.0;190500.0;190500.0
2026;AL;110106;R4;kg;Piemonte;P;acidi non specificati altrimenti;R;139.0;370.0;370.0
2026;AL;110110;D1;kg;Piemonte;NP;fanghi e residui di filtrazione, diversi da quelli di cui alla voce 11 01 09;D;428120.0;464000.0;464000.0
2026;AL;120101;R12;kg;Piemonte;NP;limatura e trucioli di metalli ferrosi;R;2785.0;2785.0;2785.0
2026;AL;120101;R13;kg;Piemonte;NP;limatura e trucioli di metalli ferrosi;R;2530.0;2530.0;2530.0
2026;AL;120101;R4;kg;Piemonte;NP;limatura e trucioli di metalli ferrosi;R;437940.0;599810.0;599810.0
2026;AL;120102;D1;kg;Piemonte;NP;polveri e particolato di metalli ferrosi;D;12280.0;12280.0;12280.0
2026;AL;120102;R12;kg;Piemonte;NP;polveri e particolato di metalli ferrosi;R;;3500.0;3500.0
2026;AL;120102;R4;kg;Piemonte;NP;polveri e particolato di metalli ferrosi;R;641230.0;727570.0;727570.0
2026;AL;120103;R12;kg;Piemonte;NP;limatura e trucioli di metalli non ferrosi;R;1200.0;1200.0;1200.0
2026;AL;120103;R13;kg;Piemonte;NP;limatura e trucioli di metalli non ferrosi;R;19453.0;19453.0;19453.0
2026;AL;120103;R4;kg;Piemonte;NP;limatura e trucioli di metalli non ferrosi;R;1730542.0;2638470.0;2638470.0
2026;AL;120103;R5;kg;Piemonte;NP;limatura e trucioli di metalli non ferrosi;R;38198.0;38198.0;38198.0
2026;AL;120104;R4;kg;Piemonte;NP;polveri e particolato di metalli non ferrosi;R;68938.0;78918.0;78918.0
2026;AL;120104;R5;kg;Piemonte;NP;polveri e particolato di metalli non ferrosi;R;69960.0;69960.0;75460.0
2026;AL;120105;R12;kg;Piemonte;NP;limatura e trucioli di materiali plastici;R;85810.0;89200.0;91800.0
2026;AL;120105;R3;kg;Piemonte;NP;limatura e trucioli di materiali plastici;R;42007.0;50473.0;50473.0
2026;AL;120109;R12;kg;Piemonte;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;R;390.0;390.0;390.0
2026;AL;120116;R12;kg;Piemonte;P;residui di materiale di sabbiatura, contenente sostanze pericolose;R;10.0;10.0;10.0
2026;AL;120117;R5;kg;Piemonte;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;R;1091224.0;1214804.0;1225394.0
2026;AL;120121;R12;kg;Piemonte;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;R;80.0;80.0;80.0
2026;AL;120121;R5;kg;Piemonte;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;R;135330.0;154500.0;166510.0
2026;AL;120199;R4;kg;Piemonte;NP;rifiuti non specificati altrimenti;R;990537.0;1070467.0;1070467.0
2026;AL;130105;R12;kg;Piemonte;P;emulsioni non clorurate;R;2760.0;2760.0;2760.0
2026;AL;130205;R12;kg;Piemonte;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;R;24936.0;24936.0;24936.0
2026;AL;130802;R4;kg;Piemonte;P;altre emulsioni;R;4703.0;4703.0;4703.0
2026;AL;140601;R3;kg;Piemonte;P;clorofluorocarburi, HCFC, HFC;R;44142.0;53015.0;53015.0
2026;AL;140603;R12;kg;Piemonte;P;altri solventi e miscele di solventi;R;45.0;45.0;45.0
2026;AL;140603;R6;kg;Piemonte;P;altri solventi e miscele di solventi;R;77041.0;114242.0;114242.0
2026;AL;140605;R12;kg;Piemonte;P;fanghi o rifiuti solidi, contenenti altri solventi;R;15.0;15.0;15.0
2026;AL;150101;D15;kg;Piemonte;NP;imballaggi di carta e cartone;D;10300.0;10300.0;10300.0
2026;AL;150101;R12;kg;Piemonte;NP;imballaggi di carta e cartone;R;178550.0;240850.0;240850.0
2026;AL;150101;R13;kg;Piemonte;NP;imballaggi di carta e cartone;R;9610.0;9610.0;9610.0
2026;AL;150101;R3;kg;Piemonte;NP;imballaggi di carta e cartone;R;15874545.0;18733165.0;20134225.0
2026;AL;150102;D1;kg;Piemonte;NP;imballaggi di plastica;D;;2400.0;2400.0
2026;AL;150102;D13;kg;Piemonte;NP;imballaggi di plastica;D;20.0;1340.0;7720.0
2026;AL;150102;R12;kg;Piemonte;NP;imballaggi di plastica;R;3553968.0;4244688.0;4969838.0
2026;AL;150102;R13;kg;Piemonte;NP;imballaggi di plastica;R;1065570.0;1073380.0;1073380.0
2026;AL;150102;R3;kg;Piemonte;NP;imballaggi di plastica;R;3605981.0;4176783.0;4176783.0
2026;AL;150103;R12;kg;Piemonte;NP;imballaggi in legno;R;309415.0;354445.0;354445.0
2026;AL;150103;R13;kg;Piemonte;NP;imballaggi in legno;R;1206450.0;1458880.0;1458880.0
2026;AL;150103;R3;kg;Piemonte;NP;imballaggi in legno;R;5269197.0;6120277.0;6151717.0
2026;AL;150103;R4;kg;Piemonte;NP;imballaggi in legno;R;29412.0;29412.0;29412.0
2026;AL;150104;R12;kg;Piemonte;NP;imballaggi metallici;R;25000.0;44840.0;44840.0
2026;AL;150104;R4;kg;Piemonte;NP;imballaggi metallici;R;201647.0;233377.0;233377.0
2026;AL;150105;R12;kg;Piemonte;NP;imballaggi compositi;R;485470.0;544500.0;584510.0
2026;AL;150105;R13;kg;Piemonte;NP;imballaggi compositi;R;111340.0;111340.0;111340.0
2026;AL;150105;R3;kg;Piemonte;NP;imballaggi compositi;R;210580.0;210580.0;210580.0
2026;AL;150106;D1;kg;Piemonte;NP;imballaggi in materiali misti;D;19912.0;39500.0;39500.0
2026;AL;150106;D13;kg;Piemonte;NP;imballaggi in materiali misti;D;55120.0;149670.0;149670.0
2026;AL;150106;R12;kg;Piemonte;NP;imballaggi in materiali misti;R;12930797.0;15262488.0;17196318.0
2026;AL;150106;R13;kg;Piemonte;NP;imballaggi in materiali misti;R;5611436.0;6499668.0;6499668.0
2026;AL;150106;R3;kg;Piemonte;NP;imballaggi in materiali misti;R;1000.0;1000.0;1000.0
2026;AL;150106;R4;kg;Piemonte;NP;imballaggi in materiali misti;R;39375.0;40675.0;40675.0
2026;AL;150107;R13;kg;Piemonte;NP;imballaggi di vetro;R;8420.0;8420.0;8420.0
2026;AL;150110;R12;kg;Piemonte;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;22700.0;22700.0;22700.0
2026;AL;150110;R4;kg;Piemonte;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;3075.0;3075.0;3075.0
2026;AL;150202;D1;kg;Piemonte;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D;8.0;8.0;8.0
2026;AL;150202;R12;kg;Piemonte;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R;2646.0;2646.0;2646.0
2026;AL;150202;R13;kg;Piemonte;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R;6720.0;6720.0;6720.0
2026;AL;150203;D1;kg;Piemonte;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;;220.0;220.0
2026;AL;150203;D13;kg;Piemonte;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;4500.0;21600.0;21600.0
2026;AL;150203;D15;kg;Piemonte;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;4620.0;4620.0;4620.0
2026;AL;150203;R12;kg;Piemonte;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;14082.0;24582.0;24972.0
2026;AL;150203;R13;kg;Piemonte;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;3740.0;3740.0;3740.0
2026;AL;150203;R4;kg;Piemonte;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;8878.0;10771.0;10771.0
2026;AL;160103;R13;kg;Piemonte;NP;pneumatici fuori uso;R;27710.0;29830.0;29830.0
2026;AL;160104;R12;kg;Piemonte;P;veicoli fuori uso;R;781546.0;1070576.0;1070576.0
2026;AL;160104;R13;kg;Piemonte;P;veicoli fuori uso;R;1914652.0;2026839.0;2026839.0
2026;AL;160104;R4;kg;Piemonte;P;veicoli fuori uso;R;267023.0;291348.0;291348.0
2026;AL;160106;R12;kg;Piemonte;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;515244.0;692399.0;692399.0
2026;AL;160106;R13;kg;Piemonte;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;863055.0;863055.0;863055.0
2026;AL;160106;R4;kg;Piemonte;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;;5040.0;5040.0
2026;AL;160107;R12;kg;Piemonte;P;filtri dell'olio;R;2067.0;2067.0;2067.0
2026;AL;160107;R4;kg;Piemonte;P;filtri dell'olio;R;372286.0;402387.0;402387.0
2026;AL;160112;R12;kg;Piemonte;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R;330.0;330.0;330.0
2026;AL;160116;R4;kg;Piemonte;NP;serbatoi per gas liquefatto;R;350.0;350.0;350.0
2026;AL;160117;R12;kg;Piemonte;NP;metalli ferrosi;R;9789.0;11491.0;11491.0
2026;AL;160117;R13;kg;Piemonte;NP;metalli ferrosi;R;24810.0;24810.0;24810.0
2026;AL;160117;R4;kg;Piemonte;NP;metalli ferrosi;R;153344.0;215654.0;225523.0
2026;AL;160118;R12;kg;Piemonte;NP;metalli non ferrosi;R;2615.0;2615.0;2615.0
2026;AL;160118;R13;kg;Piemonte;NP;metalli non ferrosi;R;730.0;730.0;730.0
2026;AL;160118;R4;kg;Piemonte;NP;metalli non ferrosi;R;170890.0;196810.0;197810.0
2026;AL;160119;R12;kg;Piemonte;NP;plastica;R;24190.0;26900.0;26900.0
2026;AL;160119;R13;kg;Piemonte;NP;plastica;R;1210.0;1210.0;1210.0
2026;AL;160120;R12;kg;Piemonte;NP;vetro;R;1353.0;1353.0;1353.0
2026;AL;160120;R13;kg;Piemonte;NP;vetro;R;640.0;640.0;640.0
2026;AL;160121;R12;kg;Piemonte;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;R;225.0;225.0;225.0
2026;AL;160122;R12;kg;Piemonte;NP;componenti non specificati altrimenti;R;24830.0;33603.0;38103.0
2026;AL;160122;R13;kg;Piemonte;NP;componenti non specificati altrimenti;R;450.0;450.0;450.0
2026;AL;160122;R4;kg;Piemonte;NP;componenti non specificati altrimenti;R;1124.0;2914.0;2914.0
2026;AL;160210;R12;kg;Piemonte;P;apparecchiature fuori uso contenenti PCB o da essi contaminate, diverse da quelle di cui alla voce 16 02 09;R;7040.0;7040.0;7040.0
2026;AL;160211;R12;kg;Piemonte;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;303370.0;340091.0;340091.0
2026;AL;160211;R13;kg;Piemonte;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;22410.0;22410.0;22410.0
2026;AL;160213;R12;kg;Piemonte;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;194456.0;210428.0;210428.0
2026;AL;160213;R13;kg;Piemonte;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;4890.0;4890.0;4890.0
2026;AL;160214;R12;kg;Piemonte;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;709040.0;893866.0;894805.0
2026;AL;160214;R13;kg;Piemonte;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;61966.0;63551.0;63551.0
2026;AL;160214;R4;kg;Piemonte;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;119442.0;146982.0;146982.0
2026;AL;160216;R12;kg;Piemonte;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;38789.0;63434.0;63434.0
2026;AL;160216;R4;kg;Piemonte;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;2120.0;2120.0;2120.0
2026;AL;160216;R5;kg;Piemonte;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;33.0;286.0;286.0
2026;AL;160303;R5;kg;Piemonte;P;rifiuti inorganici contenenti sostanze pericolose;R;172120.0;179220.0;179220.0
2026;AL;160304;R4;kg;Piemonte;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;132805.0;132805.0;132805.0
2026;AL;160305;R1;kg;Piemonte;P;rifiuti organici contenenti sostanze pericolose;R;61158.0;61158.0;61158.0
2026;AL;160306;R12;kg;Piemonte;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R;24450.0;24450.0;24450.0
2026;AL;160504;R12;kg;Piemonte;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R;945.0;945.0;945.0
2026;AL;160504;R3;kg;Piemonte;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R;669.0;669.0;669.0
2026;AL;160504;R5;kg;Piemonte;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R;956.0;956.0;956.0
2026;AL;160505;D9;kg;Piemonte;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;D;21922.0;26614.0;26614.0
2026;AL;160505;R12;kg;Piemonte;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;R;4.0;4.0;4.0
2026;AL;160505;R5;kg;Piemonte;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;R;80.0;132.0;132.0
2026;AL;160601;R12;kg;Piemonte;P;batterie al piombo;R;93935.0;122054.0;122054.0
2026;AL;160602;R12;kg;Piemonte;P;batterie al nichel-cadmio;R;46844.0;47147.0;47147.0
2026;AL;160604;R12;kg;Piemonte;NP;batterie alcaline (tranne 16 06 03);R;211064.0;252023.0;252023.0
2026;AL;160605;R12;kg;Piemonte;NP;altre batterie e accumulatori;R;573630.0;635228.0;635228.0
2026;AL;161001;D15;kg;Piemonte;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;2720.0;2720.0;2720.0
2026;AL;161002;D13;kg;Piemonte;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;37140.0;58080.0;58080.0
2026;AL;161002;D15;kg;Piemonte;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;7080.0;7080.0;7080.0
2026;AL;161002;D8;kg;Piemonte;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;2642800.0;3373570.0;3373570.0
2026;AL;161102;R4;kg;Piemonte;NP;rivestimenti e materiali refrattari a base di carbone provenienti dalle lavorazioni metallurgiche, diversi da quelli di cui alla voce 16 11 01;R;25.0;25.0;25.0
2026;AL;161104;;kg;Piemonte;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;;59680.0;59680.0;59680.0
2026;AL;161104;R4;kg;Piemonte;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;R;353.0;353.0;353.0
2026;AL;161104;R5;kg;Piemonte;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;R;2856640.0;4006000.0;4018340.0
2026;AL;161106;R5;kg;Piemonte;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;R;2103267.0;2132057.0;2169357.0
2026;AL;170101;R13;kg;Piemonte;NP;cemento;R;285860.0;318180.0;318180.0
2026;AL;170101;R5;kg;Piemonte;NP;cemento;R;38071720.0;43465540.0;43880480.0
2026;AL;170102;R5;kg;Piemonte;NP;mattoni;R;98970.0;98970.0;98970.0
2026;AL;170103;R5;kg;Piemonte;NP;mattonelle e ceramiche;R;73070.0;73090.0;83650.0
2026;AL;170107;R13;kg;Piemonte;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;560.0;560.0;560.0
2026;AL;170107;R5;kg;Piemonte;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;6016170.0;7104170.0;7564210.0
2026;AL;170201;R12;kg;Piemonte;NP;legno;R;30250.0;36530.0;36530.0
2026;AL;170201;R13;kg;Piemonte;NP;legno;R;222600.0;268270.0;268270.0
2026;AL;170201;R3;kg;Piemonte;NP;legno;R;11630.0;20150.0;20150.0
2026;AL;170201;R5;kg;Piemonte;NP;legno;R;36880.0;38200.0;38200.0
2026;AL;170202;R12;kg;Piemonte;NP;vetro;R;1240.0;1240.0;1240.0
2026;AL;170202;R13;kg;Piemonte;NP;vetro;R;41030.0;41610.0;41610.0
2026;AL;170203;D1;kg;Piemonte;NP;plastica;D;;2032.0;2032.0
2026;AL;170203;D13;kg;Piemonte;NP;plastica;D;1440.0;7188.0;7188.0
2026;AL;170203;R12;kg;Piemonte;NP;plastica;R;129795.0;169525.0;216995.0
2026;AL;170203;R13;kg;Piemonte;NP;plastica;R;47080.0;47080.0;47080.0
2026;AL;170203;R5;kg;Piemonte;NP;plastica;R;11980.0;11980.0;11980.0
2026;AL;170302;;kg;Piemonte;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;;540000.0;548350.0;548350.0
2026;AL;170302;D1;kg;Piemonte;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;4690.0;4690.0;4690.0
2026;AL;170302;R12;kg;Piemonte;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;20300.0;20300.0;20300.0
2026;AL;170302;R5;kg;Piemonte;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;37562660.0;49318330.0;49751150.0
2026;AL;170401;;kg;Piemonte;NP;rame, bronzo, ottone;;20390.0;20390.0;20390.0
2026;AL;170401;R12;kg;Piemonte;NP;rame, bronzo, ottone;R;210.0;9450.0;9450.0
2026;AL;170401;R13;kg;Piemonte;NP;rame, bronzo, ottone;R;385.0;1292.0;1292.0
2026;AL;170401;R4;kg;Piemonte;NP;rame, bronzo, ottone;R;7255912.0;9135556.0;9135556.0
2026;AL;170402;R12;kg;Piemonte;NP;alluminio;R;15911.0;15911.0;15911.0
2026;AL;170402;R13;kg;Piemonte;NP;alluminio;R;8100.0;8100.0;8100.0
2026;AL;170402;R4;kg;Piemonte;NP;alluminio;R;1574526.0;1686816.0;1686816.0
2026;AL;170403;R4;kg;Piemonte;NP;piombo;R;79609.0;79609.0;79609.0
2026;AL;170404;R4;kg;Piemonte;NP;zinco;R;596040.0;839970.0;839970.0
2026;AL;170405;R12;kg;Piemonte;NP;ferro e acciaio;R;77118.0;89773.0;98013.0
2026;AL;170405;R13;kg;Piemonte;NP;ferro e acciaio;R;414444.0;415164.0;415164.0
2026;AL;170405;R4;kg;Piemonte;NP;ferro e acciaio;R;6729522.0;8026951.0;8026951.0
2026;AL;170407;R12;kg;Piemonte;NP;metalli misti;R;491940.0;618340.0;618340.0
2026;AL;170407;R13;kg;Piemonte;NP;metalli misti;R;38285.0;52817.0;52817.0
2026;AL;170407;R4;kg;Piemonte;NP;metalli misti;R;222518.0;276058.0;280368.0
2026;AL;170410;R12;kg;Piemonte;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;R;6120.0;6120.0;6120.0
2026;AL;170411;R12;kg;Piemonte;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;339902.0;432362.0;432362.0
2026;AL;170411;R13;kg;Piemonte;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;19650.0;19650.0;19650.0
2026;AL;170411;R4;kg;Piemonte;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;439903.0;490969.0;518649.0
2026;AL;170503;R13;kg;Piemonte;P;terra e rocce, contenenti sostanze pericolose;R;947580.0;947580.0;947580.0
2026;AL;170504;;kg;Piemonte;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;;88600.0;;
2026;AL;170504;D1;kg;Piemonte;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;D;11153780.0;12059360.0;12059360.0
2026;AL;170504;D13;kg;Piemonte;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;D;707440.0;707440.0;707440.0
2026;AL;170504;R5;kg;Piemonte;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;10750120.0;11586090.0;11586090.0
2026;AL;170506;;kg;Piemonte;NP;materiale di dragaggio, diverso da quello di cui alla voce 17 05 05;;;35710.0;35710.0
2026;AL;170506;D1;kg;Piemonte;NP;materiale di dragaggio, diverso da quello di cui alla voce 17 05 05;D;;204960.0;204960.0
2026;AL;170506;D13;kg;Piemonte;NP;materiale di dragaggio, diverso da quello di cui alla voce 17 05 05;D;1800.0;1800.0;1800.0
2026;AL;170601;R13;kg;Piemonte;P;materiali isolanti, contenenti amianto;R;5620.0;5620.0;5620.0
2026;AL;170604;D1;kg;Piemonte;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;D;;1140.0;1140.0
2026;AL;170604;D13;kg;Piemonte;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;D;11100.0;11780.0;11780.0
2026;AL;170604;R12;kg;Piemonte;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;35650.0;36840.0;36840.0
2026;AL;170604;R13;kg;Piemonte;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;;720.0;720.0
2026;AL;170605;D1;kg;Piemonte;P;materiali da costruzione contenenti amianto;D;241780.0;376180.0;376180.0
2026;AL;170802;R12;kg;Piemonte;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;41510.0;41510.0;41510.0
2026;AL;170802;R5;kg;Piemonte;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;89240.0;148470.0;148470.0
2026;AL;170903;R13;kg;Piemonte;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;R;131940.0;131940.0;131940.0
2026;AL;170904;;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;;26380.0;;
2026;AL;170904;D1;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;D;1342280.0;1368660.0;1368660.0
2026;AL;170904;D13;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;D;280.0;320.0;320.0
2026;AL;170904;R12;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;67640.0;77560.0;80670.0
2026;AL;170904;R13;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;1335998.0;1377158.0;1377158.0
2026;AL;170904;R5;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;266347539.0;316918317.0;321248927.0
2026;AL;180103;D8;kg;Piemonte;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;D;;2.0;2.0
