Anno;Provincia produttore;Materiale;Unita di misura;Regione;Materiale_ID;Var_2026-09-07;Var_2026-09-15
2026;PZ;Rottami di ferro e acciaio;kg;Basilicata;8;10088212.0;13510125.0
2026;PZ;Rottami di vetro;kg;Basilicata;7;0.0;0.0
2026;RA;Aggregati riciclati;kg;Emilia Romagna;5;53870183.0;0.0
2026;RA;Altri Ammendanti;kg;Emilia Romagna;3;4215990.0;0.0
2026;RA;Altro;kg;Emilia Romagna;23;6673690.0;8135735.0
2026;RA;Ammendante compostato misto;kg;Emilia Romagna;2;200000.0;0.0
2026;RA;Ammendante compostato verde;kg;Emilia Romagna;1;1570660.0;0.0
2026;RA;CSS – combustibile;kg;Emilia Romagna;13;4454300.0;0.0
2026;RA;Carta e cartone;kg;Emilia Romagna;10;3864420.0;401670.0
2026;RA;Correttivi da Fanghi;kg;Emilia Romagna;18;13742710.0;0.0
2026;RA;Gomma;kg;Emilia Romagna;15;16040.0;0.0
2026;RA;Gomma vulcanizzata da PFU;kg;Emilia Romagna;22;0.0;0.0
2026;RA;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;1842700.0;0.0
2026;RA;Plastica;kg;Emilia Romagna;11;120600.0;0.0
2026;RA;Rottami di alluminio;kg;Emilia Romagna;6;7140.0;0.0
2026;RA;Rottami di ferro e acciaio;kg;Emilia Romagna;8;4034488.0;218130.0
2026;RA;Rottami di rame;kg;Emilia Romagna;9;343304.0;0.0
2026;RC;Aggregati riciclati;kg;Calabria;5;7809525.0;8951970.0
2026;RC;Altri Ammendanti;kg;Calabria;3;0.0;0.0
2026;RC;Altro;kg;Calabria;23;0.0;0.0
2026;RC;Ammendante compostato misto;kg;Calabria;2;1783250.0;350000.0
2026;RC;Ammendante compostato verde;kg;Calabria;1;0.0;0.0
2026;RC;Carta e cartone;kg;Calabria;10;411920.0;465670.0
2026;RC;Legno e sughero;kg;Calabria;12;0.0;0.0
2026;RC;Plastica;kg;Calabria;11;0.0;745.0
2026;RC;Rottami di ferro e acciaio;kg;Calabria;8;0.0;0.0
2026;RE;Aggregati riciclati;kg;Emilia Romagna;5;34010850.0;94420.0
2026;RE;Altri Ammendanti;kg;Emilia Romagna;3;4659180.0;0.0
2026;RE;Altro;kg;Emilia Romagna;23;2586745.0;694360.0
2026;RE;Ammendante compostato misto;kg;Emilia Romagna;2;0.0;0.0
2026;RE;Carta e cartone;kg;Emilia Romagna;10;2756145.0;147000.0
2026;RE;Correttivi da Fanghi;kg;Emilia Romagna;18;1105510.0;2353850.0
2026;RE;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;3483100.0;0.0
2026;RE;Legno e sughero;kg;Emilia Romagna;12;2885040.0;0.0
2026;RE;Materiali ceramici;kg;Emilia Romagna;17;2412500.0;202820.0
2026;RE;Plastica;kg;Emilia Romagna;11;738619.0;0.0
2026;RE;Rottami di alluminio;kg;Emilia Romagna;6;32554.0;0.0
2026;RE;Rottami di ferro e acciaio;kg;Emilia Romagna;8;4981565.0;147330.0
2026;RE;Rottami di rame;kg;Emilia Romagna;9;0.0;0.0
2026;RE;Rottami di vetro;kg;Emilia Romagna;7;0.0;0.0
2026;RE;Tessili;kg;Emilia Romagna;14;114575.0;0.0
2026;RG;Aggregati riciclati;kg;Sicilia;5;48348042.0;6812780.0
2026;RG;Altri Ammendanti;kg;Sicilia;3;0.0;0.0
2026;RG;Altro;kg;Sicilia;23;27275.0;140.0
2026;RG;Ammendante compostato misto;kg;Sicilia;2;310060.0;638660.0
2026;RG;Carta e cartone;kg;Sicilia;10;0.0;0.0
2026;RG;Granulato di Conglomerato bituminoso;kg;Sicilia;20;0.0;0.0
2026;RG;Legno e sughero;kg;Sicilia;12;0.0;0.0
2026;RG;Plastica;kg;Sicilia;11;3119598.0;0.0
2026;RG;Rottami di alluminio;kg;Sicilia;6;8222.0;7320.0
2026;RG;Rottami di ferro e acciaio;kg;Sicilia;8;17888.0;0.0
2026;RI;Aggregati riciclati;kg;Lazio;5;14681940.0;0.0
2026;RI;Altro;kg;Lazio;23;2747198.0;0.0
2026;RM;Aggregati riciclati;kg;Lazio;5;24503971.0;0.0
2026;RM;Altro;kg;Lazio;23;3509013.0;42560.0
2026;RM;Ammendante compostato misto;kg;Lazio;2;730000.0;0.0
2026;RM;Ammendante compostato verde;kg;Lazio;1;1043220.0;0.0
2026;RM;CSS – combustibile;kg;Lazio;13;4025480.0;0.0
2026;RM;Carta e cartone;kg;Lazio;10;21398500.0;5731528.0
2026;RM;Granulato di Conglomerato bituminoso;kg;Lazio;20;31530009.0;8373590.0
2026;RM;Legno e sughero;kg;Lazio;12;49450.0;0.0
2026;RM;Plastica;kg;Lazio;11;862009.0;0.0
2026;RM;Rottami di alluminio;kg;Lazio;6;48498.0;0.0
2026;RM;Rottami di ferro e acciaio;kg;Lazio;8;4535047.0;3880866.0
2026;RM;Rottami di rame;kg;Lazio;9;56790.0;0.0
2026;RM;Tessili;kg;Lazio;14;68602.0;0.0
2026;RN;Aggregati riciclati;kg;Emilia Romagna;5;49775329.0;0.0
2026;RN;Altro;kg;Emilia Romagna;23;6303276.0;80000.0
2026;RN;Ammendante compostato misto;kg;Emilia Romagna;2;0.0;0.0
2026;RN;CSS – combustibile;kg;Emilia Romagna;13;51840.0;0.0
2026;RN;Carta e cartone;kg;Emilia Romagna;10;2324570.0;424150.0
2026;RN;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;47285451.0;4306080.0
2026;RN;Plastica;kg;Emilia Romagna;11;18567.0;0.0
2026;RN;Rottami di alluminio;kg;Emilia Romagna;6;52190.0;71840.0
2026;RN;Rottami di ferro e acciaio;kg;Emilia Romagna;8;1203370.0;732150.0
2026;RN;Rottami di rame;kg;Emilia Romagna;9;7240.0;0.0
2026;RO;Aggregati riciclati;kg;Veneto;5;36347680.0;700000.0
2026;RO;Carta e cartone;kg;Veneto;10;2823920.0;761450.0
2026;RO;Granulato di Conglomerato bituminoso;kg;Veneto;20;11963720.0;0.0
2026;RO;Plastica;kg;Veneto;11;2181974.0;920878.0
2026;RO;Rottami di alluminio;kg;Veneto;6;4660.0;0.0
2026;RO;Rottami di ferro e acciaio;kg;Veneto;8;1041223.0;80300.0
2026;RO;Rottami di rame;kg;Veneto;9;0.0;0.0
2026;RO;Rottami di vetro;kg;Veneto;7;41610.0;0.0
2026;SA;Aggregati riciclati;kg;Campania;5;105373500.0;47450612.0
2026;SA;Altro;kg;Campania;23;3652173.0;83370.0
2026;SA;CSS – combustibile;kg;Campania;13;1800000.0;0.0
2026;SA;Carta e cartone;kg;Campania;10;17073425.0;643575.0
2026;SA;Gomma vulcanizzata da PFU;kg;Campania;22;36307.0;0.0
2026;SA;Granulato di Conglomerato bituminoso;kg;Campania;20;1594580.0;0.0
2026;SA;Legno e sughero;kg;Campania;12;0.0;0.0
2026;SA;Plastica;kg;Campania;11;3646759.0;600.0
2026;SA;Rottami di alluminio;kg;Campania;6;68410.0;25500.0
2026;SA;Rottami di ferro e acciaio;kg;Campania;8;11935284.0;2227250.0
2026;SA;Rottami di rame;kg;Campania;9;37585.0;0.0
2026;SA;Rottami di vetro;kg;Campania;7;672300.0;0.0
2026;SA;Tessili;kg;Campania;14;0.0;0.0
2026;SI;Aggregati riciclati;kg;Toscana;5;9833536.0;4852545.0
2026;SI;Altro;kg;Toscana;23;741020.0;0.0
2026;SI;Ammendante compostato misto;kg;Toscana;2;1393940.0;0.0
2026;SI;Carta e cartone;kg;Toscana;10;2514848.0;0.0
2026;SI;Granulato di Conglomerato bituminoso;kg;Toscana;20;1050000.0;0.0
2026;SI;Plastica;kg;Toscana;11;0.0;1355.0
2026;SI;Rottami di alluminio;kg;Toscana;6;1701.0;6975.0
2026;SI;Rottami di ferro e acciaio;kg;Toscana;8;1104459.0;58405.0
2026;SI;Rottami di rame;kg;Toscana;9;6405.0;550.0
2026;SO;Aggregati riciclati;kg;Lombardia;5;46774659.0;0.0
2026;SO;Altro;kg;Lombardia;23;5364.0;0.0
2026;SO;Carta e cartone;kg;Lombardia;10;81200.0;0.0
2026;SO;Granulato di Conglomerato bituminoso;kg;Lombardia;20;7002060.0;0.0
2026;SO;Legno e sughero;kg;Lombardia;12;0.0;0.0
2026;SO;Plastica;kg;Lombardia;11;500.0;0.0
2026;SO;Rottami di ferro e acciaio;kg;Lombardia;8;3201644.0;0.0
2026;SP;Aggregati riciclati;kg;Liguria;5;57850995.0;0.0
2026;SP;Altro;kg;Liguria;23;0.0;0.0
2026;SP;Carta e cartone;kg;Liguria;10;1463005.0;0.0
2026;SP;Legno e sughero;kg;Liguria;12;0.0;0.0
2026;SP;Rottami di alluminio;kg;Liguria;6;0.0;0.0
2026;SP;Rottami di ferro e acciaio;kg;Liguria;8;1707239.0;0.0
2026;SP;Rottami di rame;kg;Liguria;9;0.0;0.0
2026;SR;Aggregati riciclati;kg;Sicilia;5;5289600.0;124740.0
2026;SR;Altri Ammendanti;kg;Sicilia;3;1762166.0;657192.0
2026;SR;Altro;kg;Sicilia;23;582240.0;340300.0
2026;SR;Carta e cartone;kg;Sicilia;10;2665620.0;0.0
2026;SR;Plastica;kg;Sicilia;11;26910.0;0.0
2026;SR;Rottami di alluminio;kg;Sicilia;6;29320.0;0.0
2026;SR;Rottami di ferro e acciaio;kg;Sicilia;8;3973975.0;98420.0
2026;SR;Rottami di rame;kg;Sicilia;9;30.0;0.0
2026;SS;Aggregati riciclati;kg;Sardegna;5;6534650.0;300000.0
2026;SS;Altro;kg;Sardegna;23;481420.0;160810.0
2026;SS;Ammendante compostato misto;kg;Sardegna;2;1133980.0;0.0
2026;SS;Ammendante compostato verde;kg;Sardegna;1;320000.0;0.0
2026;SS;Carta e cartone;kg;Sardegna;10;3310340.0;536660.0
2026;SS;Granulato di Conglomerato bituminoso;kg;Sardegna;20;0.0;0.0
2026;SS;Legno e sughero;kg;Sardegna;12;0.0;0.0
2026;SS;Plastica;kg;Sardegna;11;0.0;0.0
2026;SS;Rottami di alluminio;kg;Sardegna;6;0.0;0.0
2026;SS;Rottami di ferro e acciaio;kg;Sardegna;8;316155.0;292460.0
2026;SS;Rottami di rame;kg;Sardegna;9;0.0;0.0
2026;SU;Aggregati riciclati;kg;Sardegna;5;7837280.0;2976520.0
2026;SU;Altro;kg;Sardegna;23;332393.0;46910.0
2026;SU;Ammendante compostato misto;kg;Sardegna;2;0.0;0.0
2026;SU;Ammendante compostato verde;kg;Sardegna;1;100310.0;0.0
2026;SU;Carta e cartone;kg;Sardegna;10;3903790.0;553360.0
2026;SU;Granulato di Conglomerato bituminoso;kg;Sardegna;20;4356730.0;0.0
2026;SU;Rottami di ferro e acciaio;kg;Sardegna;8;331449.0;56680.0
2026;SV;Aggregati riciclati;kg;Liguria;5;4554030.0;0.0
2026;SV;Altro;kg;Liguria;23;7442320.0;1818743.0
2026;SV;Ammendante compostato misto;kg;Liguria;2;280960.0;514250.0
2026;SV;Ammendante compostato verde;kg;Liguria;1;557070.0;100380.0
2026;SV;Carta e cartone;kg;Liguria;10;3026047.0;1832797.0
2026;SV;Granulato di Conglomerato bituminoso;kg;Liguria;20;360450.0;0.0
2026;SV;Legno e sughero;kg;Liguria;12;0.0;0.0
2026;SV;Rottami di alluminio;kg;Liguria;6;223036.0;0.0
2026;SV;Rottami di ferro e acciaio;kg;Liguria;8;4123140.0;0.0
2026;SV;Rottami di rame;kg;Liguria;9;0.0;0.0
2026;SV;Rottami di vetro;kg;Liguria;7;18372158.0;5773170.0
2026;TA;Aggregati riciclati;kg;Puglia;5;3544410.0;979820.0
2026;TA;Altri Ammendanti;kg;Puglia;3;650000.0;700000.0
2026;TA;Altro;kg;Puglia;23;574400.0;720820.0
2026;TA;Ammendante compostato misto;kg;Puglia;2;200000.0;0.0
2026;TA;CSS – combustibile;kg;Puglia;13;835000.0;524000.0
2026;TA;Carta e cartone;kg;Puglia;10;2958420.0;0.0
2026;TA;Granulato di Conglomerato bituminoso;kg;Puglia;20;324980.0;0.0
2026;TA;Plastica;kg;Puglia;11;1626009.0;997654.0
2026;TA;Rottami di alluminio;kg;Puglia;6;35700.0;0.0
2026;TA;Rottami di ferro e acciaio;kg;Puglia;8;749220.0;675740.0
2026;TA;Rottami di rame;kg;Puglia;9;0.0;0.0
2026;TA;Tessili;kg;Puglia;14;0.0;0.0
2026;TE;Aggregati riciclati;kg;Abruzzo;5;24666925.0;4523640.0
2026;TE;Altro;kg;Abruzzo;23;410056.0;81400.0
2026;TE;Ammendante compostato misto;kg;Abruzzo;2;0.0;0.0
2026;TE;Carta e cartone;kg;Abruzzo;10;2906852.0;5990.0
2026;TE;Granulato di Conglomerato bituminoso;kg;Abruzzo;20;5841684.0;0.0
2026;TE;Legno e sughero;kg;Abruzzo;12;2410180.0;0.0
2026;TE;Plastica;kg;Abruzzo;11;2550237.0;713775.0
2026;TE;Rottami di alluminio;kg;Abruzzo;6;264036.0;0.0
2026;TE;Rottami di ferro e acciaio;kg;Abruzzo;8;5454304.0;375000.0
2026;TE;Rottami di rame;kg;Abruzzo;9;27286.0;0.0
2026;TE;Rottami di vetro;kg;Abruzzo;7;26040.0;0.0
2026;TE;Tessili;kg;Abruzzo;14;0.0;0.0
2026;TN;Aggregati riciclati;kg;Trentino Alto Adige;5;88383553.0;2580360.0
2026;TN;Altro;kg;Trentino Alto Adige;23;596751.0;166604.0
2026;TN;Ammendante compostato misto;kg;Trentino Alto Adige;2;471890.0;134520.0
2026;TN;Carta e cartone;kg;Trentino Alto Adige;10;10791917.0;0.0
2026;TN;Granulato di Conglomerato bituminoso;kg;Trentino Alto Adige;20;22440160.0;1588100.0
2026;TN;Legno e sughero;kg;Trentino Alto Adige;12;893411.0;2400.0
2026;TN;Plastica;kg;Trentino Alto Adige;11;212781.0;119928.0
2026;TN;Rottami di alluminio;kg;Trentino Alto Adige;6;36760.0;19100.0
2026;TN;Rottami di ferro e acciaio;kg;Trentino Alto Adige;8;10550340.0;1270742.0
2026;TN;Rottami di rame;kg;Trentino Alto Adige;9;10840.0;0.0
2026;TN;Tessili;kg;Trentino Alto Adige;14;69518.0;0.0
2026;TO;Aggregati riciclati;kg;Piemonte;5;146117090.0;16314840.0
2026;TO;Altri Ammendanti;kg;Piemonte;3;2320.0;0.0
2026;TO;Altro;kg;Piemonte;23;1484392.0;49502.0
2026;TO;Ammendante compostato misto;kg;Piemonte;2;31300.0;3626870.0
2026;TO;Ammendante compostato verde;kg;Piemonte;1;1416402.0;740000.0
2026;TO;Carta e cartone;kg;Piemonte;10;14554444.0;3854450.0
2026;TO;Correttivi da Fanghi;kg;Piemonte;18;0.0;0.0
2026;TO;Gomma;kg;Piemonte;15;94176.0;0.0
2026;TO;Gomma vulcanizzata da PFU;kg;Piemonte;22;428343.0;23000.0
2026;TO;Granulato di Conglomerato bituminoso;kg;Piemonte;20;53585430.0;1051340.0
2026;TO;Legno e sughero;kg;Piemonte;12;1477411.0;227938.0
2026;TO;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;kg;Piemonte;21;0.0;0.0
2026;TO;Plastica;kg;Piemonte;11;6423801.0;225844.0
2026;TO;Rottami di alluminio;kg;Piemonte;6;994460.0;134698.0
2026;TO;Rottami di ferro e acciaio;kg;Piemonte;8;28533068.0;6510332.0
2026;TO;Rottami di rame;kg;Piemonte;9;633959.0;190856.0
2026;TO;Rottami di vetro;kg;Piemonte;7;21020.0;0.0
2026;TO;Tessili;kg;Piemonte;14;1350.0;0.0
2026;TP;Aggregati riciclati;kg;Sicilia;5;13821470.0;2060000.0
2026;TP;Altro;kg;Sicilia;23;1314965.0;0.0
2026;TP;Ammendante compostato misto;kg;Sicilia;2;510000.0;0.0
2026;TP;Ammendante compostato verde;kg;Sicilia;1;171986.0;0.0
2026;TP;Carta e cartone;kg;Sicilia;10;1182344.0;218284.0
2026;TR;Aggregati riciclati;kg;Umbria;5;36471663.0;2353820.0
2026;TR;Altro;kg;Umbria;23;1598922.0;325816.0
2026;TR;Ammendante compostato misto;kg;Umbria;2;745400.0;0.0
2026;TR;Carta e cartone;kg;Umbria;10;2113140.0;436340.0
2026;TR;Gomma;kg;Umbria;15;0.0;0.0
2026;TR;Gomma vulcanizzata da PFU;kg;Umbria;22;187205.0;58293.0
2026;TR;Granulato di Conglomerato bituminoso;kg;Umbria;20;4663265.0;0.0
2026;TR;Legno e sughero;kg;Umbria;12;7505.0;0.0
2026;TR;Plastica;kg;Umbria;11;1877827.0;420183.0
2026;TR;Rottami di alluminio;kg;Umbria;6;17887.0;66255.0
2026;TR;Rottami di ferro e acciaio;kg;Umbria;8;3048840.0;433050.0
2026;TR;Rottami di rame;kg;Umbria;9;0.0;0.0
2026;TS;Aggregati riciclati;kg;Friuli Venezia Giulia;5;13500000.0;0.0
2026;TS;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;0.0;0.0
2026;TS;Carta e cartone;kg;Friuli Venezia Giulia;10;1285840.0;154500.0
2026;TS;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;790019.0;0.0
2026;TS;Rottami di rame;kg;Friuli Venezia Giulia;9;8046.0;0.0
2026;TV;Aggregati riciclati;kg;Veneto;5;131180049.0;6657397.0
2026;TV;Altro;kg;Veneto;23;11454850.0;724717.0
2026;TV;Ammendante compostato misto;kg;Veneto;2;1632980.0;0.0
2026;TV;Ammendante compostato verde;kg;Veneto;1;0.0;0.0
2026;TV;Carta e cartone;kg;Veneto;10;24586114.0;804770.0
2026;TV;Gomma vulcanizzata da PFU;kg;Veneto;22;469708.0;166549.0
2026;TV;Granulato di Conglomerato bituminoso;kg;Veneto;20;28705160.0;0.0
2026;TV;Legno e sughero;kg;Veneto;12;569900.0;31394.0
2026;TV;Materiali ceramici;kg;Veneto;17;0.0;0.0
2026;TV;Plastica;kg;Veneto;11;8374289.0;84942.0
2026;TV;Rottami di alluminio;kg;Veneto;6;418714.0;143920.0
2026;TV;Rottami di ferro e acciaio;kg;Veneto;8;17124127.0;19203139.0
2026;TV;Rottami di rame;kg;Veneto;9;34303.0;25044.0
2026;UD;Aggregati riciclati;kg;Friuli Venezia Giulia;5;41350090.0;0.0
2026;UD;Altro;kg;Friuli Venezia Giulia;23;222221.0;0.0
2026;UD;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;1100000.0;0.0
2026;UD;Ammendante compostato verde;kg;Friuli Venezia Giulia;1;0.0;106210.0
2026;UD;Carta e cartone;kg;Friuli Venezia Giulia;10;3881490.0;512130.0
2026;UD;Granulato di Conglomerato bituminoso;kg;Friuli Venezia Giulia;20;17456270.0;0.0
2026;UD;Legno e sughero;kg;Friuli Venezia Giulia;12;2228832.0;0.0
2026;UD;Plastica;kg;Friuli Venezia Giulia;11;2718250.0;458020.0
2026;UD;Rottami di alluminio;kg;Friuli Venezia Giulia;6;99372.0;0.0
2026;UD;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;191494899.0;2017234.0
2026;UD;Rottami di rame;kg;Friuli Venezia Giulia;9;118178.0;4220.0
2026;UD;Rottami di vetro;kg;Friuli Venezia Giulia;7;0.0;0.0
2026;UD;Tessili;kg;Friuli Venezia Giulia;14;0.0;0.0
2026;VA;Aggregati riciclati;kg;Lombardia;5;37123306.0;34363630.0
2026;VA;Altro;kg;Lombardia;23;9491870.0;4440.0
2026;VA;Ammendante compostato verde;kg;Lombardia;1;1750000.0;0.0
2026;VA;Carta e cartone;kg;Lombardia;10;6802898.0;1353350.0
2026;VA;Granulato di Conglomerato bituminoso;kg;Lombardia;20;0.0;1009660.0
2026;VA;Legno e sughero;kg;Lombardia;12;476852.0;3420.0
2026;VA;Plastica;kg;Lombardia;11;3215881.0;1189749.0
2026;VA;Rottami di alluminio;kg;Lombardia;6;1737730.0;12580.0
2026;VA;Rottami di ferro e acciaio;kg;Lombardia;8;4725623.0;432340.0
2026;VA;Rottami di rame;kg;Lombardia;9;37187.0;510.0
2026;VA;Rottami di vetro;kg;Lombardia;7;49653398.0;9772770.0
2026;VA;Tessili;kg;Lombardia;14;36332.0;0.0
2026;VB;Aggregati riciclati;kg;Piemonte;5;10629840.0;2252740.0
2026;VB;Altro;kg;Piemonte;23;222922.0;86305.0
2026;VB;Carta e cartone;kg;Piemonte;10;1181414.0;0.0
2026;VB;Granulato di Conglomerato bituminoso;kg;Piemonte;20;1948460.0;0.0
2026;VB;Legno e sughero;kg;Piemonte;12;40000.0;0.0
2026;VB;Rottami di alluminio;kg;Piemonte;6;4598554.0;0.0
2026;VB;Rottami di ferro e acciaio;kg;Piemonte;8;6776135.0;346775.0
2026;VC;Aggregati riciclati;kg;Piemonte;5;44264330.0;3477820.0
2026;VC;Altro;kg;Piemonte;23;4031544.0;2473901.0
2026;VC;Ammendante compostato misto;kg;Piemonte;2;0.0;0.0
2026;VC;Carta e cartone;kg;Piemonte;10;3722630.0;62845.0
2026;VC;Granulato di Conglomerato bituminoso;kg;Piemonte;20;0.0;0.0
2026;VC;Legno e sughero;kg;Piemonte;12;74980.0;0.0
2026;VC;Plastica;kg;Piemonte;11;90439.0;0.0
2026;VC;Rottami di alluminio;kg;Piemonte;6;2070.0;938.0
2026;VC;Rottami di ferro e acciaio;kg;Piemonte;8;59865.0;19900.0
2026;VC;Rottami di rame;kg;Piemonte;9;182.0;0.0
2026;VE;Aggregati riciclati;kg;Veneto;5;34688866.0;4635170.0
2026;VE;Altro;kg;Veneto;23;5732030.0;1823870.0
2026;VE;Ammendante compostato verde;kg;Veneto;1;0.0;0.0
2026;VE;CSS – combustibile;kg;Veneto;13;379180.0;0.0
2026;VE;Carta e cartone;kg;Veneto;10;10857886.0;2262980.0
2026;VE;Granulato di Conglomerato bituminoso;kg;Veneto;20;1377080.0;4745500.0
2026;VE;Legno e sughero;kg;Veneto;12;433105.0;80730.0
2026;VE;Plastica;kg;Veneto;11;1336936.0;107917.0
2026;VE;Rottami di alluminio;kg;Veneto;6;476276.0;86632.0
2026;VE;Rottami di ferro e acciaio;kg;Veneto;8;14008868.0;2684416.0
2026;VE;Rottami di rame;kg;Veneto;9;307808.0;15331.0
2026;VE;Rottami di vetro;kg;Veneto;7;8910000.0;7650000.0
2026;VE;Tessili;kg;Veneto;14;56870.0;0.0
2026;VI;Aggregati riciclati;kg;Veneto;5;114239841.0;7156450.0
2026;VI;Altri Fertilizzanti;kg;Veneto;19;1126630.0;248440.0
2026;VI;Altro;kg;Veneto;23;12863444.0;809599.0
2026;VI;Ammendante compostato misto;kg;Veneto;2;6800.0;194100.0
2026;VI;Ammendante compostato verde;kg;Veneto;1;752556.0;0.0
2026;VI;Carta e cartone;kg;Veneto;10;15688484.0;54270.0
2026;VI;Gomma;kg;Veneto;15;12454.0;0.0
2026;VI;Granulato di Conglomerato bituminoso;kg;Veneto;20;28796000.0;7953000.0
2026;VI;Legno e sughero;kg;Veneto;12;3958758.0;595370.0
2026;VI;Plastica;kg;Veneto;11;3656770.0;525040.0
2026;VI;Rottami di alluminio;kg;Veneto;6;395317.0;200395.0
2026;VI;Rottami di ferro e acciaio;kg;Veneto;8;15803734.0;3220415.0
2026;VI;Rottami di rame;kg;Veneto;9;497042.0;87910.0
2026;VI;Rottami di vetro;kg;Veneto;7;30324780.0;0.0
2026;VI;Tessili;kg;Veneto;14;49909.0;4114.0
2026;VR;Aggregati riciclati;kg;Veneto;5;120559879.0;54225950.0
2026;VR;Altri Ammendanti;kg;Veneto;3;17039130.0;193060.0
2026;VR;Altri Fertilizzanti;kg;Veneto;19;105510.0;91900.0
2026;VR;Altro;kg;Veneto;23;8065960.0;1158320.0
2026;VR;Ammendante compostato misto;kg;Veneto;2;255020.0;324820.0
2026;VR;Ammendante compostato verde;kg;Veneto;1;943420.0;0.0
2026;VR;CSS – combustibile;kg;Veneto;13;107300.0;136450.0
2026;VR;Carta e cartone;kg;Veneto;10;16044843.0;526530.0
2026;VR;Digestato;kg;Veneto;4;0.0;0.0
2026;VR;Gomma vulcanizzata da PFU;kg;Veneto;22;0.0;0.0
2026;VR;Granulato di Conglomerato bituminoso;kg;Veneto;20;31128970.0;490460.0
2026;VR;Legno e sughero;kg;Veneto;12;540830.0;20870.0
2026;VR;Plastica;kg;Veneto;11;885262.0;276000.0
2026;VR;Rottami di alluminio;kg;Veneto;6;160765.0;18560.0
2026;VR;Rottami di ferro e acciaio;kg;Veneto;8;42375109.0;4339977.0
2026;VR;Rottami di rame;kg;Veneto;9;115193.0;9112.0
2026;VT;Aggregati riciclati;kg;Lazio;5;76422795.0;0.0
2026;VT;Altro;kg;Lazio;23;3893340.0;513750.0
2026;VT;Ammendante compostato misto;kg;Lazio;2;2203600.0;0.0
2026;VT;Ammendante compostato verde;kg;Lazio;1;168189.0;0.0
2026;VT;Carta e cartone;kg;Lazio;10;2714839.0;189217.0
2026;VT;Gomma vulcanizzata da PFU;kg;Lazio;22;65870.0;0.0
2026;VT;Granulato di Conglomerato bituminoso;kg;Lazio;20;26589115.0;0.0
2026;VT;Rottami di alluminio;kg;Lazio;6;171280.0;0.0
2026;VT;Rottami di ferro e acciaio;kg;Lazio;8;373640.0;0.0
2026;VT;Rottami di rame;kg;Lazio;9;0.0;0.0
2026;VT;Rottami di vetro;kg;Lazio;7;53660.0;0.0
2026;VT;Tessili;kg;Lazio;14;147552.0;0.0
2026;VV;Aggregati riciclati;kg;Calabria;5;120760.0;0.0
2026;VV;Altro;kg;Calabria;23;58900.0;0.0
2026;VV;Carta e cartone;kg;Calabria;10;546690.0;0.0
