Anno;Provincia produttore;Materiale;Unita di misura;Regione;Materiale_ID;Var_2026-09-07;Var_2026-09-15
2026;GE;Legno e sughero;kg;Liguria;12;29000.0;0.0
2026;GE;Rottami di alluminio;kg;Liguria;6;56813.0;12100.0
2026;GE;Rottami di ferro e acciaio;kg;Liguria;8;3889234.0;86070.0
2026;GE;Rottami di rame;kg;Liguria;9;8889.0;0.0
2026;GO;Aggregati riciclati;kg;Friuli Venezia Giulia;5;16546950.0;0.0
2026;GO;Altro;kg;Friuli Venezia Giulia;23;1427101.0;0.0
2026;GO;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;880000.0;0.0
2026;GO;Carta e cartone;kg;Friuli Venezia Giulia;10;1388080.0;0.0
2026;GO;Granulato di Conglomerato bituminoso;kg;Friuli Venezia Giulia;20;0.0;0.0
2026;GO;Plastica;kg;Friuli Venezia Giulia;11;25100.0;0.0
2026;GO;Rottami di alluminio;kg;Friuli Venezia Giulia;6;15870.0;21370.0
2026;GO;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;2002144.0;385010.0
2026;GO;Rottami di rame;kg;Friuli Venezia Giulia;9;39140.0;8720.0
2026;GR;Aggregati riciclati;kg;Toscana;5;6788280.0;0.0
2026;GR;Altri Ammendanti;kg;Toscana;3;4139100.0;1548980.0
2026;GR;Altro;kg;Toscana;23;7614160.0;122480.0
2026;GR;Carta e cartone;kg;Toscana;10;983815.0;0.0
2026;GR;Granulato di Conglomerato bituminoso;kg;Toscana;20;2832102.0;0.0
2026;GR;Rottami di alluminio;kg;Toscana;6;58295.0;0.0
2026;GR;Rottami di ferro e acciaio;kg;Toscana;8;803679.0;140000.0
2026;GR;Rottami di rame;kg;Toscana;9;2060.0;0.0
2026;IM;Aggregati riciclati;kg;Liguria;5;1960800.0;3400000.0
2026;IM;Altro;kg;Liguria;23;327262.0;0.0
2026;IM;Ammendante compostato verde;kg;Liguria;1;85500.0;0.0
2026;IM;Carta e cartone;kg;Liguria;10;550040.0;165100.0
2026;IM;Granulato di Conglomerato bituminoso;kg;Liguria;20;0.0;0.0
2026;IM;Rottami di ferro e acciaio;kg;Liguria;8;332540.0;84800.0
2026;IM;Rottami di rame;kg;Liguria;9;0.0;0.0
2026;IS;Aggregati riciclati;kg;Molise;5;2932260.0;2282930.0
2026;IS;Altro;kg;Molise;23;0.0;0.0
2026;IS;Carta e cartone;kg;Molise;10;529920.0;163060.0
2026;IS;Granulato di Conglomerato bituminoso;kg;Molise;20;0.0;0.0
2026;IS;Plastica;kg;Molise;11;0.0;0.0
2026;IS;Rottami di alluminio;kg;Molise;6;0.0;398065.0
2026;IS;Rottami di ferro e acciaio;kg;Molise;8;207720.0;89680.0
2026;KR;Aggregati riciclati;kg;Calabria;5;481005.0;0.0
2026;KR;Altri Fertilizzanti;kg;Calabria;19;159299.0;0.0
2026;KR;Altro;kg;Calabria;23;0.0;0.0
2026;KR;Carta e cartone;kg;Calabria;10;251080.0;138760.0
2026;KR;Granulato di Conglomerato bituminoso;kg;Calabria;20;188450.0;0.0
2026;KR;Plastica;kg;Calabria;11;151785.0;38912.0
2026;KR;Rottami di alluminio;kg;Calabria;6;29460.0;0.0
2026;KR;Rottami di ferro e acciaio;kg;Calabria;8;1385910.0;0.0
2026;KR;Rottami di rame;kg;Calabria;9;0.0;0.0
2026;LC;Aggregati riciclati;kg;Lombardia;5;27454340.0;16392080.0
2026;LC;Altro;kg;Lombardia;23;603680.0;5175.0
2026;LC;Ammendante compostato misto;kg;Lombardia;2;100000.0;0.0
2026;LC;Carta e cartone;kg;Lombardia;10;165010.0;76320.0
2026;LC;Granulato di Conglomerato bituminoso;kg;Lombardia;20;2397480.0;0.0
2026;LC;Legno e sughero;kg;Lombardia;12;559240.0;228960.0
2026;LC;Plastica;kg;Lombardia;11;94316.0;0.0
2026;LC;Rottami di alluminio;kg;Lombardia;6;984200.0;109893.0
2026;LC;Rottami di ferro e acciaio;kg;Lombardia;8;29533668.0;3828358.0
2026;LC;Rottami di rame;kg;Lombardia;9;61820.0;1970.0
2026;LC;Tessili;kg;Lombardia;14;134559.0;0.0
2026;LE;Aggregati riciclati;kg;Puglia;5;29558997.0;8891609.0
2026;LE;Altri Ammendanti;kg;Puglia;3;0.0;0.0
2026;LE;Altro;kg;Puglia;23;5996660.0;0.0
2026;LE;Ammendante compostato misto;kg;Puglia;2;0.0;0.0
2026;LE;Ammendante compostato verde;kg;Puglia;1;32050.0;26435.0
2026;LE;Carta e cartone;kg;Puglia;10;7539152.0;1106410.0
2026;LE;Digestato;kg;Puglia;4;0.0;0.0
2026;LE;Granulato di Conglomerato bituminoso;kg;Puglia;20;0.0;0.0
2026;LE;Legno e sughero;kg;Puglia;12;548220.0;0.0
2026;LE;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;kg;Puglia;21;0.0;0.0
2026;LE;Plastica;kg;Puglia;11;64083.0;0.0
2026;LE;Rottami di alluminio;kg;Puglia;6;44212.0;44784.0
2026;LE;Rottami di ferro e acciaio;kg;Puglia;8;1369522.0;943695.0
2026;LE;Rottami di rame;kg;Puglia;9;0.0;0.0
2026;LE;Rottami di vetro;kg;Puglia;7;0.0;0.0
2026;LE;Tessili;kg;Puglia;14;41560.0;0.0
2026;LI;Aggregati riciclati;kg;Toscana;5;47258280.0;3577610.0
2026;LI;Altro;kg;Toscana;23;8846998.0;2181600.0
2026;LI;Ammendante compostato verde;kg;Toscana;1;0.0;0.0
2026;LI;Carta e cartone;kg;Toscana;10;1437260.0;423670.0
2026;LI;Granulato di Conglomerato bituminoso;kg;Toscana;20;463060.0;0.0
2026;LI;Materiali ceramici;kg;Toscana;17;850660.0;361440.0
2026;LI;Rottami di alluminio;kg;Toscana;6;0.0;0.0
2026;LI;Rottami di ferro e acciaio;kg;Toscana;8;601270.0;0.0
2026;LO;Aggregati riciclati;kg;Lombardia;5;23879475.0;0.0
2026;LO;Altro;kg;Lombardia;23;19418985.0;3120372.0
2026;LO;Carta e cartone;kg;Lombardia;10;1164580.0;285830.0
2026;LO;Correttivi da Fanghi;kg;Lombardia;18;4706390.0;0.0
2026;LO;Granulato di Conglomerato bituminoso;kg;Lombardia;20;0.0;0.0
2026;LO;Rottami di alluminio;kg;Lombardia;6;171562.0;0.0
2026;LO;Rottami di ferro e acciaio;kg;Lombardia;8;1351925.0;219380.0
2026;LO;Rottami di rame;kg;Lombardia;9;1808.0;0.0
2026;LT;Aggregati riciclati;kg;Lazio;5;17226130.0;1537676.0
2026;LT;Altro;kg;Lazio;23;14586062.0;1842530.0
2026;LT;Carta e cartone;kg;Lazio;10;137360.0;52080.0
2026;LT;Digestato;kg;Lazio;4;3757830.0;0.0
2026;LT;Gomma vulcanizzata da PFU;kg;Lazio;22;0.0;0.0
2026;LT;Granulato di Conglomerato bituminoso;kg;Lazio;20;3850000.0;0.0
2026;LT;Plastica;kg;Lazio;11;371040.0;32380.0
2026;LT;Rottami di alluminio;kg;Lazio;6;215540.0;0.0
2026;LT;Rottami di ferro e acciaio;kg;Lazio;8;1402751.0;594251.0
2026;LT;Rottami di rame;kg;Lazio;9;0.0;0.0
2026;LU;Aggregati riciclati;kg;Toscana;5;52067910.0;0.0
2026;LU;Altro;kg;Toscana;23;2393563.0;1020881.0
2026;LU;Carta e cartone;kg;Toscana;10;8575170.0;3716380.0
2026;LU;Granulato di Conglomerato bituminoso;kg;Toscana;20;11072885.0;0.0
2026;LU;Legno e sughero;kg;Toscana;12;21810.0;0.0
2026;LU;Plastica;kg;Toscana;11;123573.0;0.0
2026;LU;Rottami di alluminio;kg;Toscana;6;31300.0;0.0
2026;LU;Rottami di ferro e acciaio;kg;Toscana;8;2172108.0;0.0
2026;LU;Rottami di rame;kg;Toscana;9;858240.0;0.0
2026;LU;Tessili;kg;Toscana;14;21000.0;0.0
2026;MB;Aggregati riciclati;kg;Lombardia;5;47467262.0;7689120.0
2026;MB;Altro;kg;Lombardia;23;3248358.0;40236.0
2026;MB;Carta e cartone;kg;Lombardia;10;9032430.0;149130.0
2026;MB;Granulato di Conglomerato bituminoso;kg;Lombardia;20;7658090.0;0.0
2026;MB;Legno e sughero;kg;Lombardia;12;370613.0;141565.0
2026;MB;Plastica;kg;Lombardia;11;348640.0;70405.0
2026;MB;Rottami di alluminio;kg;Lombardia;6;294230.0;84540.0
2026;MB;Rottami di ferro e acciaio;kg;Lombardia;8;7361451.0;176230.0
2026;MB;Rottami di rame;kg;Lombardia;9;76611.0;24023.0
2026;MB;Tessili;kg;Lombardia;14;0.0;0.0
2026;MC;Aggregati riciclati;kg;Marche;5;26385800.0;2071541.0
2026;MC;Altro;kg;Marche;23;4202466.0;0.0
2026;MC;Ammendante compostato misto;kg;Marche;2;0.0;0.0
2026;MC;Ammendante compostato verde;kg;Marche;1;0.0;0.0
2026;MC;Carta e cartone;kg;Marche;10;902010.0;65995.0
2026;MC;Gomma;kg;Marche;15;11000.0;0.0
2026;MC;Legno e sughero;kg;Marche;12;28238.0;0.0
2026;MC;Plastica;kg;Marche;11;451209.0;123364.0
2026;MC;Rottami di alluminio;kg;Marche;6;340203.0;9110.0
2026;MC;Rottami di ferro e acciaio;kg;Marche;8;1362278.0;101800.0
2026;MC;Rottami di rame;kg;Marche;9;199995.0;94880.0
2026;MC;Tessili;kg;Marche;14;388000.0;0.0
2026;ME;Aggregati riciclati;kg;Sicilia;5;24621120.0;2052080.0
2026;ME;Altri Ammendanti;kg;Sicilia;3;0.0;0.0
2026;ME;Altro;kg;Sicilia;23;4000.0;0.0
2026;ME;Carta e cartone;kg;Sicilia;10;2257542.0;242530.0
2026;ME;Granulato di Conglomerato bituminoso;kg;Sicilia;20;0.0;0.0
2026;ME;Materiali ceramici;kg;Sicilia;17;0.0;0.0
2026;ME;Plastica;kg;Sicilia;11;0.0;440.0
2026;ME;Tessili;kg;Sicilia;14;0.0;142290.0
2026;MI;Aggregati riciclati;kg;Lombardia;5;172887496.0;21226906.0
2026;MI;Altro;kg;Lombardia;23;46807232.0;887569.0
2026;MI;Ammendante compostato misto;kg;Lombardia;2;2510210.0;0.0
2026;MI;Ammendante compostato verde;kg;Lombardia;1;3100490.0;0.0
2026;MI;CSS – combustibile;kg;Lombardia;13;1253955.0;0.0
2026;MI;Carta e cartone;kg;Lombardia;10;37103376.0;14787406.0
2026;MI;Gomma vulcanizzata da PFU;kg;Lombardia;22;0.0;0.0
2026;MI;Granulato di Conglomerato bituminoso;kg;Lombardia;20;11032870.0;0.0
2026;MI;Legno e sughero;kg;Lombardia;12;965192.0;297699.0
2026;MI;Plastica;kg;Lombardia;11;3117972.0;187335.0
2026;MI;Rottami di alluminio;kg;Lombardia;6;299563.0;47930.0
2026;MI;Rottami di ferro e acciaio;kg;Lombardia;8;27279122.0;4146755.0
2026;MI;Rottami di rame;kg;Lombardia;9;942298.0;10000.0
2026;MI;Rottami di vetro;kg;Lombardia;7;4047600.0;1073850.0
2026;MI;Tessili;kg;Lombardia;14;180636.0;129506.0
2026;MN;Aggregati riciclati;kg;Lombardia;5;25590303.0;17173570.0
2026;MN;Altri Ammendanti;kg;Lombardia;3;0.0;0.0
2026;MN;Altri Fertilizzanti;kg;Lombardia;19;2948370.0;720210.0
2026;MN;Altro;kg;Lombardia;23;3948155.0;6242380.0
2026;MN;Ammendante compostato verde;kg;Lombardia;1;370380.0;0.0
2026;MN;CSS – combustibile;kg;Lombardia;13;350000.0;150000.0
2026;MN;Carta e cartone;kg;Lombardia;10;4117570.0;961400.0
2026;MN;Granulato di Conglomerato bituminoso;kg;Lombardia;20;10229640.0;0.0
2026;MN;Legno e sughero;kg;Lombardia;12;573400.0;136800.0
2026;MN;Plastica;kg;Lombardia;11;879827.0;94524.0
2026;MN;Rottami di alluminio;kg;Lombardia;6;12000.0;0.0
2026;MN;Rottami di ferro e acciaio;kg;Lombardia;8;588140.0;72000.0
2026;MN;Rottami di rame;kg;Lombardia;9;7240.0;0.0
2026;MN;Tessili;kg;Lombardia;14;177530.0;87240.0
2026;MO;Aggregati riciclati;kg;Emilia Romagna;5;70305590.0;13333240.0
2026;MO;Altri Ammendanti;kg;Emilia Romagna;3;510000.0;0.0
2026;MO;Altro;kg;Emilia Romagna;23;14849327.0;585644.0
2026;MO;Ammendante compostato misto;kg;Emilia Romagna;2;1652540.0;0.0
2026;MO;Ammendante compostato verde;kg;Emilia Romagna;1;0.0;0.0
2026;MO;CSS – combustibile;kg;Emilia Romagna;13;1650000.0;0.0
2026;MO;Carta e cartone;kg;Emilia Romagna;10;6436233.0;876420.0
2026;MO;Cuoio;kg;Emilia Romagna;16;0.0;0.0
2026;MO;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;33327210.0;0.0
2026;MO;Materiali ceramici;kg;Emilia Romagna;17;27856620.0;1739460.0
2026;MO;Plastica;kg;Emilia Romagna;11;476825.0;0.0
2026;MO;Rottami di alluminio;kg;Emilia Romagna;6;29320.0;0.0
2026;MO;Rottami di ferro e acciaio;kg;Emilia Romagna;8;5076614.0;5316866.0
2026;MO;Rottami di rame;kg;Emilia Romagna;9;600.0;8110.0
2026;MO;Rottami di vetro;kg;Emilia Romagna;7;14585000.0;61360.0
2026;MS;Aggregati riciclati;kg;Toscana;5;7351420.0;0.0
2026;MS;Altro;kg;Toscana;23;3266709.0;0.0
2026;MS;Carta e cartone;kg;Toscana;10;58317.0;0.0
2026;MS;Granulato di Conglomerato bituminoso;kg;Toscana;20;639780.0;0.0
2026;MS;Rottami di alluminio;kg;Toscana;6;0.0;0.0
2026;MS;Rottami di ferro e acciaio;kg;Toscana;8;31300.0;0.0
2026;MS;Rottami di rame;kg;Toscana;9;0.0;0.0
2026;MT;Aggregati riciclati;kg;Basilicata;5;26253070.0;12813100.0
2026;MT;Altro;kg;Basilicata;23;206920.0;40891.0
2026;MT;CSS – combustibile;kg;Basilicata;13;4150000.0;0.0
2026;MT;Carta e cartone;kg;Basilicata;10;2525680.0;1174250.0
2026;MT;Granulato di Conglomerato bituminoso;kg;Basilicata;20;19205950.0;0.0
2026;MT;Plastica;kg;Basilicata;11;1247940.0;128010.0
2026;MT;Rottami di alluminio;kg;Basilicata;6;7960.0;0.0
2026;MT;Rottami di ferro e acciaio;kg;Basilicata;8;1358515.0;532375.0
2026;MT;Rottami di rame;kg;Basilicata;9;0.0;0.0
2026;NA;Aggregati riciclati;kg;Campania;5;168862325.0;14930935.0
2026;NA;Altro;kg;Campania;23;9395708.0;269280.0
2026;NA;Ammendante compostato misto;kg;Campania;2;4853680.0;2862550.0
2026;NA;Carta e cartone;kg;Campania;10;8218370.0;4157320.0
2026;NA;Cuoio;kg;Campania;16;0.0;0.0
2026;NA;Gomma vulcanizzata da PFU;kg;Campania;22;0.0;0.0
2026;NA;Granulato di Conglomerato bituminoso;kg;Campania;20;0.0;0.0
2026;NA;Materiali ceramici;kg;Campania;17;0.0;0.0
2026;NA;Plastica;kg;Campania;11;1083279.0;361890.0
2026;NA;Rottami di alluminio;kg;Campania;6;299905.0;95055.0
2026;NA;Rottami di ferro e acciaio;kg;Campania;8;1984516.0;1409886.0
2026;NA;Rottami di rame;kg;Campania;9;103039.0;27070.0
2026;NA;Rottami di vetro;kg;Campania;7;133000.0;23000.0
2026;NA;Tessili;kg;Campania;14;1856727.0;235448.0
2026;NO;Aggregati riciclati;kg;Piemonte;5;66055542.0;1975972.0
2026;NO;Altri Ammendanti;kg;Piemonte;3;0.0;0.0
2026;NO;Altro;kg;Piemonte;23;5243960.0;23435500.0
2026;NO;Ammendante compostato verde;kg;Piemonte;1;120000.0;0.0
2026;NO;Carta e cartone;kg;Piemonte;10;832599.0;740250.0
2026;NO;Granulato di Conglomerato bituminoso;kg;Piemonte;20;0.0;0.0
2026;NO;Plastica;kg;Piemonte;11;723474.0;6976.0
2026;NO;Rottami di alluminio;kg;Piemonte;6;487098.0;83290.0
2026;NO;Rottami di ferro e acciaio;kg;Piemonte;8;2528730.0;136850.0
2026;NO;Rottami di rame;kg;Piemonte;9;0.0;0.0
2026;NU;Ammendante compostato misto;kg;Sardegna;2;0.0;390500.0
2026;NU;Carta e cartone;kg;Sardegna;10;2230360.0;67860.0
2026;NU;Granulato di Conglomerato bituminoso;kg;Sardegna;20;0.0;0.0
2026;NU;Plastica;kg;Sardegna;11;0.0;0.0
2026;NU;Rottami di alluminio;kg;Sardegna;6;0.0;0.0
2026;NU;Rottami di ferro e acciaio;kg;Sardegna;8;58500.0;0.0
2026;OG;Ammendante compostato misto;kg;Sardegna;2;0.0;0.0
2026;OR;Aggregati riciclati;kg;Sardegna;5;7722150.0;1462960.0
2026;OR;Altro;kg;Sardegna;23;69680.0;46535.0
2026;OR;Ammendante compostato misto;kg;Sardegna;2;423780.0;0.0
2026;OR;Carta e cartone;kg;Sardegna;10;4808000.0;0.0
2026;OR;Granulato di Conglomerato bituminoso;kg;Sardegna;20;0.0;0.0
2026;OR;Plastica;kg;Sardegna;11;307000.0;0.0
2026;OR;Rottami di ferro e acciaio;kg;Sardegna;8;76820.0;0.0
2026;OT;Aggregati riciclati;kg;Sardegna;5;0.0;0.0
2026;PA;Aggregati riciclati;kg;Sicilia;5;90662059.0;15047250.0
2026;PA;Altro;kg;Sicilia;23;3598350.0;0.0
2026;PA;Carta e cartone;kg;Sicilia;10;3371940.0;637595.0
2026;PA;Gomma;kg;Sicilia;15;459000.0;347800.0
2026;PA;Gomma vulcanizzata da PFU;kg;Sicilia;22;647279.0;43713.0
2026;PA;Granulato di Conglomerato bituminoso;kg;Sicilia;20;15676370.0;325660.0
2026;PA;Plastica;kg;Sicilia;11;32752.0;3626.0
2026;PA;Rottami di alluminio;kg;Sicilia;6;73580.0;60007.0
2026;PA;Rottami di ferro e acciaio;kg;Sicilia;8;447596.0;477625.0
2026;PC;Aggregati riciclati;kg;Emilia Romagna;5;39685740.0;0.0
2026;PC;Altro;kg;Emilia Romagna;23;19544710.0;0.0
2026;PC;Ammendante compostato misto;kg;Emilia Romagna;2;0.0;539310.0
2026;PC;Ammendante compostato verde;kg;Emilia Romagna;1;325000.0;0.0
2026;PC;Carta e cartone;kg;Emilia Romagna;10;9868060.0;21560.0
2026;PC;Correttivi da Fanghi;kg;Emilia Romagna;18;2818410.0;0.0
2026;PC;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;10936220.0;5100000.0
2026;PC;Legno e sughero;kg;Emilia Romagna;12;41512720.0;0.0
2026;PC;Plastica;kg;Emilia Romagna;11;357549.0;168976.0
2026;PC;Rottami di alluminio;kg;Emilia Romagna;6;62440.0;0.0
2026;PC;Rottami di ferro e acciaio;kg;Emilia Romagna;8;1472827.0;762740.0
2026;PC;Rottami di rame;kg;Emilia Romagna;9;0.0;0.0
2026;PD;Aggregati riciclati;kg;Veneto;5;56010246.0;5174630.0
2026;PD;Altro;kg;Veneto;23;9833948.0;0.0
2026;PD;Ammendante compostato misto;kg;Veneto;2;2320000.0;0.0
2026;PD;Carta e cartone;kg;Veneto;10;11046239.0;0.0
2026;PD;Gomma;kg;Veneto;15;0.0;0.0
2026;PD;Granulato di Conglomerato bituminoso;kg;Veneto;20;31901850.0;0.0
2026;PD;Legno e sughero;kg;Veneto;12;74440.0;10320.0
2026;PD;Plastica;kg;Veneto;11;2060245.0;100342.0
2026;PD;Rottami di alluminio;kg;Veneto;6;653439.0;180059.0
2026;PD;Rottami di ferro e acciaio;kg;Veneto;8;22733347.0;18033757.0
2026;PD;Rottami di rame;kg;Veneto;9;392613.0;74692.0
2026;PD;Tessili;kg;Veneto;14;112662.0;0.0
2026;PE;Aggregati riciclati;kg;Abruzzo;5;5752740.0;789160.0
2026;PE;Altro;kg;Abruzzo;23;18070.0;575.0
2026;PE;Carta e cartone;kg;Abruzzo;10;975413.0;966510.0
2026;PE;Gomma;kg;Abruzzo;15;0.0;0.0
2026;PE;Gomma vulcanizzata da PFU;kg;Abruzzo;22;0.0;0.0
2026;PE;Granulato di Conglomerato bituminoso;kg;Abruzzo;20;2306650.0;0.0
2026;PE;Plastica;kg;Abruzzo;11;0.0;0.0
2026;PE;Rottami di alluminio;kg;Abruzzo;6;19220.0;0.0
2026;PE;Rottami di ferro e acciaio;kg;Abruzzo;8;1375580.0;177700.0
2026;PE;Rottami di rame;kg;Abruzzo;9;0.0;0.0
2026;PE;Rottami di vetro;kg;Abruzzo;7;0.0;0.0
2026;PE;Tessili;kg;Abruzzo;14;0.0;0.0
2026;PG;Aggregati riciclati;kg;Umbria;5;36147749.0;20486660.0
2026;PG;Altro;kg;Umbria;23;3557027.0;867150.0
2026;PG;Ammendante compostato misto;kg;Umbria;2;1515188.0;0.0
2026;PG;Ammendante compostato verde;kg;Umbria;1;0.0;0.0
2026;PG;Carta e cartone;kg;Umbria;10;6502920.0;1211110.0
2026;PG;Granulato di Conglomerato bituminoso;kg;Umbria;20;13392719.0;6000000.0
2026;PG;Plastica;kg;Umbria;11;1501715.0;143956.0
2026;PG;Rottami di alluminio;kg;Umbria;6;14872.0;0.0
2026;PG;Rottami di ferro e acciaio;kg;Umbria;8;4355079.0;331200.0
2026;PG;Rottami di rame;kg;Umbria;9;0.0;0.0
2026;PG;Rottami di vetro;kg;Umbria;7;11809070.0;4091355.0
2026;PG;Tessili;kg;Umbria;14;396448.0;292032.0
2026;PI;Aggregati riciclati;kg;Toscana;5;7903410.0;4417410.0
2026;PI;Altri Fertilizzanti;kg;Toscana;19;1958370.0;0.0
2026;PI;Altro;kg;Toscana;23;5087404.0;1929934.0
2026;PI;Ammendante compostato misto;kg;Toscana;2;56960.0;0.0
2026;PI;Carta e cartone;kg;Toscana;10;282730.0;0.0
2026;PI;Granulato di Conglomerato bituminoso;kg;Toscana;20;5521020.0;0.0
2026;PI;Legno e sughero;kg;Toscana;12;1507370.0;0.0
2026;PI;Plastica;kg;Toscana;11;372282.0;47860.0
2026;PI;Rottami di alluminio;kg;Toscana;6;549060.0;0.0
2026;PI;Rottami di ferro e acciaio;kg;Toscana;8;19297310.0;0.0
2026;PI;Rottami di rame;kg;Toscana;9;27960.0;0.0
2026;PN;Aggregati riciclati;kg;Friuli Venezia Giulia;5;75033974.0;1299340.0
2026;PN;Altro;kg;Friuli Venezia Giulia;23;8182409.0;7847702.0
2026;PN;Ammendante compostato misto;kg;Friuli Venezia Giulia;2;3600000.0;0.0
2026;PN;Ammendante compostato verde;kg;Friuli Venezia Giulia;1;739756.0;0.0
2026;PN;Carta e cartone;kg;Friuli Venezia Giulia;10;2948565.0;1044820.0
2026;PN;Granulato di Conglomerato bituminoso;kg;Friuli Venezia Giulia;20;13693890.0;0.0
2026;PN;Legno e sughero;kg;Friuli Venezia Giulia;12;1515661.0;141086.0
2026;PN;Plastica;kg;Friuli Venezia Giulia;11;504490.0;0.0
2026;PN;Rottami di alluminio;kg;Friuli Venezia Giulia;6;39288.0;10000.0
2026;PN;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;1928538.0;1283153.0
2026;PN;Rottami di rame;kg;Friuli Venezia Giulia;9;1300.0;2500.0
2026;PN;Rottami di vetro;kg;Friuli Venezia Giulia;7;14245889.0;8736331.0
2026;PN;Tessili;kg;Friuli Venezia Giulia;14;7980.0;0.0
2026;PO;Aggregati riciclati;kg;Toscana;5;5920570.0;622000.0
2026;PO;Altro;kg;Toscana;23;118137.0;0.0
2026;PO;Carta e cartone;kg;Toscana;10;6261809.0;2529231.0
2026;PO;Plastica;kg;Toscana;11;30010.0;0.0
2026;PO;Rottami di alluminio;kg;Toscana;6;0.0;0.0
2026;PO;Rottami di ferro e acciaio;kg;Toscana;8;297140.0;159760.0
2026;PO;Tessili;kg;Toscana;14;1874709.0;86100.0
2026;PR;Aggregati riciclati;kg;Emilia Romagna;5;24351320.0;2832000.0
2026;PR;Altro;kg;Emilia Romagna;23;1429892.0;363470.0
2026;PR;Ammendante compostato misto;kg;Emilia Romagna;2;8456.0;0.0
2026;PR;Carta e cartone;kg;Emilia Romagna;10;8457891.0;4519557.0
2026;PR;Gomma;kg;Emilia Romagna;15;1200.0;0.0
2026;PR;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;4785680.0;0.0
2026;PR;Legno e sughero;kg;Emilia Romagna;12;128137.0;21410.0
2026;PR;Plastica;kg;Emilia Romagna;11;763770.0;12683.0
2026;PR;Rottami di alluminio;kg;Emilia Romagna;6;42588.0;0.0
2026;PR;Rottami di ferro e acciaio;kg;Emilia Romagna;8;7756506.0;1659215.0
2026;PR;Rottami di rame;kg;Emilia Romagna;9;4250.0;0.0
2026;PR;Rottami di vetro;kg;Emilia Romagna;7;16460.0;0.0
2026;PR;Tessili;kg;Emilia Romagna;14;73792.0;0.0
2026;PT;Aggregati riciclati;kg;Toscana;5;18207407.0;0.0
2026;PT;Altro;kg;Toscana;23;0.0;9056.0
2026;PT;Carta e cartone;kg;Toscana;10;2395053.0;0.0
2026;PT;Granulato di Conglomerato bituminoso;kg;Toscana;20;6804011.0;5210000.0
2026;PT;Legno e sughero;kg;Toscana;12;111450.0;0.0
2026;PT;Plastica;kg;Toscana;11;95794.0;49357.0
2026;PT;Rottami di alluminio;kg;Toscana;6;0.0;0.0
2026;PT;Rottami di ferro e acciaio;kg;Toscana;8;792720.0;159500.0
2026;PT;Tessili;kg;Toscana;14;0.0;0.0
2026;PU;Aggregati riciclati;kg;Marche;5;4347655.0;168900.0
2026;PU;Altro;kg;Marche;23;699112.0;23750.0
2026;PU;Ammendante compostato verde;kg;Marche;1;57820.0;0.0
2026;PU;Carta e cartone;kg;Marche;10;1583370.0;51060.0
2026;PU;Legno e sughero;kg;Marche;12;151250.0;11940.0
2026;PU;Plastica;kg;Marche;11;118305.0;75000.0
2026;PU;Rottami di alluminio;kg;Marche;6;150895.0;0.0
2026;PU;Rottami di ferro e acciaio;kg;Marche;8;4389182.0;0.0
2026;PU;Rottami di rame;kg;Marche;9;3140.0;0.0
2026;PU;Rottami di vetro;kg;Marche;7;0.0;0.0
2026;PV;Aggregati riciclati;kg;Lombardia;5;116588817.0;21971240.0
2026;PV;Altri Ammendanti;kg;Lombardia;3;9494235.0;300000.0
2026;PV;Altri Fertilizzanti;kg;Lombardia;19;995000.0;0.0
2026;PV;Altro;kg;Lombardia;23;16953673.0;789926.0
2026;PV;Ammendante compostato misto;kg;Lombardia;2;0.0;213620.0
2026;PV;Ammendante compostato verde;kg;Lombardia;1;2786650.0;0.0
2026;PV;Carta e cartone;kg;Lombardia;10;921540.0;54000.0
2026;PV;Correttivi da Fanghi;kg;Lombardia;18;43243290.0;2957930.0
2026;PV;Cuoio;kg;Lombardia;16;30500.0;0.0
2026;PV;Granulato di Conglomerato bituminoso;kg;Lombardia;20;10884710.0;0.0
2026;PV;Legno e sughero;kg;Lombardia;12;194834.0;0.0
2026;PV;Plastica;kg;Lombardia;11;2312745.0;597313.0
2026;PV;Rottami di alluminio;kg;Lombardia;6;101961.0;0.0
2026;PV;Rottami di ferro e acciaio;kg;Lombardia;8;2112787.0;287010.0
2026;PV;Rottami di rame;kg;Lombardia;9;5000.0;0.0
2026;PZ;Aggregati riciclati;kg;Basilicata;5;2689040.0;0.0
2026;PZ;Altro;kg;Basilicata;23;21440.0;0.0
2026;PZ;CSS – combustibile;kg;Basilicata;13;1058363.0;215921.0
2026;PZ;Carta e cartone;kg;Basilicata;10;972905.0;40839.0
2026;PZ;Gomma;kg;Basilicata;15;0.0;0.0
2026;PZ;Gomma vulcanizzata da PFU;kg;Basilicata;22;1008656.0;306184.0
2026;PZ;Granulato di Conglomerato bituminoso;kg;Basilicata;20;7225730.0;0.0
2026;PZ;Legno e sughero;kg;Basilicata;12;0.0;0.0
2026;PZ;Plastica;kg;Basilicata;11;309300.0;0.0
2026;PZ;Rottami di alluminio;kg;Basilicata;6;213140.0;78250.0
