Anno;Provincia impianto;Regione;Codice EER;Pericoloso;Descrizione EER;Attivita a destinazione;Tipo operazione;Quantita;Unita di misura
2025;SA;Campania;200134;NP;batterie e accumulatori, diversi da quelli di cui alla voce 20 01 33;R13;R;1951;kg
2025;SA;Campania;200135;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);D13;D;60;kg
2025;SA;Campania;200135;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);R13;R;200;kg
2025;SA;Campania;200136;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;D13;D;15;kg
2025;SA;Campania;200136;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R12;R;5944;kg
2025;SA;Campania;200136;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R13;R;328;kg
2025;SA;Campania;200136;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R4;R;13930;kg
2025;SA;Campania;200138;NP;legno diverso da quello di cui alla voce 20 01 37;R12;R;4500160;kg
2025;SA;Campania;200138;NP;legno diverso da quello di cui alla voce 20 01 37;R13;R;50880;kg
2025;SA;Campania;200138;NP;legno diverso da quello di cui alla voce 20 01 37;R3;R;290840;kg
2025;SA;Campania;200139;NP;plastica;D14;D;9360;kg
2025;SA;Campania;200139;NP;plastica;R12;R;744867;kg
2025;SA;Campania;200139;NP;plastica;R3;R;3636030;kg
2025;SA;Campania;200139;NP;plastica;R5;R;46910;kg
2025;SA;Campania;200140;NP;metalli;R12;R;13200;kg
2025;SA;Campania;200140;NP;metalli;R3;R;3060;kg
2025;SA;Campania;200140;NP;metalli;R4;R;1430757;kg
2025;SA;Campania;200201;NP;rifiuti biodegradabili;R12;R;4482111;kg
2025;SA;Campania;200201;NP;rifiuti biodegradabili;R13;R;147477;kg
2025;SA;Campania;200201;NP;rifiuti biodegradabili;R3;R;8687280;kg
2025;SA;Campania;200203;NP;altri rifiuti non biodegradabili;D10;D;19600;kg
2025;SA;Campania;200203;NP;altri rifiuti non biodegradabili;D13;D;5040;kg
2025;SA;Campania;200203;NP;altri rifiuti non biodegradabili;R1;R;10500;kg
2025;SA;Campania;200203;NP;altri rifiuti non biodegradabili;R12;R;320555;kg
2025;SA;Campania;200301;NP;rifiuti urbani non differenziati;R12;R;130898860;kg
2025;SA;Campania;200301;NP;rifiuti urbani non differenziati;R13;R;17290;kg
2025;SA;Campania;200301;NP;rifiuti urbani non differenziati;R3;R;200;kg
2025;SA;Campania;200303;NP;residui della pulizia stradale;D9;D;4940;kg
2025;SA;Campania;200303;NP;residui della pulizia stradale;R12;R;295870;kg
2025;SA;Campania;200303;NP;residui della pulizia stradale;R13;R;467310;kg
2025;SA;Campania;200304;NP;fanghi delle fosse settiche;D15;D;23570;kg
2025;SA;Campania;200304;NP;fanghi delle fosse settiche;D8;D;30184480;kg
2025;SA;Campania;200304;NP;fanghi delle fosse settiche;D9;D;78900;kg
2025;SA;Campania;200306;NP;rifiuti della pulizia delle fognature;;;23700;kg
2025;SA;Campania;200306;NP;rifiuti della pulizia delle fognature;D15;D;31422;kg
2025;SA;Campania;200306;NP;rifiuti della pulizia delle fognature;D8;D;5439171;kg
2025;SA;Campania;200306;NP;rifiuti della pulizia delle fognature;D9;D;373590;kg
2025;SA;Campania;200306;NP;rifiuti della pulizia delle fognature;R12;R;79660;kg
2025;SA;Campania;200307;NP;rifiuti ingombranti;R12;R;6333868;kg
2025;SA;Campania;200307;NP;rifiuti ingombranti;R13;R;47770;kg
2025;SA;Campania;200307;NP;rifiuti ingombranti;R3;R;119008;kg
2025;SA;Campania;200399;NP;rifiuti urbani non specificati altrimenti;D14;D;1000;kg
2025;SA;Campania;200399;NP;rifiuti urbani non specificati altrimenti;R12;R;105970;kg
2025;SI;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;R5;R;1120700;kg
2025;SI;Toscana;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;D9;D;24110;kg
2025;SI;Toscana;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R5;R;707990;kg
2025;SI;Toscana;020101;NP;fanghi da operazioni di lavaggio e pulizia;D8;D;25040;kg
2025;SI;Toscana;020103;NP;scarti di tessuti vegetali;R3;R;23398;kg
2025;SI;Toscana;020104;NP;rifiuti plastici (ad esclusione degli imballaggi);R12;R;57071;kg
2025;SI;Toscana;020106;NP;feci animali, urine e letame (comprese le lettiere usate), effluenti, raccolti separatamente e trattati fuori sito;D8;D;231450;kg
2025;SI;Toscana;020106;NP;feci animali, urine e letame (comprese le lettiere usate), effluenti, raccolti separatamente e trattati fuori sito;R3;R;156310;kg
2025;SI;Toscana;020201;NP;fanghi da operazioni di lavaggio e pulizia;D8;D;829990;kg
2025;SI;Toscana;020204;NP;fanghi da trattamento in loco degli effluenti;D8;D;712020;kg
2025;SI;Toscana;020204;NP;fanghi da trattamento in loco degli effluenti;D9;D;2000;kg
2025;SI;Toscana;020301;NP;fanghi prodotti da operazioni di lavaggio, pulizia, sbucciatura, centrifugazione e separazione;D8;D;11100;kg
2025;SI;Toscana;020304;NP;scarti inutilizzabili per il consumo o la trasformazione;D8;D;3460;kg
2025;SI;Toscana;020304;NP;scarti inutilizzabili per il consumo o la trasformazione;R3;R;5300;kg
2025;SI;Toscana;020305;NP;fanghi da trattamento in loco degli effluenti;R10;R;4441500;kg
2025;SI;Toscana;020305;NP;fanghi da trattamento in loco degli effluenti;R3;R;40890;kg
2025;SI;Toscana;020502;NP;fanghi da trattamento in loco degli effluenti;D8;D;255800;kg
2025;SI;Toscana;020502;NP;fanghi da trattamento in loco degli effluenti;R10;R;664180;kg
2025;SI;Toscana;020603;NP;fanghi da trattamento in loco degli effluenti;D8;D;305640;kg
2025;SI;Toscana;020701;NP;rifiuti prodotti dalle operazioni di lavaggio, pulizia e macinazione della materia prima;D8;D;818210;kg
2025;SI;Toscana;020704;NP;scarti inutilizzabili per il consumo o la trasformazione;R3;R;34884;kg
2025;SI;Toscana;020705;NP;fanghi da trattamento in loco degli effluenti;;;28000;kg
2025;SI;Toscana;020705;NP;fanghi da trattamento in loco degli effluenti;D8;D;2148270;kg
2025;SI;Toscana;020705;NP;fanghi da trattamento in loco degli effluenti;D9;D;38000;kg
2025;SI;Toscana;020705;NP;fanghi da trattamento in loco degli effluenti;R10;R;12940;kg
2025;SI;Toscana;020705;NP;fanghi da trattamento in loco degli effluenti;R3;R;123810;kg
2025;SI;Toscana;030101;NP;scarti di corteccia e sughero;R12;R;2110;kg
2025;SI;Toscana;030105;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R1;R;20850;kg
2025;SI;Toscana;030105;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R12;R;1325108;kg
2025;SI;Toscana;030105;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R3;R;42790;kg
2025;SI;Toscana;030310;NP;scarti di fibre e fanghi contenenti fibre, riempitivi e prodotti di rivestimento generati dai processi di separazione meccanica;R3;R;2749890;kg
2025;SI;Toscana;030311;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 03 03 10;R3;R;1325860;kg
2025;SI;Toscana;040109;NP;rifiuti delle operazioni di confezionamento e finitura;R1;R;536910;kg
2025;SI;Toscana;040222;NP;rifiuti da fibre tessili lavorate;R1;R;9100;kg
2025;SI;Toscana;040222;NP;rifiuti da fibre tessili lavorate;R12;R;11500;kg
2025;SI;Toscana;060105;P;acido nitrico e acido nitroso;D13;D;310;kg
2025;SI;Toscana;060105;P;acido nitrico e acido nitroso;D15;D;310;kg
2025;SI;Toscana;060204;P;idrossido di sodio e di potassio;D13;D;18305;kg
2025;SI;Toscana;060204;P;idrossido di sodio e di potassio;D15;D;8637;kg
2025;SI;Toscana;060314;NP;sali e loro soluzioni, diversi da quelli di cui alle voci 06 03 11 e 06 03 13;D8;D;5000;kg
2025;SI;Toscana;060314;NP;sali e loro soluzioni, diversi da quelli di cui alle voci 06 03 11 e 06 03 13;D9;D;1340150;kg
2025;SI;Toscana;060503;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 06 05 02;D9;D;98820;kg
2025;SI;Toscana;070208;P;altri fondi e residui di reazione;R12;R;723;kg
2025;SI;Toscana;070213;NP;rifiuti plastici;R12;R;432868;kg
2025;SI;Toscana;070299;NP;rifiuti non specificati altrimenti;R12;R;430120;kg
2025;SI;Toscana;070299;NP;rifiuti non specificati altrimenti;R3;R;2830410;kg
2025;SI;Toscana;070404;P;altri solventi organici, soluzioni di lavaggio e acque madri;D13;D;54;kg
2025;SI;Toscana;070413;P;rifiuti solidi contenenti sostanze pericolose;R12;R;5556;kg
2025;SI;Toscana;070501;P;soluzioni acquose di lavaggio e acque madri;D13;D;39663;kg
2025;SI;Toscana;070501;P;soluzioni acquose di lavaggio e acque madri;D15;D;35492;kg
2025;SI;Toscana;070504;P;altri solventi organici, soluzioni di lavaggio e acque madri;D13;D;40480;kg
2025;SI;Toscana;070504;P;altri solventi organici, soluzioni di lavaggio e acque madri;D15;D;196;kg
2025;SI;Toscana;070508;P;altri fondi e residui di reazione;D13;D;118597;kg
2025;SI;Toscana;070508;P;altri fondi e residui di reazione;D15;D;7118;kg
2025;SI;Toscana;070508;P;altri fondi e residui di reazione;R12;R;375269;kg
2025;SI;Toscana;070510;P;altri residui di filtrazione e assorbenti esauriti;D13;D;413764;kg
2025;SI;Toscana;070510;P;altri residui di filtrazione e assorbenti esauriti;D15;D;14200;kg
2025;SI;Toscana;070510;P;altri residui di filtrazione e assorbenti esauriti;R12;R;296152;kg
2025;SI;Toscana;070510;P;altri residui di filtrazione e assorbenti esauriti;R13;R;283;kg
2025;SI;Toscana;070513;P;rifiuti solidi contenenti sostanze pericolose;D13;D;68849;kg
2025;SI;Toscana;070513;P;rifiuti solidi contenenti sostanze pericolose;D15;D;7;kg
2025;SI;Toscana;070513;P;rifiuti solidi contenenti sostanze pericolose;R12;R;184262;kg
2025;SI;Toscana;070513;P;rifiuti solidi contenenti sostanze pericolose;R13;R;3215;kg
2025;SI;Toscana;070514;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;R12;R;264596;kg
2025;SI;Toscana;070514;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;R13;R;30714;kg
2025;SI;Toscana;070608;P;altri fondi e residui di reazione;D13;D;384612;kg
2025;SI;Toscana;070608;P;altri fondi e residui di reazione;D15;D;33405;kg
2025;SI;Toscana;070608;P;altri fondi e residui di reazione;R12;R;269343;kg
2025;SI;Toscana;070612;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D8;D;22260;kg
2025;SI;Toscana;070612;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D9;D;2837890;kg
2025;SI;Toscana;070704;P;altri solventi organici, soluzioni di lavaggio e acque madri;D13;D;14955;kg
2025;SI;Toscana;070710;P;altri residui di filtrazione e assorbenti esauriti;R12;R;16;kg
2025;SI;Toscana;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;D13;D;32764;kg
2025;SI;Toscana;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;D15;D;366;kg
2025;SI;Toscana;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R12;R;165914;kg
2025;SI;Toscana;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R13;R;9282;kg
2025;SI;Toscana;080117;P;fanghi prodotti dalla rimozione di pitture e vernici, contenenti solventi organici o altre sostanze pericolose;R12;R;128;kg
2025;SI;Toscana;080120;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;D8;D;3860;kg
2025;SI;Toscana;080120;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;D9;D;480410;kg
2025;SI;Toscana;080121;P;residui di pittura o di sverniciatori;R12;R;26947;kg
2025;SI;Toscana;080121;P;residui di pittura o di sverniciatori;R13;R;1430;kg
2025;SI;Toscana;080308;NP;rifiuti liquidi acquosi contenenti inchiostro;D8;D;25170;kg
2025;SI;Toscana;080308;NP;rifiuti liquidi acquosi contenenti inchiostro;D9;D;5793710;kg
2025;SI;Toscana;080312;P;scarti di inchiostro, contenenti sostanze pericolose;D13;D;3218;kg
2025;SI;Toscana;080312;P;scarti di inchiostro, contenenti sostanze pericolose;R12;R;1771;kg
2025;SI;Toscana;080314;P;fanghi di inchiostro, contenenti sostanze pericolose;R12;R;90;kg
2025;SI;Toscana;080314;P;fanghi di inchiostro, contenenti sostanze pericolose;R13;R;26;kg
2025;SI;Toscana;080317;P;toner per stampa esauriti, contenenti sostanze pericolose;R12;R;5692;kg
2025;SI;Toscana;080317;P;toner per stampa esauriti, contenenti sostanze pericolose;R13;R;653;kg
2025;SI;Toscana;080409;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;R12;R;50034;kg
2025;SI;Toscana;080409;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;R13;R;421;kg
2025;SI;Toscana;080415;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;D13;D;58;kg
2025;SI;Toscana;080416;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;D9;D;134990;kg
2025;SI;Toscana;100799;NP;rifiuti non specificati altrimenti;D9;D;6560;kg
2025;SI;Toscana;101213;NP;fanghi prodotti dal trattamento in loco degli effluenti;D9;D;5170;kg
2025;SI;Toscana;101399;NP;rifiuti non specificati altrimenti;R5;R;991070;kg
2025;SI;Toscana;110112;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;D8;D;15000;kg
2025;SI;Toscana;110112;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;D9;D;772530;kg
2025;SI;Toscana;110114;NP;rifiuti di sgrassaggio diversi da quelli di cui alla voce 11 01 13;D9;D;841060;kg
2025;SI;Toscana;110299;NP;rifiuti non specificati altrimenti;D9;D;33630;kg
2025;SI;Toscana;120101;NP;limatura e trucioli di metalli ferrosi;R4;R;102706;kg
2025;SI;Toscana;120102;NP;polveri e particolato di metalli ferrosi;R12;R;3120;kg
2025;SI;Toscana;120102;NP;polveri e particolato di metalli ferrosi;R4;R;91710;kg
2025;SI;Toscana;120103;NP;limatura e trucioli di metalli non ferrosi;R12;R;40986;kg
2025;SI;Toscana;120103;NP;limatura e trucioli di metalli non ferrosi;R4;R;62505;kg
2025;SI;Toscana;120104;NP;polveri e particolato di metalli non ferrosi;R12;R;20430;kg
2025;SI;Toscana;120104;NP;polveri e particolato di metalli non ferrosi;R4;R;19530;kg
2025;SI;Toscana;120105;NP;limatura e trucioli di materiali plastici;R1;R;266280;kg
2025;SI;Toscana;120105;NP;limatura e trucioli di materiali plastici;R12;R;1496240;kg
2025;SI;Toscana;130208;P;altri oli per motori, ingranaggi e lubrificazione;R12;R;3462;kg
2025;SI;Toscana;130208;P;altri oli per motori, ingranaggi e lubrificazione;R13;R;3462;kg
2025;SI;Toscana;130703;P;altri carburanti (comprese le miscele);D13;D;3401;kg
2025;SI;Toscana;130703;P;altri carburanti (comprese le miscele);D15;D;205;kg
2025;SI;Toscana;140603;P;altri solventi e miscele di solventi;D13;D;14302;kg
2025;SI;Toscana;140603;P;altri solventi e miscele di solventi;D15;D;156;kg
2025;SI;Toscana;140605;P;fanghi o rifiuti solidi, contenenti altri solventi;D13;D;1600;kg
2025;SI;Toscana;140605;P;fanghi o rifiuti solidi, contenenti altri solventi;R12;R;27084;kg
2025;SI;Toscana;150101;NP;imballaggi di carta e cartone;R12;R;1089088;kg
2025;SI;Toscana;150101;NP;imballaggi di carta e cartone;R13;R;36734;kg
2025;SI;Toscana;150101;NP;imballaggi di carta e cartone;R3;R;1923150;kg
2025;SI;Toscana;150102;NP;imballaggi di plastica;R1;R;16250;kg
2025;SI;Toscana;150102;NP;imballaggi di plastica;R12;R;859253;kg
2025;SI;Toscana;150102;NP;imballaggi di plastica;R13;R;46445;kg
2025;SI;Toscana;150102;NP;imballaggi di plastica;R3;R;27120;kg
2025;SI;Toscana;150103;NP;imballaggi in legno;R11;R;7840;kg
2025;SI;Toscana;150103;NP;imballaggi in legno;R12;R;3248761;kg
2025;SI;Toscana;150103;NP;imballaggi in legno;R13;R;54890;kg
2025;SI;Toscana;150103;NP;imballaggi in legno;R3;R;10320;kg
2025;SI;Toscana;150104;NP;imballaggi metallici;R12;R;22905;kg
2025;SI;Toscana;150104;NP;imballaggi metallici;R13;R;840;kg
2025;SI;Toscana;150104;NP;imballaggi metallici;R4;R;22860;kg
2025;SI;Toscana;150105;NP;imballaggi compositi;R12;R;630;kg
2025;SI;Toscana;150106;NP;imballaggi in materiali misti;R1;R;128880;kg
2025;SI;Toscana;150106;NP;imballaggi in materiali misti;R12;R;11535449;kg
2025;SI;Toscana;150106;NP;imballaggi in materiali misti;R13;R;566239;kg
2025;SI;Toscana;150106;NP;imballaggi in materiali misti;R3;R;34149760;kg
2025;SI;Toscana;150107;NP;imballaggi di vetro;R12;R;247598;kg
2025;SI;Toscana;150107;NP;imballaggi di vetro;R13;R;10262;kg
2025;SI;Toscana;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D13;D;2243;kg
2025;SI;Toscana;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D15;D;2243;kg
2025;SI;Toscana;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R12;R;102465;kg
2025;SI;Toscana;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R13;R;5224;kg
2025;SI;Toscana;150111;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R12;R;371;kg
2025;SI;Toscana;150111;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R13;R;52;kg
2025;SI;Toscana;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D13;D;39851;kg
2025;SI;Toscana;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D15;D;1377;kg
2025;SI;Toscana;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R12;R;291511;kg
2025;SI;Toscana;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R13;R;2317;kg
2025;SI;Toscana;150203;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R1;R;25410;kg
2025;SI;Toscana;150203;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R12;R;30259;kg
2025;SI;Toscana;150203;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R13;R;17656;kg
2025;SI;Toscana;160103;NP;pneumatici fuori uso;R12;R;15279440;kg
2025;SI;Toscana;160103;NP;pneumatici fuori uso;R3;R;6168478;kg
2025;SI;Toscana;160103;NP;pneumatici fuori uso;R4;R;1920;kg
2025;SI;Toscana;160104;P;veicoli fuori uso;R12;R;298510;kg
2025;SI;Toscana;160104;P;veicoli fuori uso;R13;R;2715512;kg
2025;SI;Toscana;160104;P;veicoli fuori uso;R4;R;1043455;kg
2025;SI;Toscana;160106;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R13;R;1037954;kg
2025;SI;Toscana;160106;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R4;R;12889994;kg
2025;SI;Toscana;160107;P;filtri dell'olio;R12;R;70392;kg
2025;SI;Toscana;160107;P;filtri dell'olio;R13;R;193;kg
2025;SI;Toscana;160112;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R12;R;59218;kg
2025;SI;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;D13;D;3489;kg
2025;SI;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;D15;D;3489;kg
2025;SI;Toscana;160116;NP;serbatoi per gas liquefatto;R4;R;13603;kg
2025;SI;Toscana;160117;NP;metalli ferrosi;R12;R;238522;kg
2025;SI;Toscana;160117;NP;metalli ferrosi;R13;R;725;kg
2025;SI;Toscana;160117;NP;metalli ferrosi;R4;R;1972853;kg
2025;SI;Toscana;160118;NP;metalli non ferrosi;R12;R;6391;kg
2025;SI;Toscana;160118;NP;metalli non ferrosi;R4;R;22788;kg
2025;SI;Toscana;160119;NP;plastica;R12;R;431021;kg
2025;SI;Toscana;160120;NP;vetro;R12;R;119756;kg
2025;SI;Toscana;160122;NP;componenti non specificati altrimenti;R12;R;48303;kg
2025;SI;Toscana;160122;NP;componenti non specificati altrimenti;R4;R;310054;kg
2025;SI;Toscana;160213;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R12;R;131;kg
2025;SI;Toscana;160213;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R13;R;131;kg
2025;SI;Toscana;160213;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R5;R;72;kg
2025;SI;Toscana;160214;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R12;R;583680;kg
2025;SI;Toscana;160214;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R13;R;81600;kg
2025;SI;Toscana;160214;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R4;R;562857;kg
2025;SI;Toscana;160216;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R12;R;625;kg
2025;SI;Toscana;160216;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R13;R;155;kg
2025;SI;Toscana;160216;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R4;R;5740;kg
2025;SI;Toscana;160305;P;rifiuti organici contenenti sostanze pericolose;D13;D;14776;kg
2025;SI;Toscana;160305;P;rifiuti organici contenenti sostanze pericolose;D15;D;15367;kg
2025;SI;Toscana;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D13;D;1236;kg
2025;SI;Toscana;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D15;D;1236;kg
2025;SI;Toscana;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R1;R;24680;kg
2025;SI;Toscana;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R12;R;254136;kg
2025;SI;Toscana;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R13;R;19526;kg
2025;SI;Toscana;160306;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R3;R;82890;kg
2025;SI;Toscana;160504;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R12;R;28130;kg
2025;SI;Toscana;160504;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R13;R;1359;kg
2025;SI;Toscana;160505;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;R12;R;1253;kg
2025;SI;Toscana;160506;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;D13;D;98271;kg
2025;SI;Toscana;160506;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;D15;D;72996;kg
2025;SI;Toscana;160507;P;sostanze chimiche inorganiche di scarto contenenti o costituite da sostanze pericolose;D13;D;1162;kg
2025;SI;Toscana;160507;P;sostanze chimiche inorganiche di scarto contenenti o costituite da sostanze pericolose;D15;D;1162;kg
2025;SI;Toscana;160508;P;sostanze chimiche organiche di scarto contenenti o costituite da sostanze pericolose;D13;D;1689;kg
2025;SI;Toscana;160508;P;sostanze chimiche organiche di scarto contenenti o costituite da sostanze pericolose;D15;D;1689;kg
2025;SI;Toscana;160801;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);R13;R;3767;kg
2025;SI;Toscana;161001;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D13;D;1108;kg
2025;SI;Toscana;161001;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D15;D;1108;kg
2025;SI;Toscana;161002;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D13;D;7796;kg
2025;SI;Toscana;161002;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D15;D;7796;kg
2025;SI;Toscana;161002;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D8;D;158250;kg
2025;SI;Toscana;161002;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D9;D;13153300;kg
2025;SI;Toscana;170101;NP;cemento;R5;R;11272892;kg
2025;SI;Toscana;170103;NP;mattonelle e ceramiche;R5;R;58590;kg
2025;SI;Toscana;170107;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R5;R;585510;kg
2025;SI;Toscana;170201;NP;legno;R12;R;3688844;kg
2025;SI;Toscana;170202;NP;vetro;R12;R;152369;kg
2025;SI;Toscana;170203;NP;plastica;R12;R;2661437;kg
2025;SI;Toscana;170203;NP;plastica;R13;R;1008;kg
2025;SI;Toscana;170302;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R12;R;400;kg
2025;SI;Toscana;170302;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R5;R;16764840;kg
2025;SI;Toscana;170401;NP;rame, bronzo, ottone;R12;R;10397;kg
2025;SI;Toscana;170401;NP;rame, bronzo, ottone;R13;R;100;kg
2025;SI;Toscana;170401;NP;rame, bronzo, ottone;R4;R;94597;kg
2025;SI;Toscana;170402;NP;alluminio;R12;R;44589;kg
2025;SI;Toscana;170402;NP;alluminio;R4;R;71416;kg
2025;SI;Toscana;170403;NP;piombo;R12;R;1167;kg
2025;SI;Toscana;170403;NP;piombo;R4;R;6;kg
2025;SI;Toscana;170404;NP;zinco;R12;R;8661;kg
2025;SI;Toscana;170404;NP;zinco;R4;R;8497;kg
2025;SI;Toscana;170405;NP;ferro e acciaio;R12;R;6454847;kg
2025;SI;Toscana;170405;NP;ferro e acciaio;R13;R;7500;kg
2025;SI;Toscana;170405;NP;ferro e acciaio;R4;R;2622318;kg
2025;SI;Toscana;170407;NP;metalli misti;R12;R;119879;kg
2025;SI;Toscana;170407;NP;metalli misti;R13;R;3210;kg
