Anno;Provincia impianto;Regione;Codice EER;Pericoloso;Descrizione EER;Attivita a destinazione;Tipo operazione;Quantita;Unita di misura
2025;CE;Campania;070512;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 05 11;D9;D;22100;kg
2025;CE;Campania;070513;P;rifiuti solidi contenenti sostanze pericolose;D13;D;39023;kg
2025;CE;Campania;070514;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;D13;D;13308;kg
2025;CE;Campania;070514;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;R12;R;195381;kg
2025;CE;Campania;070601;P;soluzioni acquose di lavaggio e acque madri;D13;D;2571;kg
2025;CE;Campania;070601;P;soluzioni acquose di lavaggio e acque madri;D9;D;311701;kg
2025;CE;Campania;070601;P;soluzioni acquose di lavaggio e acque madri;R12;R;3862;kg
2025;CE;Campania;070601;P;soluzioni acquose di lavaggio e acque madri;R13;R;5;kg
2025;CE;Campania;070611;P;fanghi prodotti dal trattamento in loco di effluenti contenenti sostanze pericolose;D13;D;57450;kg
2025;CE;Campania;070611;P;fanghi prodotti dal trattamento in loco di effluenti contenenti sostanze pericolose;D9;D;1020;kg
2025;CE;Campania;070612;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D13;D;11280;kg
2025;CE;Campania;070612;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D9;D;317140;kg
2025;CE;Campania;070612;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;R12;R;13780;kg
2025;CE;Campania;070701;P;soluzioni acquose di lavaggio e acque madri;D13;D;27596;kg
2025;CE;Campania;070701;P;soluzioni acquose di lavaggio e acque madri;D9;D;902007;kg
2025;CE;Campania;070703;P;solventi organici alogenati, soluzioni di lavaggio e acque madri;D13;D;3314;kg
2025;CE;Campania;070703;P;solventi organici alogenati, soluzioni di lavaggio e acque madri;D9;D;2291;kg
2025;CE;Campania;070704;P;altri solventi organici, soluzioni di lavaggio e acque madri;D13;D;5465;kg
2025;CE;Campania;070704;P;altri solventi organici, soluzioni di lavaggio e acque madri;D9;D;1624;kg
2025;CE;Campania;070708;P;altri fondi e residui di reazione;D13;D;1082;kg
2025;CE;Campania;070710;P;altri residui di filtrazione e assorbenti esauriti;D13;D;1554;kg
2025;CE;Campania;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;D13;D;500401;kg
2025;CE;Campania;080111;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R12;R;18920;kg
2025;CE;Campania;080112;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;D13;D;226599;kg
2025;CE;Campania;080112;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;R12;R;17850;kg
2025;CE;Campania;080113;P;fanghi prodotti da pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D13;D;23295;kg
2025;CE;Campania;080114;NP;fanghi prodotti da pitture e vernici, diversi da quelli di cui alla voce 08 01 13;D13;D;9771;kg
2025;CE;Campania;080115;P;fanghi acquosi contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D13;D;980;kg
2025;CE;Campania;080117;P;fanghi prodotti dalla rimozione di pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D13;D;49713;kg
2025;CE;Campania;080118;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;D13;D;112900;kg
2025;CE;Campania;080119;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D13;D;2329;kg
2025;CE;Campania;080119;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;D9;D;6589;kg
2025;CE;Campania;080120;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;D13;D;5710;kg
2025;CE;Campania;080120;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;D9;D;245167;kg
2025;CE;Campania;080121;P;residui di pittura o di sverniciatori;D13;D;51230;kg
2025;CE;Campania;080121;P;residui di pittura o di sverniciatori;R12;R;720;kg
2025;CE;Campania;080201;NP;polveri di scarti di rivestimenti;D13;D;70846;kg
2025;CE;Campania;080202;NP;fanghi acquosi contenenti materiali ceramici;D13;D;193;kg
2025;CE;Campania;080202;NP;fanghi acquosi contenenti materiali ceramici;D9;D;55;kg
2025;CE;Campania;080203;NP;sospensioni acquose contenenti materiali ceramici;D9;D;2;kg
2025;CE;Campania;080308;NP;rifiuti liquidi acquosi contenenti inchiostro;D13;D;8846;kg
2025;CE;Campania;080308;NP;rifiuti liquidi acquosi contenenti inchiostro;D9;D;285701;kg
2025;CE;Campania;080308;NP;rifiuti liquidi acquosi contenenti inchiostro;R12;R;29750;kg
2025;CE;Campania;080312;P;scarti di inchiostro, contenenti sostanze pericolose;D13;D;53345;kg
2025;CE;Campania;080313;NP;scarti di inchiostro, diversi da quelli di cui alla voce 08 03 12;D13;D;2221;kg
2025;CE;Campania;080314;P;fanghi di inchiostro, contenenti sostanze pericolose;D13;D;11839;kg
2025;CE;Campania;080315;NP;fanghi di inchiostro, diversi da quelli di cui alla voce 08 03 14;D13;D;520;kg
2025;CE;Campania;080317;P;toner per stampa esauriti, contenenti sostanze pericolose;D13;D;22317;kg
2025;CE;Campania;080317;P;toner per stampa esauriti, contenenti sostanze pericolose;R12;R;1072;kg
2025;CE;Campania;080318;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R12;R;120480;kg
2025;CE;Campania;080318;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R5;R;2569;kg
2025;CE;Campania;080409;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;D13;D;86169;kg
2025;CE;Campania;080409;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;R12;R;38483;kg
2025;CE;Campania;080410;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;D13;D;129005;kg
2025;CE;Campania;080410;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;R12;R;31160;kg
2025;CE;Campania;080411;P;fanghi di adesivi e sigillanti, contenenti solventi organici o altre sostanze pericolose;D13;D;10800;kg
2025;CE;Campania;080412;NP;fanghi di adesivi e sigillanti, diversi da quelli di cui alla voce 08 04 11;D13;D;3400;kg
2025;CE;Campania;080415;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;D13;D;913;kg
2025;CE;Campania;080415;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;D9;D;3453;kg
2025;CE;Campania;080416;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;D13;D;1916;kg
2025;CE;Campania;080416;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;D9;D;72814;kg
2025;CE;Campania;080416;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;R12;R;77030;kg
2025;CE;Campania;090101;P;soluzioni di sviluppo e soluzioni attivanti a base acquosa;D9;D;82258;kg
2025;CE;Campania;090101;P;soluzioni di sviluppo e soluzioni attivanti a base acquosa;R12;R;2845;kg
2025;CE;Campania;090102;P;soluzioni di sviluppo per lastre offset a base acquosa;D9;D;21920;kg
2025;CE;Campania;090103;P;soluzioni di sviluppo a base di solventi;D13;D;132;kg
2025;CE;Campania;090104;P;soluzioni di fissaggio;D13;D;20;kg
2025;CE;Campania;090104;P;soluzioni di fissaggio;D9;D;29833;kg
2025;CE;Campania;090104;P;soluzioni di fissaggio;R12;R;2034;kg
2025;CE;Campania;090105;P;soluzioni di lavaggio e soluzioni di arresto-fissaggio;D9;D;78218;kg
2025;CE;Campania;090107;NP;carta e pellicole per fotografia, contenenti argento o composti dell'argento;D13;D;1096;kg
2025;CE;Campania;090107;NP;carta e pellicole per fotografia, contenenti argento o composti dell'argento;R12;R;300;kg
2025;CE;Campania;090108;NP;carta e pellicole per fotografia, non contenenti argento o composti dell'argento;D13;D;858;kg
2025;CE;Campania;100101;NP;ceneri pesanti, scorie e polveri di caldaia (tranne le polveri di caldaia di cui alla voce 10 01 04);D13;D;9474;kg
2025;CE;Campania;100101;NP;ceneri pesanti, scorie e polveri di caldaia (tranne le polveri di caldaia di cui alla voce 10 01 04);R12;R;2852;kg
2025;CE;Campania;100102;NP;ceneri leggere di carbone;D13;D;470;kg
2025;CE;Campania;100102;NP;ceneri leggere di carbone;R12;R;60;kg
2025;CE;Campania;100103;NP;ceneri leggere di torba e di legno non trattato;D13;D;12823;kg
2025;CE;Campania;100104;P;ceneri leggere di olio combustibile e polveri di caldaia;D13;D;46355;kg
2025;CE;Campania;100115;NP;ceneri pesanti, scorie e polveri di caldaia prodotte dal coincenerimento, diversi da quelli di cui alla voce 10 01 14;D13;D;980;kg
2025;CE;Campania;100116;P;ceneri leggere prodotte dal coincenerimento, contenenti sostanze pericolose;D13;D;370;kg
2025;CE;Campania;100119;NP;rifiuti prodotti dalla depurazione dei fumi, diversi da quelli di cui alle voci 10 01 05, 10 01 07 e 10 01 18;D13;D;462;kg
2025;CE;Campania;100119;NP;rifiuti prodotti dalla depurazione dei fumi, diversi da quelli di cui alle voci 10 01 05, 10 01 07 e 10 01 18;D9;D;704;kg
2025;CE;Campania;100120;P;fanghi prodotti dal trattamento in loco degli effluenti, contenenti sostanze pericolose;D9;D;32580;kg
2025;CE;Campania;100121;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 10 01 20;R12;R;80;kg
2025;CE;Campania;100122;P;fanghi acquosi da operazioni di pulizia di caldaie, contenenti sostanze pericolose;D9;D;716;kg
2025;CE;Campania;100126;NP;rifiuti prodotti dal trattamento delle acque di raffreddamento;D13;D;110;kg
2025;CE;Campania;100126;NP;rifiuti prodotti dal trattamento delle acque di raffreddamento;R12;R;2865;kg
2025;CE;Campania;100207;P;rifiuti solidi prodotti dal trattamento dei fumi, contenenti sostanze pericolose;D13;D;7743;kg
2025;CE;Campania;100208;NP;rifiuti solidi prodotti dal trattamento dei fumi, diversi da quelli di cui alla voce 10 02 07;D13;D;84740;kg
2025;CE;Campania;100208;NP;rifiuti solidi prodotti dal trattamento dei fumi, diversi da quelli di cui alla voce 10 02 07;D9;D;27720;kg
2025;CE;Campania;100208;NP;rifiuti solidi prodotti dal trattamento dei fumi, diversi da quelli di cui alla voce 10 02 07;R12;R;109100;kg
2025;CE;Campania;100214;NP;fanghi e residui di filtrazione prodotti dal trattamento dei fumi, diversi da quelli di cui alla voce 10 02 13;R5;R;524840;kg
2025;CE;Campania;100305;NP;rifiuti di allumina;D13;D;6716;kg
2025;CE;Campania;100323;P;rifiuti solidi prodotti dal trattamento dei fumi, contenenti sostanze pericolose;D13;D;53620;kg
2025;CE;Campania;100401;P;scorie della produzione primaria e secondaria;D9;D;1150460;kg
2025;CE;Campania;100402;P;scorie e schiumature della produzione primaria e secondaria;R4;R;445140;kg
2025;CE;Campania;100409;P;rifiuti prodotti dal trattamento delle acque di raffreddamento, contenenti oli;D13;D;29;kg
2025;CE;Campania;100505;P;rifiuti solidi derivanti dal trattamento dei fumi;D13;D;1145;kg
2025;CE;Campania;100804;NP;polveri e particolato;D13;D;1;kg
2025;CE;Campania;100906;NP;forme e anime da fonderia inutilizzate, diverse da quelle di cui alla voce 10 09 05;D13;D;1260;kg
2025;CE;Campania;100909;P;polveri dei gas di combustione contenenti sostanze pericolose;D13;D;4580;kg
2025;CE;Campania;100911;P;altri particolati contenenti sostanze pericolose;D13;D;320;kg
2025;CE;Campania;101009;P;polveri di gas di combustione contenenti sostanze pericolose;D13;D;320;kg
2025;CE;Campania;101011;P;altri particolati contenenti sostanze pericolose;D13;D;73206;kg
2025;CE;Campania;101012;NP;altri particolati diversi da quelli di cui alla voce 10 10 11;D13;D;6864;kg
2025;CE;Campania;101103;NP;scarti di materiali in fibra a base di vetro;D13;D;41840;kg
2025;CE;Campania;101103;NP;scarti di materiali in fibra a base di vetro;R12;R;90;kg
2025;CE;Campania;101105;NP;polveri e particolato;D13;D;71500;kg
2025;CE;Campania;101111;P;rifiuti di vetro in forma di particolato e polveri di vetro contenenti metalli pesanti (provenienti ad esempio da tubi a raggi catodici);D13;D;40;kg
2025;CE;Campania;101112;NP;rifiuti di vetro diversi da quelli di cui alla voce 10 11 11;D13;D;376;kg
2025;CE;Campania;101114;NP;fanghi provenienti dalla lucidatura e dalla macinazione del vetro, diversi da quelli di cui alla voce 10 11 13;D13;D;447;kg
2025;CE;Campania;101115;P;rifiuti solidi prodotti dal trattamento di fumi, contenenti sostanze pericolose;D13;D;19520;kg
2025;CE;Campania;101115;P;rifiuti solidi prodotti dal trattamento di fumi, contenenti sostanze pericolose;D9;D;29740;kg
2025;CE;Campania;101120;NP;rifiuti solidi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 10 11 19;D13;D;61960;kg
2025;CE;Campania;101120;NP;rifiuti solidi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 10 11 19;D9;D;26840;kg
2025;CE;Campania;101201;NP;residui di miscela non sottoposti a trattamento termico;D13;D;50;kg
2025;CE;Campania;101206;NP;stampi di scarto;R5;R;21000;kg
2025;CE;Campania;101208;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R12;R;410;kg
2025;CE;Campania;101208;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R5;R;13690;kg
2025;CE;Campania;101209;P;rifiuti solidi prodotti dal trattamento dei fumi, contenenti sostanze pericolose;D13;D;93;kg
2025;CE;Campania;101209;P;rifiuti solidi prodotti dal trattamento dei fumi, contenenti sostanze pericolose;D9;D;60780;kg
2025;CE;Campania;101212;NP;rifiuti delle operazioni di smaltatura diversi da quelli di cui alla voce 10 12 11;D13;D;201;kg
2025;CE;Campania;101311;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;R5;R;959580;kg
2025;CE;Campania;110105;P;acidi di decappaggio;D9;D;166000;kg
2025;CE;Campania;110106;P;acidi non specificati altrimenti;D9;D;2640;kg
2025;CE;Campania;110107;P;basi di decappaggio;D9;D;1630;kg
2025;CE;Campania;110108;P;fanghi di fosfatazione;D13;D;12470;kg
2025;CE;Campania;110108;P;fanghi di fosfatazione;D9;D;87640;kg
2025;CE;Campania;110108;P;fanghi di fosfatazione;R12;R;15280;kg
2025;CE;Campania;110109;P;fanghi e residui di filtrazione, contenenti sostanze pericolose;D13;D;88781;kg
2025;CE;Campania;110109;P;fanghi e residui di filtrazione, contenenti sostanze pericolose;D9;D;1227820;kg
2025;CE;Campania;110110;NP;fanghi e residui di filtrazione, diversi da quelli di cui alla voce 11 01 09;D13;D;237940;kg
2025;CE;Campania;110110;NP;fanghi e residui di filtrazione, diversi da quelli di cui alla voce 11 01 09;D9;D;43630;kg
2025;CE;Campania;110111;P;soluzioni acquose di lavaggio, contenenti sostanze pericolose;D9;D;422296;kg
2025;CE;Campania;110112;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;D9;D;1251766;kg
2025;CE;Campania;110113;P;rifiuti di sgrassaggio contenenti sostanze pericolose;D13;D;39444;kg
2025;CE;Campania;110113;P;rifiuti di sgrassaggio contenenti sostanze pericolose;D9;D;44132;kg
2025;CE;Campania;110114;NP;rifiuti di sgrassaggio diversi da quelli di cui alla voce 11 01 13;D9;D;78180;kg
2025;CE;Campania;110116;P;resine a scambio ionico saturate o esaurite;D13;D;1530;kg
2025;CE;Campania;110198;P;altri rifiuti contenenti sostanze pericolose;D13;D;16472;kg
2025;CE;Campania;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;D13;D;27101;kg
2025;CE;Campania;120101;NP;limatura e trucioli di metalli ferrosi;D13;D;963;kg
2025;CE;Campania;120101;NP;limatura e trucioli di metalli ferrosi;R12;R;343146;kg
2025;CE;Campania;120101;NP;limatura e trucioli di metalli ferrosi;R13;R;400;kg
2025;CE;Campania;120101;NP;limatura e trucioli di metalli ferrosi;R4;R;8176318;kg
2025;CE;Campania;120102;NP;polveri e particolato di metalli ferrosi;D13;D;83238;kg
2025;CE;Campania;120102;NP;polveri e particolato di metalli ferrosi;R12;R;40390;kg
2025;CE;Campania;120102;NP;polveri e particolato di metalli ferrosi;R13;R;1100;kg
2025;CE;Campania;120102;NP;polveri e particolato di metalli ferrosi;R4;R;289960;kg
2025;CE;Campania;120103;NP;limatura e trucioli di metalli non ferrosi;D13;D;383;kg
2025;CE;Campania;120103;NP;limatura e trucioli di metalli non ferrosi;R12;R;271213;kg
2025;CE;Campania;120103;NP;limatura e trucioli di metalli non ferrosi;R13;R;95979;kg
2025;CE;Campania;120103;NP;limatura e trucioli di metalli non ferrosi;R4;R;1535131;kg
2025;CE;Campania;120104;NP;polveri e particolato di metalli non ferrosi;D13;D;23351;kg
2025;CE;Campania;120104;NP;polveri e particolato di metalli non ferrosi;R12;R;220;kg
2025;CE;Campania;120104;NP;polveri e particolato di metalli non ferrosi;R4;R;37925;kg
2025;CE;Campania;120105;NP;limatura e trucioli di materiali plastici;D13;D;13053;kg
2025;CE;Campania;120105;NP;limatura e trucioli di materiali plastici;R12;R;104642;kg
2025;CE;Campania;120105;NP;limatura e trucioli di materiali plastici;R3;R;537661;kg
2025;CE;Campania;120107;P;oli minerali per macchinari, non contenenti alogeni (eccetto emulsioni e soluzioni);D13;D;59;kg
2025;CE;Campania;120108;P;emulsioni e soluzioni per macchinari, contenenti alogeni;D13;D;220;kg
2025;CE;Campania;120108;P;emulsioni e soluzioni per macchinari, contenenti alogeni;D9;D;4069;kg
2025;CE;Campania;120109;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;D13;D;48791;kg
2025;CE;Campania;120109;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;D9;D;135399;kg
2025;CE;Campania;120112;P;cere e grassi esauriti;D13;D;9032;kg
2025;CE;Campania;120112;P;cere e grassi esauriti;R12;R;2122;kg
2025;CE;Campania;120113;NP;rifiuti di saldatura;D13;D;97569;kg
2025;CE;Campania;120113;NP;rifiuti di saldatura;R12;R;199;kg
2025;CE;Campania;120114;P;fanghi di lavorazione, contenenti sostanze pericolose;D13;D;34766;kg
2025;CE;Campania;120114;P;fanghi di lavorazione, contenenti sostanze pericolose;D9;D;17789;kg
2025;CE;Campania;120115;NP;fanghi di lavorazione, diversi da quelli di cui alla voce 12 01 14;D13;D;80798;kg
2025;CE;Campania;120116;P;residui di materiale di sabbiatura, contenente sostanze pericolose;D13;D;235422;kg
2025;CE;Campania;120116;P;residui di materiale di sabbiatura, contenente sostanze pericolose;D9;D;307720;kg
2025;CE;Campania;120116;P;residui di materiale di sabbiatura, contenente sostanze pericolose;R12;R;67428;kg
2025;CE;Campania;120116;P;residui di materiale di sabbiatura, contenente sostanze pericolose;R5;R;88880;kg
2025;CE;Campania;120117;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;D13;D;263672;kg
2025;CE;Campania;120117;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;R12;R;95535;kg
2025;CE;Campania;120117;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;R5;R;615946;kg
2025;CE;Campania;120118;P;fanghi metallici (fanghi di rettifica, affilatura e lappatura) contenenti oli;D13;D;10149;kg
2025;CE;Campania;120118;P;fanghi metallici (fanghi di rettifica, affilatura e lappatura) contenenti oli;D9;D;32760;kg
2025;CE;Campania;120120;P;corpi d'utensile e materiali di rettifica esauriti, contenenti sostanze pericolose;D13;D;6055;kg
2025;CE;Campania;120120;P;corpi d'utensile e materiali di rettifica esauriti, contenenti sostanze pericolose;R12;R;13;kg
2025;CE;Campania;120121;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;D13;D;49847;kg
2025;CE;Campania;120121;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;R12;R;24412;kg
2025;CE;Campania;120199;NP;rifiuti non specificati altrimenti;R4;R;8200;kg
2025;CE;Campania;120301;P;soluzioni acquose di lavaggio;D13;D;647;kg
2025;CE;Campania;120301;P;soluzioni acquose di lavaggio;D9;D;306158;kg
2025;CE;Campania;120302;P;rifiuti prodotti da processi di sgrassatura a vapore;D13;D;86;kg
2025;CE;Campania;130105;P;emulsioni non clorurate;D13;D;2545;kg
2025;CE;Campania;130105;P;emulsioni non clorurate;D9;D;3340;kg
2025;CE;Campania;130110;P;oli minerali per circuiti idraulici, non clorurati;D13;D;1;kg
2025;CE;Campania;130110;P;oli minerali per circuiti idraulici, non clorurati;R12;R;3680;kg
2025;CE;Campania;130111;P;oli sintetici per circuiti idraulici;R13;R;23;kg
2025;CE;Campania;130113;P;altri oli per circuiti idraulici;D13;D;1520;kg
2025;CE;Campania;130113;P;altri oli per circuiti idraulici;R12;R;3934;kg
2025;CE;Campania;130113;P;altri oli per circuiti idraulici;R13;R;200;kg
2025;CE;Campania;130205;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;D13;D;2970;kg
2025;CE;Campania;130205;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;R12;R;6469;kg
2025;CE;Campania;130205;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;R13;R;13695;kg
2025;CE;Campania;130206;P;oli sintetici per motori, ingranaggi e lubrificazione;D13;D;8624;kg
2025;CE;Campania;130208;P;altri oli per motori, ingranaggi e lubrificazione;D13;D;4970;kg
2025;CE;Campania;130208;P;altri oli per motori, ingranaggi e lubrificazione;R12;R;53318;kg
2025;CE;Campania;130208;P;altri oli per motori, ingranaggi e lubrificazione;R13;R;700;kg
2025;CE;Campania;130208;P;altri oli per motori, ingranaggi e lubrificazione;R5;R;100;kg
2025;CE;Campania;130307;P;oli minerali isolanti e termoconduttori non clorurati;D13;D;2784;kg
2025;CE;Campania;130307;P;oli minerali isolanti e termoconduttori non clorurati;R12;R;12970;kg
2025;CE;Campania;130308;P;oli sintetici isolanti e oli termoconduttori;D13;D;18;kg
2025;CE;Campania;130310;P;altri oli isolanti e oli termoconduttori;D13;D;6;kg
2025;CE;Campania;130401;P;oli di sentina da navigazione interna;D13;D;2980;kg
2025;CE;Campania;130401;P;oli di sentina da navigazione interna;R13;R;440105;kg
2025;CE;Campania;130502;P;fanghi di prodotti di separazione olio/acqua;D13;D;6660;kg
2025;CE;Campania;130503;P;fanghi da collettori;D13;D;15360;kg
2025;CE;Campania;130506;P;oli prodotti da separatori olio/acqua;D13;D;3464;kg
2025;CE;Campania;130506;P;oli prodotti da separatori olio/acqua;R12;R;2446;kg
2025;CE;Campania;130506;P;oli prodotti da separatori olio/acqua;R13;R;195613;kg
2025;CE;Campania;130507;P;acque oleose prodotte da separatori olio/acqua;D13;D;465;kg
2025;CE;Campania;130507;P;acque oleose prodotte da separatori olio/acqua;D9;D;926673;kg
2025;CE;Campania;130701;P;olio combustibile e carburante diesel;D13;D;1521;kg
2025;CE;Campania;130701;P;olio combustibile e carburante diesel;R12;R;324;kg
2025;CE;Campania;130701;P;olio combustibile e carburante diesel;R13;R;42415;kg
2025;CE;Campania;130703;P;altri carburanti (comprese le miscele);D13;D;4306;kg
2025;CE;Campania;130703;P;altri carburanti (comprese le miscele);R12;R;2518;kg
2025;CE;Campania;130802;P;altre emulsioni;D13;D;2388;kg
2025;CE;Campania;130802;P;altre emulsioni;D9;D;2380229;kg
2025;CE;Campania;130802;P;altre emulsioni;R13;R;135988;kg
2025;CE;Campania;140601;P;clorofluorocarburi, HCFC, HFC;D13;D;193;kg
2025;CE;Campania;140601;P;clorofluorocarburi, HCFC, HFC;R12;R;116;kg
2025;CE;Campania;140602;P;altri solventi e miscele di solventi alogenati;D13;D;458;kg
2025;CE;Campania;140602;P;altri solventi e miscele di solventi alogenati;R12;R;2763;kg
2025;CE;Campania;140603;P;altri solventi e miscele di solventi;D13;D;68945;kg
2025;CE;Campania;140604;P;fanghi o rifiuti solidi, contenenti solventi alogenati;D13;D;10801;kg
2025;CE;Campania;140605;P;fanghi o rifiuti solidi, contenenti altri solventi;D13;D;3040;kg
2025;CE;Campania;150101;NP;imballaggi di carta e cartone;D13;D;1775;kg
2025;CE;Campania;150101;NP;imballaggi di carta e cartone;R12;R;4351796;kg
2025;CE;Campania;150101;NP;imballaggi di carta e cartone;R13;R;1312529;kg
2025;CE;Campania;150101;NP;imballaggi di carta e cartone;R3;R;35620731;kg
2025;CE;Campania;150102;NP;imballaggi di plastica;D13;D;2718;kg
2025;CE;Campania;150102;NP;imballaggi di plastica;R12;R;25234542;kg
2025;CE;Campania;150102;NP;imballaggi di plastica;R13;R;1844795;kg
2025;CE;Campania;150102;NP;imballaggi di plastica;R3;R;9571215;kg
2025;CE;Campania;150103;NP;imballaggi in legno;D13;D;8105;kg
2025;CE;Campania;150103;NP;imballaggi in legno;R12;R;4883537;kg
2025;CE;Campania;150103;NP;imballaggi in legno;R13;R;1131820;kg
2025;CE;Campania;150103;NP;imballaggi in legno;R3;R;2027596;kg
2025;CE;Campania;150103;NP;imballaggi in legno;R5;R;44960;kg
2025;CE;Campania;150104;NP;imballaggi metallici;D13;D;213;kg
2025;CE;Campania;150104;NP;imballaggi metallici;R12;R;500042;kg
2025;CE;Campania;150104;NP;imballaggi metallici;R13;R;3880;kg
2025;CE;Campania;150104;NP;imballaggi metallici;R4;R;10705959;kg
2025;CE;Campania;150105;NP;imballaggi compositi;R12;R;58324;kg
2025;CE;Campania;150105;NP;imballaggi compositi;R3;R;90190;kg
2025;CE;Campania;150106;NP;imballaggi in materiali misti;D13;D;248453;kg
2025;CE;Campania;150106;NP;imballaggi in materiali misti;D14;D;737600;kg
2025;CE;Campania;150106;NP;imballaggi in materiali misti;R12;R;45910489;kg
2025;CE;Campania;150106;NP;imballaggi in materiali misti;R13;R;4210648;kg
2025;CE;Campania;150106;NP;imballaggi in materiali misti;R3;R;5119942;kg
2025;CE;Campania;150106;NP;imballaggi in materiali misti;R4;R;250;kg
2025;CE;Campania;150107;NP;imballaggi di vetro;D13;D;860;kg
2025;CE;Campania;150107;NP;imballaggi di vetro;R12;R;5809458;kg
2025;CE;Campania;150107;NP;imballaggi di vetro;R13;R;229770;kg
2025;CE;Campania;150107;NP;imballaggi di vetro;R5;R;1043300;kg
2025;CE;Campania;150109;NP;imballaggi in materia tessile;D13;D;693;kg
2025;CE;Campania;150109;NP;imballaggi in materia tessile;R12;R;5980;kg
2025;CE;Campania;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D13;D;1468038;kg
2025;CE;Campania;150110;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R12;R;844737;kg
2025;CE;Campania;150111;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;D13;D;16687;kg
2025;CE;Campania;150111;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R12;R;1987;kg
2025;CE;Campania;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D13;D;918786;kg
2025;CE;Campania;150202;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R12;R;519250;kg
