report_id;da_run;a_run;tipo_variazione;Anno;Provincia produttore;Materiale;Unita di misura;Regione;Materiale_ID;Valore_prec;Valore_att;Delta;Stato
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Altro;kg;Lombardia;23;155604004.0;156491573.0;887569.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Carta e cartone;kg;Lombardia;10;364777606.0;379565012.0;14787406.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Legno e sughero;kg;Lombardia;12;6410432.0;6708131.0;297699.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Plastica;kg;Lombardia;11;23345144.0;23532479.0;187335.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Rottami di alluminio;kg;Lombardia;6;4122037.0;4169967.0;47930.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Rottami di ferro e acciaio;kg;Lombardia;8;289333365.0;293480120.0;4146755.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Rottami di rame;kg;Lombardia;9;6825823.0;6835823.0;10000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Rottami di vetro;kg;Lombardia;7;18061360.0;19135210.0;1073850.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MI;Tessili;kg;Lombardia;14;3083898.0;3213404.0;129506.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Aggregati riciclati;kg;Lombardia;5;318368402.0;335541972.0;17173570.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Altri Fertilizzanti;kg;Lombardia;19;20147510.0;20867720.0;720210.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Altro;kg;Lombardia;23;61319506.0;67561886.0;6242380.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;CSS – combustibile;kg;Lombardia;13;1100000.0;1250000.0;150000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Carta e cartone;kg;Lombardia;10;36610990.0;37572390.0;961400.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Legno e sughero;kg;Lombardia;12;3817900.0;3954700.0;136800.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Plastica;kg;Lombardia;11;5383848.0;5478372.0;94524.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Rottami di ferro e acciaio;kg;Lombardia;8;8165227.0;8237227.0;72000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MN;Tessili;kg;Lombardia;14;1065433.0;1152673.0;87240.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Aggregati riciclati;kg;Emilia Romagna;5;456308728.0;469641968.0;13333240.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Altro;kg;Emilia Romagna;23;116032549.0;116618193.0;585644.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Carta e cartone;kg;Emilia Romagna;10;52166687.0;53043107.0;876420.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Materiali ceramici;kg;Emilia Romagna;17;133656220.0;135395680.0;1739460.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Rottami di ferro e acciaio;kg;Emilia Romagna;8;74143729.0;79460595.0;5316866.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Rottami di rame;kg;Emilia Romagna;9;112303.0;120413.0;8110.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MO;Rottami di vetro;kg;Emilia Romagna;7;96226992.0;96288352.0;61360.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MT;Aggregati riciclati;kg;Basilicata;5;123326046.0;136139146.0;12813100.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MT;Altro;kg;Basilicata;23;1657971.0;1698862.0;40891.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MT;Carta e cartone;kg;Basilicata;10;20980820.0;22155070.0;1174250.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MT;Plastica;kg;Basilicata;11;10887250.0;11015260.0;128010.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;MT;Rottami di ferro e acciaio;kg;Basilicata;8;8138192.0;8670567.0;532375.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Aggregati riciclati;kg;Campania;5;1282276431.0;1297207366.0;14930935.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Altro;kg;Campania;23;45027069.0;45296349.0;269280.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Ammendante compostato misto;kg;Campania;2;60120968.0;62983518.0;2862550.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Carta e cartone;kg;Campania;10;90510778.0;94668098.0;4157320.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Plastica;kg;Campania;11;11376160.0;11738050.0;361890.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Rottami di alluminio;kg;Campania;6;2190174.0;2285229.0;95055.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Rottami di ferro e acciaio;kg;Campania;8;28263017.0;29672903.0;1409886.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Rottami di rame;kg;Campania;9;982406.0;1009476.0;27070.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Rottami di vetro;kg;Campania;7;356220.0;379220.0;23000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NA;Tessili;kg;Campania;14;15594227.0;15829675.0;235448.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NO;Aggregati riciclati;kg;Piemonte;5;279756495.0;281732467.0;1975972.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NO;Altro;kg;Piemonte;23;93232615.0;116668115.0;23435500.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NO;Carta e cartone;kg;Piemonte;10;5358809.0;6099059.0;740250.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NO;Plastica;kg;Piemonte;11;12806420.0;12813396.0;6976.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NO;Rottami di alluminio;kg;Piemonte;6;2632173.0;2715463.0;83290.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NO;Rottami di ferro e acciaio;kg;Piemonte;8;12173975.0;12310825.0;136850.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NU;Ammendante compostato misto;kg;Sardegna;2;2303210.0;2693710.0;390500.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;NU;Carta e cartone;kg;Sardegna;10;11221430.0;11289290.0;67860.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;OR;Aggregati riciclati;kg;Sardegna;5;64999850.0;66462810.0;1462960.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;OR;Altro;kg;Sardegna;23;2327175.0;2373710.0;46535.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Aggregati riciclati;kg;Sicilia;5;647954469.0;663001719.0;15047250.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Carta e cartone;kg;Sicilia;10;18107774.0;18745369.0;637595.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Gomma;kg;Sicilia;15;2373300.0;2721100.0;347800.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Gomma vulcanizzata da PFU;kg;Sicilia;22;3062551.0;3106264.0;43713.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Granulato di Conglomerato bituminoso;kg;Sicilia;20;68715030.0;69040690.0;325660.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Plastica;kg;Sicilia;11;185905.0;189531.0;3626.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Rottami di alluminio;kg;Sicilia;6;1056256.0;1116263.0;60007.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PA;Rottami di ferro e acciaio;kg;Sicilia;8;9653202.0;10130827.0;477625.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PC;Ammendante compostato misto;kg;Emilia Romagna;2;5342310.0;5881620.0;539310.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PC;Carta e cartone;kg;Emilia Romagna;10;24543640.0;24565200.0;21560.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PC;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;56399740.0;61499740.0;5100000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PC;Plastica;kg;Emilia Romagna;11;4086048.0;4255024.0;168976.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PC;Rottami di ferro e acciaio;kg;Emilia Romagna;8;17891571.0;18654311.0;762740.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PD;Aggregati riciclati;kg;Veneto;5;434898058.0;440072688.0;5174630.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PD;Legno e sughero;kg;Veneto;12;533287.0;543607.0;10320.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PD;Plastica;kg;Veneto;11;17632263.0;17732605.0;100342.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PD;Rottami di alluminio;kg;Veneto;6;6352506.0;6532565.0;180059.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PD;Rottami di ferro e acciaio;kg;Veneto;8;295805566.0;313839323.0;18033757.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PD;Rottami di rame;kg;Veneto;9;4328158.0;4402850.0;74692.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PE;Aggregati riciclati;kg;Abruzzo;5;107625028.0;108414188.0;789160.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PE;Altro;kg;Abruzzo;23;163521.0;164096.0;575.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PE;Carta e cartone;kg;Abruzzo;10;6719217.0;7685727.0;966510.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PE;Rottami di ferro e acciaio;kg;Abruzzo;8;12081820.0;12259520.0;177700.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Aggregati riciclati;kg;Umbria;5;307550174.0;328036834.0;20486660.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Altro;kg;Umbria;23;24478069.0;25345219.0;867150.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Carta e cartone;kg;Umbria;10;48462878.0;49673988.0;1211110.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Granulato di Conglomerato bituminoso;kg;Umbria;20;70446062.0;76446062.0;6000000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Plastica;kg;Umbria;11;26656505.0;26800461.0;143956.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Rottami di ferro e acciaio;kg;Umbria;8;63059732.0;63390932.0;331200.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Rottami di vetro;kg;Umbria;7;112370826.0;116462181.0;4091355.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PG;Tessili;kg;Umbria;14;2553571.0;2845603.0;292032.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PI;Aggregati riciclati;kg;Toscana;5;56254534.0;60671944.0;4417410.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PI;Altro;kg;Toscana;23;56248055.0;58177989.0;1929934.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PI;Plastica;kg;Toscana;11;1765852.0;1813712.0;47860.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Aggregati riciclati;kg;Friuli Venezia Giulia;5;462811500.0;464110840.0;1299340.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Altro;kg;Friuli Venezia Giulia;23;65917082.0;73764784.0;7847702.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Carta e cartone;kg;Friuli Venezia Giulia;10;17720195.0;18765015.0;1044820.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Legno e sughero;kg;Friuli Venezia Giulia;12;5144053.0;5285139.0;141086.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Rottami di alluminio;kg;Friuli Venezia Giulia;6;278952.0;288952.0;10000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Rottami di ferro e acciaio;kg;Friuli Venezia Giulia;8;22314951.0;23598104.0;1283153.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Rottami di rame;kg;Friuli Venezia Giulia;9;66537.0;69037.0;2500.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PN;Rottami di vetro;kg;Friuli Venezia Giulia;7;99256787.0;107993118.0;8736331.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PO;Aggregati riciclati;kg;Toscana;5;298851570.0;299473570.0;622000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PO;Carta e cartone;kg;Toscana;10;41057949.0;43587180.0;2529231.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PO;Rottami di ferro e acciaio;kg;Toscana;8;7299315.0;7459075.0;159760.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PO;Tessili;kg;Toscana;14;14145597.0;14231697.0;86100.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PR;Aggregati riciclati;kg;Emilia Romagna;5;159334667.0;162166667.0;2832000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PR;Altro;kg;Emilia Romagna;23;8492389.0;8855859.0;363470.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PR;Carta e cartone;kg;Emilia Romagna;10;56748881.0;61268438.0;4519557.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PR;Legno e sughero;kg;Emilia Romagna;12;473792.0;495202.0;21410.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PR;Plastica;kg;Emilia Romagna;11;5131361.0;5144044.0;12683.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PR;Rottami di ferro e acciaio;kg;Emilia Romagna;8;80497513.0;82156728.0;1659215.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PT;Altro;kg;Toscana;23;33980.0;43036.0;9056.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PT;Granulato di Conglomerato bituminoso;kg;Toscana;20;66895005.0;72105005.0;5210000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PT;Plastica;kg;Toscana;11;577436.0;626793.0;49357.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PT;Rottami di ferro e acciaio;kg;Toscana;8;5801210.0;5960710.0;159500.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PU;Aggregati riciclati;kg;Marche;5;47556438.0;47725338.0;168900.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PU;Altro;kg;Marche;23;4603134.0;4626884.0;23750.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PU;Carta e cartone;kg;Marche;10;11200520.0;11251580.0;51060.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PU;Legno e sughero;kg;Marche;12;1056950.0;1068890.0;11940.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PU;Plastica;kg;Marche;11;356327.0;431327.0;75000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Aggregati riciclati;kg;Lombardia;5;770528442.0;792499682.0;21971240.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Altri Ammendanti;kg;Lombardia;3;53008220.0;53308220.0;300000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Altro;kg;Lombardia;23;144516423.0;145306349.0;789926.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Ammendante compostato misto;kg;Lombardia;2;979900.0;1193520.0;213620.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Carta e cartone;kg;Lombardia;10;6315862.0;6369862.0;54000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Correttivi da Fanghi;kg;Lombardia;18;188966340.0;191924270.0;2957930.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Plastica;kg;Lombardia;11;23681290.0;24278603.0;597313.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PV;Rottami di ferro e acciaio;kg;Lombardia;8;15717844.0;16004854.0;287010.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PZ;CSS – combustibile;kg;Basilicata;13;8486954.0;8702875.0;215921.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PZ;Carta e cartone;kg;Basilicata;10;4204794.0;4245633.0;40839.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PZ;Gomma vulcanizzata da PFU;kg;Basilicata;22;7518466.0;7824650.0;306184.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PZ;Rottami di alluminio;kg;Basilicata;6;2273042.0;2351292.0;78250.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;PZ;Rottami di ferro e acciaio;kg;Basilicata;8;195538878.0;209049003.0;13510125.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RA;Altro;kg;Emilia Romagna;23;77993898.0;86129633.0;8135735.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RA;Carta e cartone;kg;Emilia Romagna;10;24211920.0;24613590.0;401670.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RA;Rottami di ferro e acciaio;kg;Emilia Romagna;8;31291192.0;31509322.0;218130.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RC;Aggregati riciclati;kg;Calabria;5;103022997.0;111974967.0;8951970.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RC;Ammendante compostato misto;kg;Calabria;2;13414651.0;13764651.0;350000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RC;Carta e cartone;kg;Calabria;10;2639287.0;3104957.0;465670.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RC;Plastica;kg;Calabria;11;10750.0;11495.0;745.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RE;Aggregati riciclati;kg;Emilia Romagna;5;155493431.0;155587851.0;94420.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RE;Altro;kg;Emilia Romagna;23;14100672.0;14795032.0;694360.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RE;Carta e cartone;kg;Emilia Romagna;10;17823710.0;17970710.0;147000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RE;Correttivi da Fanghi;kg;Emilia Romagna;18;3337320.0;5691170.0;2353850.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RE;Materiali ceramici;kg;Emilia Romagna;17;14409990.0;14612810.0;202820.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RE;Rottami di ferro e acciaio;kg;Emilia Romagna;8;41599478.0;41746808.0;147330.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RG;Aggregati riciclati;kg;Sicilia;5;159707291.0;166520071.0;6812780.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RG;Altro;kg;Sicilia;23;483657.0;483797.0;140.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RG;Ammendante compostato misto;kg;Sicilia;2;2292025.0;2930685.0;638660.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RG;Rottami di alluminio;kg;Sicilia;6;119432.0;126752.0;7320.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RM;Altro;kg;Lazio;23;23685203.0;23727763.0;42560.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RM;Carta e cartone;kg;Lazio;10;172288525.0;178020053.0;5731528.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RM;Granulato di Conglomerato bituminoso;kg;Lazio;20;274939431.0;283313021.0;8373590.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RM;Rottami di ferro e acciaio;kg;Lazio;8;109514827.0;113395693.0;3880866.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RN;Altro;kg;Emilia Romagna;23;19766762.0;19846762.0;80000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RN;Carta e cartone;kg;Emilia Romagna;10;18490960.0;18915110.0;424150.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RN;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;95813203.0;100119283.0;4306080.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RN;Rottami di alluminio;kg;Emilia Romagna;6;886293.0;958133.0;71840.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RN;Rottami di ferro e acciaio;kg;Emilia Romagna;8;21612000.0;22344150.0;732150.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RO;Aggregati riciclati;kg;Veneto;5;155128610.0;155828610.0;700000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RO;Carta e cartone;kg;Veneto;10;23353260.0;24114710.0;761450.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RO;Plastica;kg;Veneto;11;16325855.0;17246733.0;920878.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;RO;Rottami di ferro e acciaio;kg;Veneto;8;6483118.0;6563418.0;80300.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SA;Aggregati riciclati;kg;Campania;5;704565179.0;752015791.0;47450612.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SA;Altro;kg;Campania;23;28044608.0;28127978.0;83370.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SA;Carta e cartone;kg;Campania;10;100657672.0;101301247.0;643575.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SA;Plastica;kg;Campania;11;17906040.0;17906640.0;600.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SA;Rottami di alluminio;kg;Campania;6;1260581.0;1286081.0;25500.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SA;Rottami di ferro e acciaio;kg;Campania;8;88255882.0;90483132.0;2227250.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SI;Aggregati riciclati;kg;Toscana;5;191236437.0;196088982.0;4852545.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SI;Plastica;kg;Toscana;11;21910.0;23265.0;1355.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SI;Rottami di alluminio;kg;Toscana;6;67024.0;73999.0;6975.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SI;Rottami di ferro e acciaio;kg;Toscana;8;6526680.0;6585085.0;58405.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SI;Rottami di rame;kg;Toscana;9;42405.0;42955.0;550.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SR;Aggregati riciclati;kg;Sicilia;5;73113030.0;73237770.0;124740.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SR;Altri Ammendanti;kg;Sicilia;3;16154343.0;16811535.0;657192.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SR;Altro;kg;Sicilia;23;6754620.0;7094920.0;340300.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SR;Rottami di ferro e acciaio;kg;Sicilia;8;26324595.0;26423015.0;98420.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SS;Aggregati riciclati;kg;Sardegna;5;53877230.0;54177230.0;300000.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SS;Altro;kg;Sardegna;23;6196036.0;6356846.0;160810.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SS;Carta e cartone;kg;Sardegna;10;18720610.0;19257270.0;536660.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SS;Rottami di ferro e acciaio;kg;Sardegna;8;6832436.0;7124896.0;292460.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SU;Aggregati riciclati;kg;Sardegna;5;63411947.0;66388467.0;2976520.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SU;Altro;kg;Sardegna;23;2037210.0;2084120.0;46910.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SU;Carta e cartone;kg;Sardegna;10;19544990.0;20098350.0;553360.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SU;Rottami di ferro e acciaio;kg;Sardegna;8;1945382.0;2002062.0;56680.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SV;Altro;kg;Liguria;23;57860764.0;59679507.0;1818743.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SV;Ammendante compostato misto;kg;Liguria;2;2089150.0;2603400.0;514250.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SV;Ammendante compostato verde;kg;Liguria;1;2569230.0;2669610.0;100380.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SV;Carta e cartone;kg;Liguria;10;18756668.0;20589465.0;1832797.0;riga preesistente
57;2026-09-07;2026-09-15;accumulo anno corrente;2026;SV;Rottami di vetro;kg;Liguria;7;118898637.0;124671807.0;5773170.0;riga preesistente
