report_id;da_run;a_run;tipo_variazione;Anno;Provincia produttore;Codice EER;Unita di misura;Regione;Pericoloso;Descrizione EER;Valore_prec;Valore_att;Delta;Stato
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AG;130208;kg;Sicilia;P;altri oli per motori, ingranaggi e lubrificazione;236214.0;236414.0;200.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AG;130208;l;Sicilia;P;altri oli per motori, ingranaggi e lubrificazione;10148.0;9948.0;-200.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AG;150110;kg;Sicilia;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;75540.0;75565.0;25.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AG;190813;kg;Sicilia;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;70445.0;70645.0;200.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AR;150110;kg;Toscana;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;718924.0;718954.0;30.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AR;150202;kg;Toscana;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;252734.0;252924.0;190.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AR;160107;kg;Toscana;P;filtri dell'olio;49820.0;49940.0;120.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AR;160112;kg;Toscana;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;17855.0;17895.0;40.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AR;160121;kg;Toscana;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;16247.0;16257.0;10.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;AT;020705;kg;Piemonte;NP;fanghi da trattamento in loco degli effluenti;871580.0;870940.0;-640.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BA;080318;kg;Puglia;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;78318.0;78329.0;11.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BA;150106;kg;Puglia;NP;imballaggi in materiali misti;12604452.0;12629952.0;25500.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BA;160604;kg;Puglia;NP;batterie alcaline (tranne 16 06 03);3363.0;3367.0;4.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BA;200133;kg;Puglia;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;9373.0;9793.0;420.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BG;101103;kg;Lombardia;NP;scarti di materiali in fibra a base di vetro;1408312.0;1404932.0;-3380.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BG;150103;kg;Lombardia;NP;imballaggi in legno;28642165.0;28643385.0;1220.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BG;170603;kg;Lombardia;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;1895724.0;1890734.0;-4990.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BG;170904;kg;Lombardia;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;108831934.0;108834094.0;2160.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BO;150102;kg;Emilia Romagna;NP;imballaggi di plastica;8861929.0;8861469.0;-460.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BO;160305;kg;Emilia Romagna;P;rifiuti organici contenenti sostanze pericolose;1615196.0;1611196.0;-4000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BO;160306;kg;Emilia Romagna;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;1309754.0;1313754.0;4000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;080121;kg;Lombardia;P;residui di pittura o di sverniciatori;30863.0;30773.0;-90.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;130110;l;Lombardia;P;oli minerali per circuiti idraulici, non clorurati;14840.0;15240.0;400.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;150101;kg;Lombardia;NP;imballaggi di carta e cartone;49267059.0;49292759.0;25700.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;150102;kg;Lombardia;NP;imballaggi di plastica;17075131.0;17088081.0;12950.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;150103;kg;Lombardia;NP;imballaggi in legno;31757172.0;31782072.0;24900.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;150106;kg;Lombardia;NP;imballaggi in materiali misti;34516969.0;34547269.0;30300.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;170402;kg;Lombardia;NP;alluminio;5361073.0;5388293.0;27220.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;170405;kg;Lombardia;NP;ferro e acciaio;103636729.0;103927075.0;290346.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BS;170604;kg;Lombardia;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;760099.0;761369.0;1270.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BT;130208;kg;Puglia;P;altri oli per motori, ingranaggi e lubrificazione;168638.0;168758.0;120.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BT;160107;kg;Puglia;P;filtri dell'olio;14182.0;14212.0;30.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BT;160601;kg;Puglia;P;batterie al piombo;143326.0;143456.0;130.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BT;200133;kg;Puglia;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;35.0;105.0;70.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;BZ;150202;kg;Trentino Alto Adige;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;370967.0;370877.0;-90.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;130205;kg;Sardegna;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;1302604.0;1304776.0;2172.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160103;kg;Sardegna;NP;pneumatici fuori uso;809027.0;818247.0;9220.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160104;kg;Sardegna;P;veicoli fuori uso;3201608.0;3471789.0;270181.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160106;kg;Sardegna;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;7674593.0;7835493.0;160900.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160107;kg;Sardegna;P;filtri dell'olio;49469.0;49504.0;35.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160117;kg;Sardegna;NP;metalli ferrosi;2942117.0;2998817.0;56700.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160118;kg;Sardegna;NP;metalli non ferrosi;208093.0;210542.0;2449.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160119;kg;Sardegna;NP;plastica;185483.0;187823.0;2340.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160120;kg;Sardegna;NP;vetro;150529.0;151579.0;1050.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160122;kg;Sardegna;NP;componenti non specificati altrimenti;1325680.0;1373593.0;47913.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160601;kg;Sardegna;P;batterie al piombo;1605648.0;1609963.0;4315.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;160801;kg;Sardegna;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);52665.0;53645.0;980.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;170101;kg;Sardegna;NP;cemento;14208640.0;14208840.0;200.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;170401;kg;Sardegna;NP;rame, bronzo, ottone;1037481.0;1037931.0;450.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;170405;kg;Sardegna;NP;ferro e acciaio;18598199.0;18598929.0;730.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;170411;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;630101.0;630836.0;735.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CA;180103;l;Sardegna;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;963.0;4163.0;3200.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;150110;l;Campania;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;3000.0;3003.0;3.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;150202;kg;Campania;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;665941.0;665942.0;1.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;160107;kg;Campania;P;filtri dell'olio;137452.0;137454.0;2.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;160112;kg;Campania;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;16790.0;16791.0;1.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;160117;kg;Campania;NP;metalli ferrosi;5546119.0;5546122.0;3.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;160119;kg;Campania;NP;plastica;288531.0;288431.0;-100.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;170203;kg;Campania;NP;plastica;290420.0;290520.0;100.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CE;200125;kg;Campania;NP;oli e grassi commestibili;189323.0;195803.0;6480.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CH;130205;kg;Abruzzo;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;465545.0;465725.0;180.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170101;kg;Sardegna;NP;cemento;7630130.0;8831200.0;1201070.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170107;kg;Sardegna;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;0.0;30370.0;30370.0;riga nuova
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170201;kg;Sardegna;NP;legno;0.0;15960.0;15960.0;riga nuova
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170302;kg;Sardegna;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;20000.0;44000.0;24000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170405;kg;Sardegna;NP;ferro e acciaio;17120.0;35940.0;18820.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170411;kg;Sardegna;NP;cavi, diversi da quelli di cui alla voce 17 04 10;260.0;1440.0;1180.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;170504;kg;Sardegna;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;18058000.0;18564550.0;506550.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CI;200301;kg;Sardegna;NP;rifiuti urbani non differenziati;0.0;1550.0;1550.0;riga nuova
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CL;150203;kg;Sicilia;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;90613.0;90153.0;-460.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;120101;kg;Piemonte;NP;limatura e trucioli di metalli ferrosi;13239718.0;13245318.0;5600.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;150103;kg;Piemonte;NP;imballaggi in legno;13816332.0;13816432.0;100.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;150106;kg;Piemonte;NP;imballaggi in materiali misti;22142675.0;22142715.0;40.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;150110;kg;Piemonte;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;2678348.0;2678593.0;245.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;150202;kg;Piemonte;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;666011.0;666216.0;205.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;160216;kg;Piemonte;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;762167.0;762247.0;80.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;170405;kg;Piemonte;NP;ferro e acciaio;49224225.0;49236075.0;11850.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;170411;kg;Piemonte;NP;cavi, diversi da quelli di cui alla voce 17 04 10;723785.0;724085.0;300.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;170603;kg;Piemonte;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;727720.0;728110.0;390.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;170802;kg;Piemonte;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;230785.0;230825.0;40.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CN;170904;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;168473427.0;168474117.0;690.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CO;080118;kg;Lombardia;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;58296.0;56316.0;-1980.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CO;120109;kg;Lombardia;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;1743192.0;1743174.0;-18.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CO;150101;kg;Lombardia;NP;imballaggi di carta e cartone;20003423.0;20004403.0;980.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CO;161001;kg;Lombardia;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;604341.0;604359.0;18.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;030105;kg;Lombardia;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;3219657.0;3220107.0;450.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;070213;kg;Lombardia;NP;rifiuti plastici;1517581.0;1517801.0;220.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;080121;kg;Lombardia;P;residui di pittura o di sverniciatori;2250.0;3050.0;800.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;120105;kg;Lombardia;NP;limatura e trucioli di materiali plastici;699923.0;700703.0;780.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;140603;kg;Lombardia;P;altri solventi e miscele di solventi;450527.0;450562.0;35.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;140605;kg;Lombardia;P;fanghi o rifiuti solidi, contenenti altri solventi;62724.0;62761.0;37.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;150106;kg;Lombardia;NP;imballaggi in materiali misti;14892570.0;14892643.0;73.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;150110;kg;Lombardia;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;1553041.0;1553251.0;210.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;150202;kg;Lombardia;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;782007.0;782060.0;53.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;160601;kg;Lombardia;P;batterie al piombo;744506.0;744599.0;93.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;170203;kg;Lombardia;NP;plastica;276452.0;277482.0;1030.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CR;170405;kg;Lombardia;NP;ferro e acciaio;51172260.0;51174325.0;2065.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;080118;kg;Calabria;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;160.0;165.0;5.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;130208;kg;Calabria;P;altri oli per motori, ingranaggi e lubrificazione;352920.0;354402.0;1482.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;130208;l;Calabria;P;altri oli per motori, ingranaggi e lubrificazione;87821.0;90821.0;3000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;130802;kg;Calabria;P;altre emulsioni;5461.0;5486.0;25.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;150106;kg;Calabria;NP;imballaggi in materiali misti;4541294.0;4541994.0;700.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;150110;kg;Calabria;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;127527.0;127587.0;60.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;150202;kg;Calabria;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;112694.0;112824.0;130.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;150203;kg;Calabria;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;72363.0;72413.0;50.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;160103;kg;Calabria;NP;pneumatici fuori uso;1222134.0;1252134.0;30000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;160107;kg;Calabria;P;filtri dell'olio;44949.0;45269.0;320.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CS;160122;kg;Calabria;NP;componenti non specificati altrimenti;850102.0;850152.0;50.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CT;150110;kg;Sicilia;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;212824.0;214482.0;1658.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CT;150202;kg;Sicilia;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;184843.0;186258.0;1415.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;CT;200125;kg;Sicilia;NP;oli e grassi commestibili;184718.0;184738.0;20.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;EN;160213;kg;Sicilia;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;9770.0;6770.0;-3000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;EN;160214;kg;Sicilia;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;78524.0;81524.0;3000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FG;150101;kg;Puglia;NP;imballaggi di carta e cartone;2984640.0;2991640.0;7000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FG;160214;kg;Puglia;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;498666.0;498946.0;280.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FG;180103;kg;Puglia;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;2304614.0;2305869.0;1255.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FG;200133;kg;Puglia;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;562.0;762.0;200.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FI;130208;kg;Toscana;P;altri oli per motori, ingranaggi e lubrificazione;1092639.0;1093039.0;400.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FI;150101;kg;Toscana;NP;imballaggi di carta e cartone;15404619.0;15405019.0;400.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FI;160601;kg;Toscana;P;batterie al piombo;1097826.0;1098636.0;810.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FI;170201;kg;Toscana;NP;legno;1811908.0;1817908.0;6000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FI;170904;kg;Toscana;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;329392513.0;329394513.0;2000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FR;150202;kg;Lazio;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;502275.0;502276.0;1.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;FR;160107;kg;Lazio;P;filtri dell'olio;72991.0;72993.0;2.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;130110;l;Liguria;P;oli minerali per circuiti idraulici, non clorurati;1630.0;1480.0;-150.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;130205;l;Liguria;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;91050.0;91200.0;150.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;140601;kg;Liguria;P;clorofluorocarburi, HCFC, HFC;6843.0;7106.0;263.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;150202;kg;Liguria;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;638853.0;638864.0;11.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;160211;kg;Liguria;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;96927.0;96997.0;70.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;180103;kg;Liguria;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;2896461.0;2896468.0;7.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;180202;kg;Liguria;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;39676.0;39975.0;299.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;GE;180208;kg;Liguria;NP;medicinali diversi da quelli di cui alla voce 18 02 07;13.0;18.0;5.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;IS;150110;kg;Molise;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;34264.0;34258.0;-6.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;KR;160601;kg;Calabria;P;batterie al piombo;277437.0;277487.0;50.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LE;080318;kg;Puglia;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;11957.0;12009.0;52.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LE;180103;kg;Puglia;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;1752841.0;1753317.0;476.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LE;200101;kg;Puglia;NP;carta e cartone;278759.0;279759.0;1000.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LI;150103;kg;Toscana;NP;imballaggi in legno;2740918.0;2747122.0;6204.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LI;160107;kg;Toscana;P;filtri dell'olio;72212.0;72512.0;300.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LO;080111;kg;Lombardia;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;224369.0;224439.0;70.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LO;120101;kg;Lombardia;NP;limatura e trucioli di metalli ferrosi;1881771.0;1882271.0;500.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LO;120113;kg;Lombardia;NP;rifiuti di saldatura;26844.0;27774.0;930.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LO;120117;kg;Lombardia;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;22230.0;22510.0;280.0;riga preesistente
56;2026-09-07;2026-09-15;retroattiva (anno chiuso);2025;LO;150106;kg;Lombardia;NP;imballaggi in materiali misti;7948151.0;7953651.0;5500.0;riga preesistente
