report_id;da_run;a_run;tipo_variazione;Provincia;Campo;Regione;Valore_prec;Valore_att;Delta;Stato
59;2026-09-15;2026-09-18;stato attuale (senza anno);MS;Numero unita locali iscritte;Toscana;1456;1457;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);MS;di cui Produttore;Toscana;1385;1386;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);MT;Numero operatori iscritti;Basilicata;1170;1179;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);MT;Numero unita locali iscritte;Basilicata;1526;1537;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);MT;di cui Produttore;Basilicata;1443;1453;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);MT;di cui Trasportatore;Basilicata;215;217;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NA;Numero operatori iscritti;Campania;13506;13571;65;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NA;Numero unita locali iscritte;Campania;16307;16388;81;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NA;di cui Intermediario senza detenzione;Campania;428;429;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NA;di cui Produttore;Campania;15280;15357;77;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NA;di cui Recuperatore;Campania;367;368;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NA;di cui Trasportatore;Campania;2137;2147;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NO;Numero operatori iscritti;Piemonte;2332;2341;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NO;Numero unita locali iscritte;Piemonte;2917;2926;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NO;di cui Produttore;Piemonte;2755;2764;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NO;di cui Trasportatore;Piemonte;271;272;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NU;Numero operatori iscritti;Sardegna;957;963;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NU;Numero unita locali iscritte;Sardegna;1299;1293;-6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NU;di cui Produttore;Sardegna;1159;1153;-6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NU;di cui Smaltitore;Sardegna;14;13;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);NU;di cui Trasportatore;Sardegna;227;229;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OG;Numero operatori iscritti;Sardegna;42;44;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OG;Numero unita locali iscritte;Sardegna;52;68;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OG;di cui Produttore;Sardegna;45;61;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OG;di cui Smaltitore;Sardegna;0;1;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OR;Numero operatori iscritti;Sardegna;854;855;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OR;Numero unita locali iscritte;Sardegna;1221;1223;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OR;di cui Produttore;Sardegna;1121;1123;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OR;di cui Trasportatore;Sardegna;179;180;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OT;Numero operatori iscritti;Sardegna;128;137;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OT;Numero unita locali iscritte;Sardegna;151;237;86;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OT;di cui Produttore;Sardegna;145;229;84;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OT;di cui Recuperatore;Sardegna;2;3;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OT;di cui Smaltitore;Sardegna;0;5;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);OT;di cui Trasportatore;Sardegna;11;13;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PA;Numero operatori iscritti;Sicilia;4705;4744;39;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PA;Numero unita locali iscritte;Sicilia;5970;6015;45;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PA;di cui Intermediario senza detenzione;Sicilia;55;54;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PA;di cui Produttore;Sicilia;5399;5442;43;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PA;di cui Trasportatore;Sicilia;1019;1022;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PC;Numero operatori iscritti;Emilia Romagna;2024;2033;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PC;Numero unita locali iscritte;Emilia Romagna;2599;2608;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PC;di cui Produttore;Emilia Romagna;2472;2481;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PD;Numero operatori iscritti;Veneto;6709;6723;14;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PD;Numero unita locali iscritte;Veneto;8332;8348;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PD;di cui Produttore;Veneto;8035;8050;15;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PD;di cui Trasportatore;Veneto;689;694;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PE;Numero operatori iscritti;Abruzzo;1642;1651;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PE;Numero unita locali iscritte;Abruzzo;1937;1946;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PE;di cui Produttore;Abruzzo;1799;1807;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PE;di cui Trasportatore;Abruzzo;275;276;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PG;Numero operatori iscritti;Umbria;5353;5369;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PG;Numero unita locali iscritte;Umbria;6741;6761;20;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PG;di cui Produttore;Umbria;6411;6431;20;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PG;di cui Trasportatore;Umbria;683;685;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PI;Numero operatori iscritti;Toscana;3082;3094;12;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PI;Numero unita locali iscritte;Toscana;3914;3930;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PI;di cui Produttore;Toscana;3685;3701;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PI;di cui Trasportatore;Toscana;428;430;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PN;Numero operatori iscritti;Friuli Venezia Giulia;2314;2322;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PN;Numero unita locali iscritte;Friuli Venezia Giulia;3058;3066;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PN;di cui Produttore;Friuli Venezia Giulia;2897;2905;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PN;di cui Trasportatore;Friuli Venezia Giulia;212;214;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PO;Numero operatori iscritti;Toscana;3007;3015;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PO;Numero unita locali iscritte;Toscana;3458;3470;12;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PO;di cui Produttore;Toscana;3280;3292;12;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PR;Numero operatori iscritti;Emilia Romagna;2949;2954;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PR;Numero unita locali iscritte;Emilia Romagna;3830;3836;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PR;di cui Produttore;Emilia Romagna;3686;3691;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PR;di cui Trasportatore;Emilia Romagna;323;324;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PT;Numero operatori iscritti;Toscana;2010;2017;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PT;Numero unita locali iscritte;Toscana;2481;2488;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PT;di cui Produttore;Toscana;2320;2327;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PU;Numero operatori iscritti;Marche;2584;2587;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PU;Numero unita locali iscritte;Marche;3352;3357;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PU;di cui Intermediario senza detenzione;Marche;45;46;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PU;di cui Produttore;Marche;3206;3209;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PU;di cui Trasportatore;Marche;290;293;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PV;Numero operatori iscritti;Lombardia;3201;3215;14;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PV;Numero unita locali iscritte;Lombardia;4046;4064;18;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PV;di cui Centro di raccolta;Lombardia;70;73;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PV;di cui Produttore;Lombardia;3753;3767;14;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PV;di cui Recuperatore;Lombardia;183;184;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PV;di cui Trasportatore;Lombardia;449;451;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PZ;Numero operatori iscritti;Basilicata;2089;2098;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PZ;Numero unita locali iscritte;Basilicata;2945;2955;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PZ;di cui Produttore;Basilicata;2727;2738;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);PZ;di cui Trasportatore;Basilicata;452;453;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RA;Numero operatori iscritti;Emilia Romagna;2319;2325;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RA;Numero unita locali iscritte;Emilia Romagna;3139;3146;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RA;di cui Produttore;Emilia Romagna;2988;2994;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RA;di cui Recuperatore;Emilia Romagna;135;137;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RA;di cui Trasportatore;Emilia Romagna;247;248;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RC;Numero operatori iscritti;Calabria;2131;2146;15;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RC;Numero unita locali iscritte;Calabria;2428;2444;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RC;di cui Produttore;Calabria;2228;2244;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RE;Numero operatori iscritti;Emilia Romagna;3252;3258;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RE;Numero unita locali iscritte;Emilia Romagna;4266;4275;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RE;di cui Intermediario senza detenzione;Emilia Romagna;34;37;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RE;di cui Produttore;Emilia Romagna;4106;4112;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RG;Numero operatori iscritti;Sicilia;1567;1582;15;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RG;Numero unita locali iscritte;Sicilia;1847;1857;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RG;di cui Centro di raccolta;Sicilia;6;7;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RG;di cui Produttore;Sicilia;1748;1756;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RG;di cui Trasportatore;Sicilia;169;171;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RI;Numero operatori iscritti;Lazio;779;783;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RI;Numero unita locali iscritte;Lazio;1046;1050;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RI;di cui Produttore;Lazio;988;992;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RI;di cui Trasportatore;Lazio;110;109;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;Numero operatori iscritti;Lazio;17393;17499;106;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;Numero unita locali iscritte;Lazio;22735;22872;137;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;di cui Centro di raccolta;Lazio;101;102;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;di cui Intermediario senza detenzione;Lazio;577;578;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;di cui Produttore;Lazio;21157;21288;131;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;di cui Recuperatore;Lazio;316;317;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RM;di cui Trasportatore;Lazio;3225;3239;14;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RN;Numero operatori iscritti;Emilia Romagna;1904;1906;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RN;Numero unita locali iscritte;Emilia Romagna;2330;2331;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RN;di cui Produttore;Emilia Romagna;2220;2219;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RN;di cui Trasportatore;Emilia Romagna;210;212;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RO;Numero operatori iscritti;Veneto;1628;1632;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RO;Numero unita locali iscritte;Veneto;1984;1988;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RO;di cui Produttore;Veneto;1902;1905;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);RO;di cui Trasportatore;Veneto;189;190;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SA;Numero operatori iscritti;Campania;5982;6019;37;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SA;Numero unita locali iscritte;Campania;7506;7555;49;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SA;di cui Centro di raccolta;Campania;109;110;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SA;di cui Produttore;Campania;7014;7063;49;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SA;di cui Recuperatore;Campania;222;221;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SA;di cui Trasportatore;Campania;997;998;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SI;Numero operatori iscritti;Toscana;1943;1950;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SI;Numero unita locali iscritte;Toscana;2564;2571;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SI;di cui Centro di raccolta;Toscana;37;38;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SI;di cui Produttore;Toscana;2460;2467;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SI;di cui Trasportatore;Toscana;242;243;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SO;Numero operatori iscritti;Lombardia;1341;1348;7;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SO;Numero unita locali iscritte;Lombardia;1676;1686;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SO;di cui Centro di raccolta;Lombardia;40;41;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SO;di cui Produttore;Lombardia;1596;1605;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SP;Numero operatori iscritti;Liguria;1279;1281;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SP;Numero unita locali iscritte;Liguria;1606;1608;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SP;di cui Produttore;Liguria;1550;1552;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SP;di cui Trasportatore;Liguria;140;141;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SR;Numero operatori iscritti;Sicilia;1623;1632;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SR;Numero unita locali iscritte;Sicilia;2020;2031;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SR;di cui Produttore;Sicilia;1915;1926;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SR;di cui Trasportatore;Sicilia;256;257;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SS;Numero operatori iscritti;Sardegna;2651;2659;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SS;Numero unita locali iscritte;Sardegna;3623;3559;-64;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SS;di cui Produttore;Sardegna;3394;3329;-65;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SS;di cui Recuperatore;Sardegna;117;118;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SS;di cui Smaltitore;Sardegna;54;49;-5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SU;Numero operatori iscritti;Sardegna;1516;1514;-2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SU;Numero unita locali iscritte;Sardegna;2127;2010;-117;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SU;di cui Produttore;Sardegna;1883;1766;-117;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SU;di cui Smaltitore;Sardegna;27;23;-4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SU;di cui Trasportatore;Sardegna;466;465;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SV;Numero operatori iscritti;Liguria;1531;1535;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SV;Numero unita locali iscritte;Liguria;1956;1965;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);SV;di cui Produttore;Liguria;1840;1849;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TA;Numero operatori iscritti;Puglia;2446;2451;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TA;Numero unita locali iscritte;Puglia;3037;3036;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TA;di cui Produttore;Puglia;2805;2804;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TA;di cui Recuperatore;Puglia;102;103;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TA;di cui Trasportatore;Puglia;429;428;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TE;Numero operatori iscritti;Abruzzo;1967;1970;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TE;Numero unita locali iscritte;Abruzzo;2394;2399;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TE;di cui Intermediario senza detenzione;Abruzzo;50;51;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TE;di cui Produttore;Abruzzo;2269;2273;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TN;Numero operatori iscritti;Trentino Alto Adige;4044;4062;18;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TN;Numero unita locali iscritte;Trentino Alto Adige;5461;5483;22;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TN;di cui Produttore;Trentino Alto Adige;5232;5254;22;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TO;Numero operatori iscritti;Piemonte;11387;11417;30;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TO;Numero unita locali iscritte;Piemonte;15241;15279;38;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TO;di cui Produttore;Piemonte;14486;14525;39;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TO;di cui Smaltitore;Piemonte;113;114;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TO;di cui Trasportatore;Piemonte;1811;1815;4;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TP;Numero operatori iscritti;Sicilia;2871;2889;18;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TP;Numero unita locali iscritte;Sicilia;3332;3352;20;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TP;di cui Produttore;Sicilia;3193;3213;20;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TR;Numero operatori iscritti;Umbria;1489;1494;5;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TR;Numero unita locali iscritte;Umbria;1938;1946;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TR;di cui Produttore;Umbria;1829;1837;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TS;Numero operatori iscritti;Friuli Venezia Giulia;1047;1046;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TS;Numero unita locali iscritte;Friuli Venezia Giulia;1366;1365;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TS;di cui Produttore;Friuli Venezia Giulia;1296;1295;-1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TV;Numero operatori iscritti;Veneto;6405;6433;28;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TV;Numero unita locali iscritte;Veneto;8127;8155;28;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);TV;di cui Produttore;Veneto;7893;7921;28;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);UD;Numero operatori iscritti;Friuli Venezia Giulia;3656;3672;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);UD;Numero unita locali iscritte;Friuli Venezia Giulia;4747;4765;18;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);UD;di cui Centro di raccolta;Friuli Venezia Giulia;116;117;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);UD;di cui Intermediario senza detenzione;Friuli Venezia Giulia;62;63;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);UD;di cui Produttore;Friuli Venezia Giulia;4509;4525;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VA;Numero operatori iscritti;Lombardia;5293;5302;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VA;Numero unita locali iscritte;Lombardia;6491;6502;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VA;di cui Produttore;Lombardia;6098;6109;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VB;Numero operatori iscritti;Piemonte;1058;1064;6;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VB;Numero unita locali iscritte;Piemonte;1380;1397;17;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VB;di cui Produttore;Piemonte;1310;1328;18;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VC;Numero operatori iscritti;Piemonte;1126;1134;8;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VC;Numero unita locali iscritte;Piemonte;1348;1357;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VC;di cui Produttore;Piemonte;1292;1301;9;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VE;Numero operatori iscritti;Veneto;4907;4922;15;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VE;Numero unita locali iscritte;Veneto;6329;6345;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VE;di cui Produttore;Veneto;6131;6147;16;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VI;Numero operatori iscritti;Veneto;7464;7484;20;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VI;Numero unita locali iscritte;Veneto;9240;9267;27;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VI;di cui Produttore;Veneto;8912;8939;27;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VI;di cui Recuperatore;Veneto;283;284;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VR;Numero operatori iscritti;Veneto;6095;6117;22;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VR;Numero unita locali iscritte;Veneto;7765;7791;26;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VR;di cui Produttore;Veneto;7329;7356;27;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VR;di cui Trasportatore;Veneto;651;653;2;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VS;Numero operatori iscritti;Sardegna;58;61;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VS;Numero unita locali iscritte;Sardegna;78;108;30;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VS;di cui Produttore;Sardegna;57;87;30;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VS;di cui Trasportatore;Sardegna;8;9;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VT;Numero operatori iscritti;Lazio;1679;1689;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VT;Numero unita locali iscritte;Lazio;2268;2279;11;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VT;di cui Produttore;Lazio;2156;2166;10;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VT;di cui Trasportatore;Lazio;245;246;1;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VV;Numero operatori iscritti;Calabria;728;731;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VV;Numero unita locali iscritte;Calabria;887;890;3;riga preesistente
59;2026-09-15;2026-09-18;stato attuale (senza anno);VV;di cui Produttore;Calabria;818;821;3;riga preesistente
