Anno;Provincia produttore;Regione;Codice EER;Pericoloso;Descrizione EER;Quantita;Unita di misura
2025;TE;Abruzzo;110299;NP;rifiuti non specificati altrimenti;598;kg
2025;TN;Trentino Alto Adige;110299;NP;rifiuti non specificati altrimenti;2604;kg
2025;TV;Veneto;110299;NP;rifiuti non specificati altrimenti;2639;kg
2025;TV;Veneto;110299;NP;rifiuti non specificati altrimenti;5000;l
2025;VA;Lombardia;110299;NP;rifiuti non specificati altrimenti;8822;kg
2025;VI;Veneto;110299;NP;rifiuti non specificati altrimenti;6987;kg
2025;BS;Lombardia;110301;P;rifiuti contenenti cianuro;7475;kg
2025;CN;Piemonte;110301;P;rifiuti contenenti cianuro;240;kg
2025;FI;Toscana;110301;P;rifiuti contenenti cianuro;5625;kg
2025;MO;Emilia Romagna;110301;P;rifiuti contenenti cianuro;2900;l
2025;TO;Piemonte;110301;P;rifiuti contenenti cianuro;2000;kg
2025;VI;Veneto;110301;P;rifiuti contenenti cianuro;3300;kg
2025;AQ;Abruzzo;110302;P;altri rifiuti;17880;kg
2025;BG;Lombardia;110302;P;altri rifiuti;8412;kg
2025;BS;Lombardia;110302;P;altri rifiuti;20999;kg
2025;CO;Lombardia;110302;P;altri rifiuti;7778;kg
2025;CR;Lombardia;110302;P;altri rifiuti;137;kg
2025;FI;Toscana;110302;P;altri rifiuti;415;kg
2025;LC;Lombardia;110302;P;altri rifiuti;8345;kg
2025;LE;Puglia;110302;P;altri rifiuti;650;kg
2025;ME;Sicilia;110302;P;altri rifiuti;530;kg
2025;MI;Lombardia;110302;P;altri rifiuti;880;kg
2025;PD;Veneto;110302;P;altri rifiuti;18340;kg
2025;TO;Piemonte;110302;P;altri rifiuti;31983;kg
2025;TO;Piemonte;110302;P;altri rifiuti;800;l
2025;VI;Veneto;110302;P;altri rifiuti;2511;kg
2025;AL;Piemonte;110501;NP;zinco solido;21940;kg
2025;AP;Marche;110501;NP;zinco solido;95760;kg
2025;AQ;Abruzzo;110501;NP;zinco solido;125570;kg
2025;AV;Campania;110501;NP;zinco solido;119140;kg
2025;BG;Lombardia;110501;NP;zinco solido;294199;kg
2025;BN;Campania;110501;NP;zinco solido;369694;kg
2025;BO;Emilia Romagna;110501;NP;zinco solido;30345;kg
2025;BR;Puglia;110501;NP;zinco solido;17860;kg
2025;BS;Lombardia;110501;NP;zinco solido;740021;kg
2025;CH;Abruzzo;110501;NP;zinco solido;9540;kg
2025;CN;Piemonte;110501;NP;zinco solido;93840;kg
2025;CR;Lombardia;110501;NP;zinco solido;1657540;kg
2025;CZ;Calabria;110501;NP;zinco solido;89050;kg
2025;FC;Emilia Romagna;110501;NP;zinco solido;57020;kg
2025;FG;Puglia;110501;NP;zinco solido;10940;kg
2025;FM;Marche;110501;NP;zinco solido;52050;kg
2025;GE;Liguria;110501;NP;zinco solido;223267;kg
2025;GR;Toscana;110501;NP;zinco solido;178788;kg
2025;LC;Lombardia;110501;NP;zinco solido;155089;kg
2025;LE;Puglia;110501;NP;zinco solido;164500;kg
2025;LI;Toscana;110501;NP;zinco solido;252270;kg
2025;LT;Lazio;110501;NP;zinco solido;25051;kg
2025;LU;Toscana;110501;NP;zinco solido;61990;kg
2025;MB;Lombardia;110501;NP;zinco solido;98239;kg
2025;MI;Lombardia;110501;NP;zinco solido;640302;kg
2025;MN;Lombardia;110501;NP;zinco solido;35752;kg
2025;MO;Emilia Romagna;110501;NP;zinco solido;1534102;kg
2025;NA;Campania;110501;NP;zinco solido;311730;kg
2025;PA;Sicilia;110501;NP;zinco solido;74920;kg
2025;PC;Emilia Romagna;110501;NP;zinco solido;33400;kg
2025;PD;Veneto;110501;NP;zinco solido;138005;kg
2025;PG;Umbria;110501;NP;zinco solido;20678;kg
2025;PN;Friuli Venezia Giulia;110501;NP;zinco solido;328500;kg
2025;PR;Emilia Romagna;110501;NP;zinco solido;54480;kg
2025;PT;Toscana;110501;NP;zinco solido;34450;kg
2025;PU;Marche;110501;NP;zinco solido;271660;kg
2025;RE;Emilia Romagna;110501;NP;zinco solido;32050;kg
2025;RG;Sicilia;110501;NP;zinco solido;58345;kg
2025;RM;Lazio;110501;NP;zinco solido;133840;kg
2025;RN;Emilia Romagna;110501;NP;zinco solido;51880;kg
2025;SA;Campania;110501;NP;zinco solido;56202;kg
2025;SI;Toscana;110501;NP;zinco solido;49280;kg
2025;SU;Sardegna;110501;NP;zinco solido;54812;kg
2025;TA;Puglia;110501;NP;zinco solido;87360;kg
2025;TE;Abruzzo;110501;NP;zinco solido;349312;kg
2025;TN;Trentino Alto Adige;110501;NP;zinco solido;210000;kg
2025;TO;Piemonte;110501;NP;zinco solido;80030;kg
2025;TS;Friuli Venezia Giulia;110501;NP;zinco solido;863320;kg
2025;TV;Veneto;110501;NP;zinco solido;53697;kg
2025;VE;Veneto;110501;NP;zinco solido;124375;kg
2025;VI;Veneto;110501;NP;zinco solido;452225;kg
2025;VR;Veneto;110501;NP;zinco solido;36400;kg
2025;AL;Piemonte;110502;NP;ceneri di zinco;102779;kg
2025;AP;Marche;110502;NP;ceneri di zinco;188260;kg
2025;AQ;Abruzzo;110502;NP;ceneri di zinco;214770;kg
2025;AV;Campania;110502;NP;ceneri di zinco;132990;kg
2025;BG;Lombardia;110502;NP;ceneri di zinco;700041;kg
2025;BN;Campania;110502;NP;ceneri di zinco;443060;kg
2025;BO;Emilia Romagna;110502;NP;ceneri di zinco;37052;kg
2025;BR;Puglia;110502;NP;ceneri di zinco;33580;kg
2025;BS;Lombardia;110502;NP;ceneri di zinco;1078059;kg
2025;CH;Abruzzo;110502;NP;ceneri di zinco;21630;kg
2025;CN;Piemonte;110502;NP;ceneri di zinco;116220;kg
2025;CR;Lombardia;110502;NP;ceneri di zinco;108625;kg
2025;CZ;Calabria;110502;NP;ceneri di zinco;116780;kg
2025;FC;Emilia Romagna;110502;NP;ceneri di zinco;85470;kg
2025;FG;Puglia;110502;NP;ceneri di zinco;25350;kg
2025;FM;Marche;110502;NP;ceneri di zinco;86840;kg
2025;GE;Liguria;110502;NP;ceneri di zinco;50461;kg
2025;GR;Toscana;110502;NP;ceneri di zinco;298120;kg
2025;LC;Lombardia;110502;NP;ceneri di zinco;322896;kg
2025;LE;Puglia;110502;NP;ceneri di zinco;212970;kg
2025;LI;Toscana;110502;NP;ceneri di zinco;86970;kg
2025;LT;Lazio;110502;NP;ceneri di zinco;43280;kg
2025;LU;Toscana;110502;NP;ceneri di zinco;61200;kg
2025;MB;Lombardia;110502;NP;ceneri di zinco;157068;kg
2025;MI;Lombardia;110502;NP;ceneri di zinco;783485;kg
2025;MN;Lombardia;110502;NP;ceneri di zinco;60644;kg
2025;MO;Emilia Romagna;110502;NP;ceneri di zinco;9081199;kg
2025;NA;Campania;110502;NP;ceneri di zinco;582460;kg
2025;PA;Sicilia;110502;NP;ceneri di zinco;100320;kg
2025;PC;Emilia Romagna;110502;NP;ceneri di zinco;50820;kg
2025;PD;Veneto;110502;NP;ceneri di zinco;290040;kg
2025;PG;Umbria;110502;NP;ceneri di zinco;39802;kg
2025;PN;Friuli Venezia Giulia;110502;NP;ceneri di zinco;313563;kg
2025;PT;Toscana;110502;NP;ceneri di zinco;47295;kg
2025;PU;Marche;110502;NP;ceneri di zinco;1133078;kg
2025;RC;Calabria;110502;NP;ceneri di zinco;33241;kg
2025;RE;Emilia Romagna;110502;NP;ceneri di zinco;38656;kg
2025;RG;Sicilia;110502;NP;ceneri di zinco;69875;kg
2025;RM;Lazio;110502;NP;ceneri di zinco;141400;kg
2025;RN;Emilia Romagna;110502;NP;ceneri di zinco;108330;kg
2025;SA;Campania;110502;NP;ceneri di zinco;66090;kg
2025;SI;Toscana;110502;NP;ceneri di zinco;69564;kg
2025;SU;Sardegna;110502;NP;ceneri di zinco;162080;kg
2025;TA;Puglia;110502;NP;ceneri di zinco;140930;kg
2025;TE;Abruzzo;110502;NP;ceneri di zinco;133923;kg
2025;TN;Trentino Alto Adige;110502;NP;ceneri di zinco;128904;kg
2025;TO;Piemonte;110502;NP;ceneri di zinco;144620;kg
2025;TV;Veneto;110502;NP;ceneri di zinco;66578;kg
2025;VE;Veneto;110502;NP;ceneri di zinco;102905;kg
2025;VI;Veneto;110502;NP;ceneri di zinco;489541;kg
2025;VR;Veneto;110502;NP;ceneri di zinco;31600;kg
2025;AP;Marche;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;11620;kg
2025;AQ;Abruzzo;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;9870;kg
2025;AV;Campania;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;6060;kg
2025;BG;Lombardia;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;17570;kg
2025;BN;Campania;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;12180;kg
2025;BO;Emilia Romagna;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;2590;kg
2025;BR;Puglia;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;1900;kg
2025;BS;Lombardia;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;33230;kg
2025;CH;Abruzzo;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;2504;kg
2025;CN;Piemonte;110503;P;rifiuti solidi prodotti dal trattamento dei fumi;4400;kg
