report_id;anno;cod_regione;regione;unita_misura;calcolato;dichiarato;delta;n_righe;anomalia;campo
56;2025;1;Piemonte;kg;8705272554.0;8705272510.0;44.0;3091.0;;
56;2025;1;Piemonte;l;47226966.0;47226960.0;6.0;3091.0;;
56;2025;2;Valle d`Aosta;kg;183439418.0;183439416.0;2.0;218.0;;
56;2025;2;Valle d`Aosta;l;266371.0;266371.0;0.0;218.0;;
56;2025;3;Lombardia;kg;23798160795.0;23798160700.0;95.0;5501.0;;
56;2025;3;Lombardia;l;127053914.0;127053904.0;10.0;5501.0;;
56;2025;4;Trentino Alto Adige;kg;2332496535.0;2332496522.0;13.0;918.0;;
56;2025;4;Trentino Alto Adige;l;102305280.0;102305274.0;6.0;918.0;;
56;2025;5;Veneto;kg;12460123023.0;12460122951.0;72.0;3564.0;;
56;2025;5;Veneto;l;282872345.0;282872339.0;6.0;3564.0;;
56;2025;6;Friuli Venezia Giulia;kg;3115521683.0;3115521659.0;24.0;1510.0;;
56;2025;6;Friuli Venezia Giulia;l;131458076.0;131458076.0;0.0;1510.0;;
56;2025;7;Liguria;kg;1884337979.0;1884337959.0;20.0;1285.0;;
56;2025;7;Liguria;l;147548640.0;147548637.0;3.0;1285.0;;
56;2025;8;Emilia Romagna;kg;11469128686.0;11469128627.0;59.0;3853.0;;
56;2025;8;Emilia Romagna;l;78809755.0;78809749.0;6.0;3853.0;;
56;2025;9;Toscana;kg;8557275243.0;8557275196.0;47.0;3373.0;;
56;2025;9;Toscana;l;104200838.0;104200834.0;4.0;3373.0;;
56;2025;10;Umbria;kg;1669727971.0;1669727961.0;10.0;720.0;;
56;2025;10;Umbria;l;8307446.0;8307444.0;2.0;720.0;;
56;2025;11;Marche;kg;2327081846.0;2327081814.0;32.0;1750.0;;
56;2025;11;Marche;l;50079176.0;50079175.0;1.0;1750.0;;
56;2025;12;Lazio;kg;6764859845.0;6764859822.0;23.0;2047.0;;
56;2025;12;Lazio;l;574577250.0;574577245.0;5.0;2047.0;;
56;2025;13;Abruzzo;kg;1885912320.0;1885912294.0;26.0;1320.0;;
56;2025;13;Abruzzo;l;6662495.0;6662494.0;1.0;1320.0;;
56;2025;14;Molise;kg;503061277.0;503061271.0;6.0;390.0;;
56;2025;14;Molise;l;11175905.0;11175905.0;0.0;390.0;;
56;2025;15;Campania;kg;7453341409.0;7453341354.0;55.0;1821.0;;
56;2025;15;Campania;l;5216213.0;5216212.0;1.0;1821.0;;
56;2025;16;Puglia;kg;9191321261.0;9191321231.0;30.0;1983.0;;
56;2025;16;Puglia;l;79253194.0;79253194.0;0.0;1983.0;;
56;2025;17;Basilicata;kg;1694300172.0;1694300159.0;13.0;599.0;;
56;2025;17;Basilicata;l;5266033.0;5266033.0;0.0;599.0;;
56;2025;18;Calabria;kg;2329396836.0;2329396813.0;23.0;1248.0;;
56;2025;18;Calabria;l;71480416.0;71480414.0;2.0;1248.0;;
56;2025;19;Sicilia;kg;6218915584.0;6218915535.0;49.0;2239.0;;
56;2025;19;Sicilia;l;55098281.0;55098279.0;2.0;2239.0;;
56;2025;20;Sardegna;kg;1821913312.0;1821913279.0;33.0;1307.0;;
56;2025;20;Sardegna;l;218054289.0;218054286.0;3.0;1307.0;;
56;2026;1;Piemonte;kg;10353216495.0;10353216430.0;65.0;2916.0;;
56;2026;1;Piemonte;l;25085783.0;25085777.0;6.0;2916.0;;
56;2026;2;Valle d`Aosta;kg;135929456.0;135929454.0;2.0;206.0;;
56;2026;2;Valle d`Aosta;l;33918.0;33917.0;1.0;206.0;;
56;2026;3;Lombardia;kg;14906108294.0;14906108200.0;94.0;5281.0;;
56;2026;3;Lombardia;l;69076342.0;69076333.0;9.0;5281.0;;
56;2026;4;Trentino Alto Adige;kg;1678882949.0;1678882931.0;18.0;865.0;;
56;2026;4;Trentino Alto Adige;l;74813395.0;74813392.0;3.0;865.0;;
56;2026;5;Veneto;kg;8185735098.0;8185735018.0;80.0;3458.0;;
56;2026;5;Veneto;l;191986557.0;191986552.0;5.0;3458.0;;
56;2026;6;Friuli Venezia Giulia;kg;1924377619.0;1924377580.0;39.0;1479.0;;
56;2026;6;Friuli Venezia Giulia;l;90858752.0;90858751.0;1.0;1479.0;;
56;2026;7;Liguria;kg;1167608348.0;1167608315.0;33.0;1255.0;;
56;2026;7;Liguria;l;64373002.0;64372999.0;3.0;1255.0;;
