report_id;anno;cod_regione;regione;unita_misura;calcolato;dichiarato;delta;n_righe;anomalia;campo
56;2024;1;Piemonte;kg;21014.0;21014.0;0.0;25.0;;
56;2024;1;Piemonte;l;26000.0;26000.0;0.0;25.0;;
56;2024;2;Valle d`Aosta;kg;0.0;0.0;0.0;1.0;;
56;2024;2;Valle d`Aosta;l;80.0;80.0;0.0;1.0;;
56;2024;3;Lombardia;kg;40811.0;40811.0;0.0;32.0;;
56;2024;3;Lombardia;l;120.0;120.0;0.0;32.0;;
56;2024;4;Trentino Alto Adige;kg;300.0;300.0;0.0;1.0;;
56;2024;4;Trentino Alto Adige;l;0.0;0.0;0.0;1.0;;
56;2024;5;Veneto;kg;23150.0;23148.0;2.0;24.0;;
56;2024;5;Veneto;l;0.0;0.0;0.0;24.0;;
56;2024;6;Friuli Venezia Giulia;kg;7901.0;7901.0;0.0;3.0;;
56;2024;6;Friuli Venezia Giulia;l;0.0;0.0;0.0;3.0;;
56;2024;7;Liguria;kg;45.0;45.0;0.0;2.0;;
56;2024;7;Liguria;l;0.0;0.0;0.0;2.0;;
56;2024;8;Emilia Romagna;kg;145459.0;145459.0;0.0;32.0;;
56;2024;8;Emilia Romagna;l;1800.0;1800.0;0.0;32.0;;
56;2024;9;Toscana;kg;116726.0;116724.0;2.0;46.0;;
56;2024;9;Toscana;l;60.0;60.0;0.0;46.0;;
56;2024;10;Umbria;kg;64.0;64.0;0.0;2.0;;
56;2024;10;Umbria;l;0.0;0.0;0.0;2.0;;
56;2024;11;Marche;kg;3494.0;3494.0;0.0;6.0;;
56;2024;11;Marche;l;0.0;0.0;0.0;6.0;;
56;2024;12;Lazio;kg;2376.0;2375.0;1.0;17.0;;
56;2024;12;Lazio;l;1580.0;1580.0;0.0;17.0;;
56;2024;13;Abruzzo;kg;8021.0;8020.0;1.0;10.0;;
56;2024;13;Abruzzo;l;0.0;0.0;0.0;10.0;;
56;2024;14;Molise;kg;0.0;;;0.0;;
56;2024;14;Molise;l;0.0;;;0.0;;
56;2024;15;Campania;kg;36046.0;36046.0;0.0;21.0;;
56;2024;15;Campania;l;20.0;20.0;0.0;21.0;;
56;2024;16;Puglia;kg;1415.0;1414.0;1.0;9.0;;
56;2024;16;Puglia;l;0.0;0.0;0.0;9.0;;
56;2024;17;Basilicata;kg;9.0;9.0;0.0;2.0;;
56;2024;17;Basilicata;l;0.0;0.0;0.0;2.0;;
56;2024;18;Calabria;kg;10269.0;10269.0;0.0;7.0;;
56;2024;18;Calabria;l;15.0;15.0;0.0;7.0;;
56;2024;19;Sicilia;kg;28757.0;28757.0;0.0;17.0;;
56;2024;19;Sicilia;l;55000.0;55000.0;0.0;17.0;;
56;2024;20;Sardegna;kg;44625.0;44623.0;2.0;15.0;;
56;2024;20;Sardegna;l;0.0;0.0;0.0;15.0;;
