report_id;da_run;a_run;tipo_variazione;Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Valore_prec;Valore_att;Delta;Stato
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;170904;R5;kg;Piemonte;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;316918317.0;321248927.0;4330610.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;190208;R1;kg;Piemonte;P;rifiuti combustibili liquidi, contenenti sostanze pericolose;R;659807.0;665793.0;5986.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191201;R12;kg;Piemonte;NP;carta e cartone;R;104990.0;110060.0;5070.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191201;R3;kg;Piemonte;NP;carta e cartone;R;915790.0;972330.0;56540.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191203;R4;kg;Piemonte;NP;metalli non ferrosi;R;6061540.0;6061870.0;330.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191204;R12;kg;Piemonte;NP;plastica e gomma;R;20293970.0;20921270.0;627300.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191207;R12;kg;Piemonte;NP;legno diverso da quello di cui alla voce 19 12 06;R;217710.0;230360.0;12650.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191207;R3;kg;Piemonte;NP;legno diverso da quello di cui alla voce 19 12 06;R;15495827.0;16431537.0;935710.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;191212;R12;kg;Piemonte;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;29707100.0;29888540.0;181440.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200101;R3;kg;Piemonte;NP;carta e cartone;R;11903210.0;12707150.0;803940.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200110;R12;kg;Piemonte;NP;abbigliamento;R;1080.0;1270.0;190.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200125;R9;kg;Piemonte;NP;oli e grassi commestibili;R;3906080.0;4170280.0;264200.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200139;R12;kg;Piemonte;NP;plastica;R;144830.0;160380.0;15550.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200140;R4;kg;Piemonte;NP;metalli;R;686769.0;708049.0;21280.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200201;R12;kg;Piemonte;NP;rifiuti biodegradabili;R;2166010.0;2178580.0;12570.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200301;D13;kg;Piemonte;NP;rifiuti urbani non differenziati;D;18282.0;20202.0;1920.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200301;R12;kg;Piemonte;NP;rifiuti urbani non differenziati;R;581060.0;603470.0;22410.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AL;200307;R12;kg;Piemonte;NP;rifiuti ingombranti;R;2054400.0;2264940.0;210540.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;010413;R5;kg;Marche;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R;1210940.0;1253470.0;42530.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;020799;D9;kg;Marche;NP;rifiuti non specificati altrimenti;D;19840.0;39480.0;19640.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;050109;D13;kg;Marche;P;fanghi prodotti dal trattamento in loco degli effluenti, contenenti sostanze pericolose;D;144040.0;155440.0;11400.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;060502;D13;kg;Marche;P;fanghi prodotti dal trattamento in loco di effluenti, contenenti sostanze pericolose;D;342048.0;353608.0;11560.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;070213;R12;kg;Marche;NP;rifiuti plastici;R;229774.0;235154.0;5380.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;070213;R3;kg;Marche;NP;rifiuti plastici;R;846838.0;871398.0;24560.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;070299;R3;kg;Marche;NP;rifiuti non specificati altrimenti;R;4466779.0;4607017.0;140238.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;070504;D9;kg;Marche;P;altri solventi organici, soluzioni di lavaggio e acque madri;D;6595.0;7545.0;950.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;070514;D13;kg;Marche;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;D;124140.0;134830.0;10690.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;070601;R12;kg;Marche;P;soluzioni acquose di lavaggio e acque madri;R;1290800.0;1334720.0;43920.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;080111;R12;kg;Marche;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R;166790.0;171530.0;4740.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;080111;R2;kg;Marche;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R;30657.0;32645.0;1988.0;riga preesistente
58;2026-09-07;2026-09-15;accumulo anno corrente;2026;AN;080308;D9;kg;Marche;NP;rifiuti liquidi acquosi contenenti inchiostro;D;1803289.0;1861209.0;57920.0;riga preesistente
